atom,code_length,q,alpha_from_r1,power,normalized_trace_over_w_power,target,residual,match,r1_fit,r2_plus_failure,q_zero_rank_one_boundary
117,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
118,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
118,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
118,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
118,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
118,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
118,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
119,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
119,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
119,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
119,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
119,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
119,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
120,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
120,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
120,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
120,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
120,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
120,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
121,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
121,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
121,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
121,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
121,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
121,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
122,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
122,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
122,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
122,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
122,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
122,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
123,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
123,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
123,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
123,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
123,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
123,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
124,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
124,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
124,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
124,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
124,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
124,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
125,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
125,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
125,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
125,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
125,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
125,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
126,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
126,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
126,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
126,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
126,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
126,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
127,13,1/8192,8191/8192,1,1/1,1/1,0/1,True,True,False,False
127,13,1/8192,8191/8192,2,8191/8193,1/1,-2/8193,False,False,True,False
127,13,1/8192,8191/8192,3,67092481/67117057,1/1,-24576/67117057,False,False,True,False
127,13,1/8192,8191/8192,4,549554511871/549822930945,1/1,-268419074/549822930945,False,False,True,False
127,13,1/8192,8191/8192,5,4501401006735361/4504149450301441,1/1,-2748443566080/4504149450301441,False,False,True,False
127,13,1/8192,8191/8192,6,36870975646169341951/36897992296869404673,1/1,-27016650700062722/36897992296869404673,False,False,True,False
128,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
128,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
128,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
128,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
128,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
128,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
129,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
129,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
129,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
129,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
129,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
129,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
130,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
130,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
130,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
130,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
130,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
130,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
131,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
131,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
131,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
131,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
131,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
131,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
132,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
132,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
132,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
132,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
132,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
132,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
133,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
133,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
133,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
133,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
133,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
133,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
134,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
134,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
134,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
134,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
134,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
134,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
135,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
135,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
135,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
135,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
135,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
135,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
136,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
136,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
136,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
136,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
136,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
136,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
137,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
137,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
137,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
137,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
137,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
137,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
138,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
138,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
138,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
138,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
138,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
138,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
139,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
139,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
139,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
139,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
139,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
139,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
140,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
140,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
140,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
140,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
140,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
140,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
141,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
141,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
141,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
141,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
141,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
141,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
142,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
142,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
142,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
142,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
142,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
142,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
143,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
143,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
143,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
143,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
143,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
143,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
144,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
144,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
144,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
144,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
144,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
144,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
145,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
145,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
145,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
145,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
145,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
145,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
146,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
146,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
146,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
146,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
146,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
146,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
147,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
147,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
147,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
147,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
147,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
147,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
148,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
148,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
148,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
148,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
148,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
148,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
149,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
149,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
149,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
149,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
149,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
149,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
150,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
150,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
150,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
150,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
150,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
150,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
151,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
151,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
151,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
151,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
151,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
151,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
152,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
152,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
152,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
152,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
152,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
152,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
153,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
153,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
153,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
153,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
153,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
153,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
154,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
154,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
154,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
154,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
154,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
154,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
155,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
155,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
155,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
155,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
155,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
155,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
156,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
156,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
156,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
156,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
156,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
156,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
157,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
157,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
157,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
157,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
157,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
157,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
158,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
158,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
158,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
158,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
158,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
158,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
159,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
159,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
159,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
159,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
159,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
159,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
160,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
160,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
160,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
160,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
160,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
160,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
161,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
161,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
161,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
161,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
161,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
161,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
162,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
162,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
162,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
162,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
162,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
162,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
163,15,1/32768,32767/32768,1,1/1,1/1,0/1,True,True,False,False
163,15,1/32768,32767/32768,2,32767/32769,1/1,-2/32769,False,False,True,False
163,15,1/32768,32767/32768,3,1073676289/1073774593,1/1,-98304/1073774593,False,False,True,False
163,15,1/32768,32767/32768,4,35181150961663/35185445863425,1/1,-4294901762/35185445863425,False,False,True,False
163,15,1/32768,32767/32768,5,1152780773560811521/1152956690052710401,1/1,-175916491898880/1152956690052710401,False,False,True,False
163,15,1/32768,32767/32768,6,37773167607267111108607/37780084819647214419969,1/1,-6917212380103311362/37780084819647214419969,False,False,True,False
