sigma,cutoff,control,A_trace_norm,B_trace_norm,successor_lower,successor_upper,return_lower,return_upper,normalized_total_lower,normalized_total_upper,interval_ordered,theorem_class,finite_prefix_is_proof
0.51,2048,A_only,1,0,6.38872771442681332222820985355511200538688360562676171971950,6.38872771442681332222820985355511200538688360562676171973996,4.37785267781283930243242463823024553937087112395066316571867,4.37785267781283930243242463823024553937087112395066316572891,6.388727714426813322228209854,6.388727714426813322228209854,True,trace_class,False
0.51,2048,B_only,0,1,6.38872771442681332222820985355511200538688360562676171971950,6.38872771442681332222820985355511200538688360562676171973996,4.37785267781283930243242463823024553937087112395066316571867,4.37785267781283930243242463823024553937087112395066316572891,4.377852677812839302432424638,4.377852677812839302432424638,True,trace_class,False
0.51,2048,A_and_B,1,1,6.38872771442681332222820985355511200538688360562676171971950,6.38872771442681332222820985355511200538688360562676171973996,4.37785267781283930243242463823024553937087112395066316571867,4.37785267781283930243242463823024553937087112395066316572891,10.76658039223965262466063449,10.76658039223965262466063449,True,trace_class,False
0.51,4096,A_only,1,0,6.97952150351595941240749506321817566609837159437435647525945,6.97952150351595941240749506321817566609837159437435647530040,4.79858827870223512546749615134328368011224168508954636032524,4.79858827870223512546749615134328368011224168508954636034573,6.979521503515959412407495063,6.979521503515959412407495063,True,trace_class,False
0.51,4096,B_only,0,1,6.97952150351595941240749506321817566609837159437435647525945,6.97952150351595941240749506321817566609837159437435647530040,4.79858827870223512546749615134328368011224168508954636032524,4.79858827870223512546749615134328368011224168508954636034573,4.798588278702235125467496151,4.798588278702235125467496151,True,trace_class,False
0.51,4096,A_and_B,1,1,6.97952150351595941240749506321817566609837159437435647525945,6.97952150351595941240749506321817566609837159437435647530040,4.79858827870223512546749615134328368011224168508954636032524,4.79858827870223512546749615134328368011224168508954636034573,11.77810978221819453787499121,11.77810978221819453787499121,True,trace_class,False
0.60,32,A_only,1,0,1.87191423312502129997197304815245284938651003308008925879148,1.87191423312502129997197304815245284938651003308008925879174,1.25389602726249001184788607940078887942985670389537823252033,1.25389602726249001184788607940078887942985670389537823252042,1.871914233125021299971973048,1.871914233125021299971973048,True,trace_class,False
0.60,32,B_only,0,1,1.87191423312502129997197304815245284938651003308008925879148,1.87191423312502129997197304815245284938651003308008925879174,1.25389602726249001184788607940078887942985670389537823252033,1.25389602726249001184788607940078887942985670389537823252042,1.253896027262490011847886079,1.253896027262490011847886079,True,trace_class,False
0.60,32,A_and_B,1,1,1.87191423312502129997197304815245284938651003308008925879148,1.87191423312502129997197304815245284938651003308008925879174,1.25389602726249001184788607940078887942985670389537823252033,1.25389602726249001184788607940078887942985670389537823252042,3.125810260387511311819859127,3.125810260387511311819859127,True,trace_class,False
0.60,64,A_only,1,0,2.18694380849599187432659285734109880815023905155403397126687,2.18694380849599187432659285734109880815023905155403397126745,1.49581943213922324474675541603920825025848579694334559139622,1.49581943213922324474675541603920825025848579694334559139647,2.186943808495991874326592857,2.186943808495991874326592857,True,trace_class,False
0.60,64,B_only,0,1,2.18694380849599187432659285734109880815023905155403397126687,2.18694380849599187432659285734109880815023905155403397126745,1.49581943213922324474675541603920825025848579694334559139622,1.49581943213922324474675541603920825025848579694334559139647,1.495819432139223244746755416,1.495819432139223244746755416,True,trace_class,False
0.60,64,A_and_B,1,1,2.18694380849599187432659285734109880815023905155403397126687,2.18694380849599187432659285734109880815023905155403397126745,1.49581943213922324474675541603920825025848579694334559139622,1.49581943213922324474675541603920825025848579694334559139647,3.682763240635215119073348273,3.682763240635215119073348273,True,trace_class,False
0.60,128,A_only,1,0,2.46488441182648866063585097031628515831282467834442512379985,2.46488441182648866063585097031628515831282467834442512380107,1.70787723516558044797269866403892126915313071644249298409881,1.70787723516558044797269866403892126915313071644249298409938,2.464884411826488660635850970,2.464884411826488660635850970,True,trace_class,False
0.60,128,B_only,0,1,2.46488441182648866063585097031628515831282467834442512379985,2.46488441182648866063585097031628515831282467834442512380107,1.70787723516558044797269866403892126915313071644249298409881,1.70787723516558044797269866403892126915313071644249298409938,1.707877235165580447972698664,1.707877235165580447972698664,True,trace_class,False
0.60,128,A_and_B,1,1,2.46488441182648866063585097031628515831282467834442512379985,2.46488441182648866063585097031628515831282467834442512380107,1.70787723516558044797269866403892126915313071644249298409881,1.70787723516558044797269866403892126915313071644249298409938,4.172761646992069108608549634,4.172761646992069108608549634,True,trace_class,False
0.60,256,A_only,1,0,2.70848453845537741904226461017286069456173252811394456485144,2.70848453845537741904226461017286069456173252811394456485393,1.89311694473222524121464167506619137823708777643089054045360,1.89311694473222524121464167506619137823708777643089054045481,2.708484538455377419042264610,2.708484538455377419042264610,True,trace_class,False
0.60,256,B_only,0,1,2.70848453845537741904226461017286069456173252811394456485144,2.70848453845537741904226461017286069456173252811394456485393,1.89311694473222524121464167506619137823708777643089054045360,1.89311694473222524121464167506619137823708777643089054045481,1.893116944732225241214641675,1.893116944732225241214641675,True,trace_class,False
0.60,256,A_and_B,1,1,2.70848453845537741904226461017286069456173252811394456485144,2.70848453845537741904226461017286069456173252811394456485393,1.89311694473222524121464167506619137823708777643089054045360,1.89311694473222524121464167506619137823708777643089054045481,4.601601483187602660256906285,4.601601483187602660256906285,True,trace_class,False
0.60,512,A_only,1,0,2.92127121514298554089892245070585884202331519348993698075763,2.92127121514298554089892245070585884202331519348993698076268,2.05465305157887712015464002580576426844988873355156635754235,2.05465305157887712015464002580576426844988873355156635754484,2.921271215142985540898922451,2.921271215142985540898922451,True,trace_class,False
0.60,512,B_only,0,1,2.92127121514298554089892245070585884202331519348993698075763,2.92127121514298554089892245070585884202331519348993698076268,2.05465305157887712015464002580576426844988873355156635754235,2.05465305157887712015464002580576426844988873355156635754484,2.054653051578877120154640026,2.054653051578877120154640026,True,trace_class,False
0.60,512,A_and_B,1,1,2.92127121514298554089892245070585884202331519348993698075763,2.92127121514298554089892245070585884202331519348993698076268,2.05465305157887712015464002580576426844988873355156635754235,2.05465305157887712015464002580576426844988873355156635754484,4.975924266721862661053562477,4.975924266721862661053562477,True,trace_class,False
0.60,1024,A_only,1,0,3.10682794055433482009879808428461407511056563240539756523456,3.10682794055433482009879808428461407511056563240539756524473,2.19539838880864520421615071462166500619438764474286678776958,2.19539838880864520421615071462166500619438764474286678777463,3.106827940554334820098798084,3.106827940554334820098798084,True,trace_class,False
0.60,1024,B_only,0,1,3.10682794055433482009879808428461407511056563240539756523456,3.10682794055433482009879808428461407511056563240539756524473,2.19539838880864520421615071462166500619438764474286678776958,2.19539838880864520421615071462166500619438764474286678777463,2.195398388808645204216150715,2.195398388808645204216150715,True,trace_class,False
0.60,1024,A_and_B,1,1,3.10682794055433482009879808428461407511056563240539756523456,3.10682794055433482009879808428461407511056563240539756524473,2.19539838880864520421615071462166500619438764474286678776958,2.19539838880864520421615071462166500619438764474286678777463,5.302226329362980024314948799,5.302226329362980024314948799,True,trace_class,False
0.60,2048,A_only,1,0,3.26850197939826250184428496690270182298438071332484209861853,3.26850197939826250184428496690270182298438071332484209863894,2.31797655741726124648218016147094392012022477312806672768611,2.31797655741726124648218016147094392012022477312806672769628,3.268501979398262501844284967,3.268501979398262501844284967,True,trace_class,False
0.60,2048,B_only,0,1,3.26850197939826250184428496690270182298438071332484209861853,3.26850197939826250184428496690270182298438071332484209863894,2.31797655741726124648218016147094392012022477312806672768611,2.31797655741726124648218016147094392012022477312806672769628,2.317976557417261246482180161,2.317976557417261246482180161,True,trace_class,False
0.60,2048,A_and_B,1,1,3.26850197939826250184428496690270182298438071332484209861853,3.26850197939826250184428496690270182298438071332484209863894,2.31797655741726124648218016147094392012022477312806672768611,2.31797655741726124648218016147094392012022477312806672769628,5.586478536815523748326465128,5.586478536815523748326465128,True,trace_class,False
0.60,4096,A_only,1,0,3.40930734215365113330097633351731026517239599125556997305933,3.40930734215365113330097633351731026517239599125556997310022,2.42470978989823565383493306115930345443678682095552322554438,2.42470978989823565383493306115930345443678682095552322556479,3.409307342153651133300976334,3.409307342153651133300976334,True,trace_class,False
0.60,4096,B_only,0,1,3.40930734215365113330097633351731026517239599125556997305933,3.40930734215365113330097633351731026517239599125556997310022,2.42470978989823565383493306115930345443678682095552322554438,2.42470978989823565383493306115930345443678682095552322556479,2.424709789898235653834933061,2.424709789898235653834933061,True,trace_class,False
0.60,4096,A_and_B,1,1,3.40930734215365113330097633351731026517239599125556997305933,3.40930734215365113330097633351731026517239599125556997310022,2.42470978989823565383493306115930345443678682095552322554438,2.42470978989823565383493306115930345443678682095552322556479,5.834017132051886787135909395,5.834017132051886787135909395,True,trace_class,False
1.00,32,A_only,1,0,0.469696969696969696969696969696969696969696969696969696969681,0.469696969696969696969696969696969696969696969696969696969711,0.355532404415053747533218374048832683492183862841438278228018,0.355532404415053747533218374048832683492183862841438278228031,0.4696969696969696969696969697,0.4696969696969696969696969697,True,trace_class,False
1.00,32,B_only,0,1,0.469696969696969696969696969696969696969696969696969696969681,0.469696969696969696969696969696969696969696969696969696969711,0.355532404415053747533218374048832683492183862841438278228018,0.355532404415053747533218374048832683492183862841438278228031,0.3555324044150537475332183740,0.3555324044150537475332183740,True,trace_class,False
1.00,32,A_and_B,1,1,0.469696969696969696969696969696969696969696969696969696969681,0.469696969696969696969696969696969696969696969696969696969711,0.355532404415053747533218374048832683492183862841438278228018,0.355532404415053747533218374048832683492183862841438278228031,0.8252293741120234445029153437,0.8252293741120234445029153437,True,trace_class,False
1.00,64,A_only,1,0,0.484615384615384615384615384615384615384615384615384615384584,0.484615384615384615384615384615384615384615384615384615384646,0.370791416538497846492090106299274959073697596819723549924511,0.370791416538497846492090106299274959073697596819723549924539,0.4846153846153846153846153846,0.4846153846153846153846153846,True,trace_class,False
1.00,64,B_only,0,1,0.484615384615384615384615384615384615384615384615384615384584,0.484615384615384615384615384615384615384615384615384615384646,0.370791416538497846492090106299274959073697596819723549924511,0.370791416538497846492090106299274959073697596819723549924539,0.3707914165384978464920901063,0.3707914165384978464920901063,True,trace_class,False
1.00,64,A_and_B,1,1,0.484615384615384615384615384615384615384615384615384615384584,0.484615384615384615384615384615384615384615384615384615384646,0.370791416538497846492090106299274959073697596819723549924511,0.370791416538497846492090106299274959073697596819723549924539,0.8554068011538824618767054909,0.8554068011538824618767054909,True,trace_class,False
1.00,128,A_only,1,0,0.492248062015503875968992248062015503875968992248062015503814,0.492248062015503875968992248062015503875968992248062015503940,0.378512377766806701579528340036905716483031251643171962613824,0.378512377766806701579528340036905716483031251643171962613883,0.4922480620155038759689922481,0.4922480620155038759689922481,True,trace_class,False
1.00,128,B_only,0,1,0.492248062015503875968992248062015503875968992248062015503814,0.492248062015503875968992248062015503875968992248062015503940,0.378512377766806701579528340036905716483031251643171962613824,0.378512377766806701579528340036905716483031251643171962613883,0.3785123777668067015795283400,0.3785123777668067015795283400,True,trace_class,False
1.00,128,A_and_B,1,1,0.492248062015503875968992248062015503875968992248062015503814,0.492248062015503875968992248062015503875968992248062015503940,0.378512377766806701579528340036905716483031251643171962613824,0.378512377766806701579528340036905716483031251643171962613883,0.8707604397823105775485205881,0.8707604397823105775485205881,True,trace_class,False
1.00,256,A_only,1,0,0.496108949416342412451361867704280155642023346303501945525163,0.496108949416342412451361867704280155642023346303501945525417,0.382395740456215984162652574233279202254675418426372384308982,0.382395740456215984162652574233279202254675418426372384309105,0.4961089494163424124513618677,0.4961089494163424124513618677,True,trace_class,False
1.00,256,B_only,0,1,0.496108949416342412451361867704280155642023346303501945525163,0.496108949416342412451361867704280155642023346303501945525417,0.382395740456215984162652574233279202254675418426372384308982,0.382395740456215984162652574233279202254675418426372384309105,0.3823957404562159841626525742,0.3823957404562159841626525742,True,trace_class,False
1.00,256,A_and_B,1,1,0.496108949416342412451361867704280155642023346303501945525163,0.496108949416342412451361867704280155642023346303501945525417,0.382395740456215984162652574233279202254675418426372384308982,0.382395740456215984162652574233279202254675418426372384309105,0.8785046898725583966140144419,0.8785046898725583966140144419,True,trace_class,False
1.00,512,A_only,1,0,0.498050682261208576998050682261208576998050682261208576997797,0.498050682261208576998050682261208576998050682261208576998307,0.384343143464885480282498171860645636162200983996749670724686,0.384343143464885480282498171860645636162200983996749670724937,0.4980506822612085769980506823,0.4980506822612085769980506823,True,trace_class,False
1.00,512,B_only,0,1,0.498050682261208576998050682261208576998050682261208576997797,0.498050682261208576998050682261208576998050682261208576998307,0.384343143464885480282498171860645636162200983996749670724686,0.384343143464885480282498171860645636162200983996749670724937,0.3843431434648854802824981719,0.3843431434648854802824981719,True,trace_class,False
1.00,512,A_and_B,1,1,0.498050682261208576998050682261208576998050682261208576997797,0.498050682261208576998050682261208576998050682261208576998307,0.384343143464885480282498171860645636162200983996749670724686,0.384343143464885480282498171860645636162200983996749670724937,0.8823938257260940572805488542,0.8823938257260940572805488542,True,trace_class,False
1.00,1024,A_only,1,0,0.499024390243902439024390243902439024390243902439024390243389,0.499024390243902439024390243902439024390243902439024390244411,0.385318275456821448717700122104501688874776541319430240272843,0.385318275456821448717700122104501688874776541319430240273350,0.4990243902439024390243902439,0.4990243902439024390243902439,True,trace_class,False
1.00,1024,B_only,0,1,0.499024390243902439024390243902439024390243902439024390243389,0.499024390243902439024390243902439024390243902439024390244411,0.385318275456821448717700122104501688874776541319430240272843,0.385318275456821448717700122104501688874776541319430240273350,0.3853182754568214487177001221,0.3853182754568214487177001221,True,trace_class,False
1.00,1024,A_and_B,1,1,0.499024390243902439024390243902439024390243902439024390243389,0.499024390243902439024390243902439024390243902439024390244411,0.385318275456821448717700122104501688874776541319430240272843,0.385318275456821448717700122104501688874776541319430240273350,0.8843426657007238877420903660,0.8843426657007238877420903660,True,trace_class,False
1.00,2048,A_only,1,0,0.499511957052220595412396290873596876525134211810639336260575,0.499511957052220595412396290873596876525134211810639336262621,0.385806199079165958767775297624436738068434688431529153311811,0.385806199079165958767775297624436738068434688431529153312830,0.4995119570522205954123962909,0.4995119570522205954123962909,True,trace_class,False
1.00,2048,B_only,0,1,0.499511957052220595412396290873596876525134211810639336260575,0.499511957052220595412396290873596876525134211810639336262621,0.385806199079165958767775297624436738068434688431529153311811,0.385806199079165958767775297624436738068434688431529153312830,0.3858061990791659587677752976,0.3858061990791659587677752976,True,trace_class,False
1.00,2048,A_and_B,1,1,0.499511957052220595412396290873596876525134211810639336260575,0.499511957052220595412396290873596876525134211810639336262621,0.385806199079165958767775297624436738068434688431529153311811,0.385806199079165958767775297624436738068434688431529153312830,0.8853181561313865541801715885,0.8853181561313865541801715885,True,trace_class,False
1.00,4096,A_only,1,0,0.499755918965096412008786917256529167683670978764949963385796,0.499755918965096412008786917256529167683670978764949963389890,0.386050250297212118351462921882706325671431148779325958512444,0.386050250297212118351462921882706325671431148779325958514487,0.4997559189650964120087869173,0.4997559189650964120087869173,True,trace_class,False
1.00,4096,B_only,0,1,0.499755918965096412008786917256529167683670978764949963385796,0.499755918965096412008786917256529167683670978764949963389890,0.386050250297212118351462921882706325671431148779325958512444,0.386050250297212118351462921882706325671431148779325958514487,0.3860502502972121183514629219,0.3860502502972121183514629219,True,trace_class,False
1.00,4096,A_and_B,1,1,0.499755918965096412008786917256529167683670978764949963385796,0.499755918965096412008786917256529167683670978764949963389890,0.386050250297212118351462921882706325671431148779325958512444,0.386050250297212118351462921882706325671431148779325958514487,0.8858061692623085303602498392,0.8858061692623085303602498392,True,trace_class,False
