sigma,cutoff,control,A_trace_norm,B_trace_norm,successor_lower,successor_upper,return_lower,return_upper,normalized_total_lower,normalized_total_upper,interval_ordered,theorem_class,finite_prefix_is_proof
0.49,4096,B_only,0,1,8.35713949173557425799579522870905419811022297473121223870185,8.35713949173557425799579522870905419811022297473121223874282,5.69480916600467078106276436344644490457565156853299522304954,5.69480916600467078106276436344644490457565156853299522307001,5.694809166004670781062764363,5.694809166004670781062764363,True,not_trace_class,False
0.49,4096,A_and_B,1,1,8.35713949173557425799579522870905419811022297473121223870185,8.35713949173557425799579522870905419811022297473121223874282,5.69480916600467078106276436344644490457565156853299522304954,5.69480916600467078106276436344644490457565156853299522307001,14.05194865774024503905855959,14.05194865774024503905855959,True,not_trace_class,False
0.50,32,A_only,1,0,2.80841019208177068239162598246107620152191019409748779089017,2.80841019208177068239162598246107620152191019409748779089047,1.80284073744510199595853551525360824996818337648653477149008,1.80284073744510199595853551525360824996818337648653477149020,2.808410192081770682391625982,2.808410192081770682391625982,True,not_trace_class,False
0.50,32,B_only,0,1,2.80841019208177068239162598246107620152191019409748779089017,2.80841019208177068239162598246107620152191019409748779089047,1.80284073744510199595853551525360824996818337648653477149008,1.80284073744510199595853551525360824996818337648653477149020,1.802840737445101995958535515,1.802840737445101995958535515,True,not_trace_class,False
0.50,32,A_and_B,1,1,2.80841019208177068239162598246107620152191019409748779089017,2.80841019208177068239162598246107620152191019409748779089047,1.80284073744510199595853551525360824996818337648653477149008,1.80284073744510199595853551525360824996818337648653477149020,4.611250929526872678350161497,4.611250929526872678350161497,True,not_trace_class,False
0.50,64,A_only,1,0,3.48630409829880544709021393535760854313830787564705915584460,3.48630409829880544709021393535760854313830787564705915584522,2.28745750408247150026865325464045513141572115428881039888790,2.28745750408247150026865325464045513141572115428881039888817,3.486304098298805447090213935,3.486304098298805447090213935,True,not_trace_class,False
0.50,64,B_only,0,1,3.48630409829880544709021393535760854313830787564705915584460,3.48630409829880544709021393535760854313830787564705915584522,2.28745750408247150026865325464045513141572115428881039888790,2.28745750408247150026865325464045513141572115428881039888817,2.287457504082471500268653255,2.287457504082471500268653255,True,not_trace_class,False
0.50,64,A_and_B,1,1,3.48630409829880544709021393535760854313830787564705915584460,3.48630409829880544709021393535760854313830787564705915584522,2.28745750408247150026865325464045513141572115428881039888790,2.28745750408247150026865325464045513141572115428881039888817,5.773761602381276947358867190,5.773761602381276947358867190,True,not_trace_class,False
0.50,128,A_only,1,0,4.17173291167369796292993331811125155252008411108430700140915,4.17173291167369796292993331811125155252008411108430700141041,2.77482728471995598857288478729877701194973353579947604045533,2.77482728471995598857288478729877701194973353579947604045592,4.171732911673697962929933318,4.171732911673697962929933318,True,not_trace_class,False
0.50,128,B_only,0,1,4.17173291167369796292993331811125155252008411108430700140915,4.17173291167369796292993331811125155252008411108430700141041,2.77482728471995598857288478729877701194973353579947604045533,2.77482728471995598857288478729877701194973353579947604045592,2.774827284719955988572884787,2.774827284719955988572884787,True,not_trace_class,False
0.50,128,A_and_B,1,1,4.17173291167369796292993331811125155252008411108430700140915,4.17173291167369796292993331811125155252008411108430700141041,2.77482728471995598857288478729877701194973353579947604045533,2.77482728471995598857288478729877701194973353579947604045592,6.946560196393653951502818105,6.946560196393653951502818105,True,not_trace_class,False
