orbit_id,code,sr_block_length,inverse_class_code,self_reverse,matrix_a,matrix_b,matrix_c,matrix_d,trace,discriminant,adjoint_trace_q,geodesic_length,norm,stable_multiplier,unstable_multiplier,trace_multiplicity_within_block_cutoff
MOD-000001,12,2,12,True,2,1,1,1,3,5,7,1.9248473002384139,6.854101966249685,0.14589803375031546,6.854101966249685,1
MOD-000002,112,3,122,False,-3,-2,-1,-1,4,12,14,2.633915793849633,13.928203230275509,0.07179676972449082,13.928203230275509,2
MOD-000003,122,3,112,False,-3,-1,-2,-1,4,12,14,2.633915793849633,13.928203230275509,0.07179676972449082,13.928203230275509,2
MOD-000004,1112,4,1222,False,4,3,1,1,5,21,23,3.133598473944822,22.9564392373896,0.04356076261039998,22.9564392373896,2
MOD-000005,1122,4,1122,True,5,2,2,1,6,32,34,3.525494348078172,33.97056274847714,0.029437251522859413,33.97056274847714,3
MOD-000006,1222,4,1112,False,4,1,3,1,5,21,23,3.133598473944822,22.9564392373896,0.04356076261039998,22.9564392373896,2
MOD-000007,11112,5,12222,False,-5,-4,-1,-1,6,32,34,3.525494348078172,33.97056274847714,0.029437251522859413,33.97056274847714,3
MOD-000008,11122,5,11222,False,-7,-3,-2,-1,8,60,62,4.1268741377911216,61.983866769659336,0.01613323034066492,61.983866769659336,4
MOD-000009,11212,5,12122,False,-8,-5,-3,-2,10,96,98,4.584863339122355,97.98979485566356,0.010205144336438036,97.98979485566356,6
MOD-000010,11222,5,11122,False,-7,-2,-3,-1,8,60,62,4.1268741377911216,61.983866769659336,0.01613323034066492,61.983866769659336,4
MOD-000011,12122,5,11212,False,-8,-3,-5,-2,10,96,98,4.584863339122355,97.98979485566356,0.010205144336438036,97.98979485566356,6
MOD-000012,12222,5,11112,False,-5,-1,-4,-1,6,32,34,3.525494348078172,33.97056274847714,0.029437251522859413,33.97056274847714,3
MOD-000013,111112,6,122222,False,6,5,1,1,7,45,47,3.8496946004768278,46.97871376374779,0.02128623625220819,46.97871376374779,2
MOD-000014,111122,6,112222,False,9,4,2,1,10,96,98,4.584863339122355,97.98979485566356,0.010205144336438036,97.98979485566356,6
MOD-000015,111212,6,121222,False,11,7,3,2,13,165,167,5.117957954057225,166.99401176132335,0.005988238676661369,166.99401176132335,4
MOD-000016,111222,6,111222,True,10,3,3,1,11,117,119,4.779052869148437,118.99159604515583,0.008403954844176663,118.99159604515583,3
MOD-000017,112122,6,112122,True,13,5,5,2,15,221,223,5.407151661862804,222.9955156048888,0.00448439511120858,222.9955156048888,4
MOD-000018,112212,6,112212,True,12,7,5,3,15,221,223,5.407151661862804,222.9955156048888,0.00448439511120858,222.9955156048888,4
MOD-000019,112222,6,111122,False,9,2,4,1,10,96,98,4.584863339122355,97.98979485566356,0.010205144336438036,97.98979485566356,6
MOD-000020,121222,6,111212,False,11,3,7,2,13,165,167,5.117957954057225,166.99401176132335,0.005988238676661369,166.99401176132335,4
MOD-000021,122222,6,111112,False,6,1,5,1,7,45,47,3.8496946004768278,46.97871376374779,0.02128623625220819,46.97871376374779,2
MOD-000022,1111112,7,1222222,False,-7,-6,-1,-1,8,60,62,4.1268741377911216,61.983866769659336,0.01613323034066492,61.983866769659336,4
MOD-000023,1111122,7,1122222,False,-11,-5,-2,-1,12,140,142,4.95577746057695,141.9929573971954,0.007042602804607489,141.9929573971954,4
MOD-000024,1111212,7,1212222,False,-14,-9,-3,-2,16,252,254,5.5373187666271475,253.99606293110037,0.003937068899651655,253.99606293110037,6
MOD-000025,1111222,7,1112222,False,-13,-4,-3,-1,14,192,194,5.267831587699267,193.9948452238571,0.0051547761428715625,193.9948452238571,6
MOD-000026,1112112,7,1221222,False,-15,-11,-4,-3,18,320,322,5.774541900715241,321.99689437998484,0.0031056200151418586,321.99689437998484,5
MOD-000027,1112122,7,1121222,False,-18,-7,-5,-2,20,396,398,5.986445692252762,397.99748742132397,0.002512578676009053,397.99748742132397,8
MOD-000028,1112212,7,1122212,False,-17,-10,-5,-3,20,396,398,5.986445692252762,397.99748742132397,0.002512578676009053,397.99748742132397,8
MOD-000029,1112222,7,1111222,False,-13,-3,-4,-1,14,192,194,5.267831587699267,193.9948452238571,0.0051547761428715625,193.9948452238571,6
MOD-000030,1121122,7,1122122,False,-19,-8,-7,-3,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000031,1121212,7,1212122,False,-21,-13,-8,-5,26,672,674,6.513227909600105,673.9985163172087,0.00148368279126799,673.9985163172087,10
MOD-000032,1121222,7,1112122,False,-18,-5,-7,-2,20,396,398,5.986445692252762,397.99748742132397,0.002512578676009053,397.99748742132397,8
MOD-000033,1122122,7,1121122,False,-19,-7,-8,-3,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000034,1122212,7,1112212,False,-16,-9,-7,-4,20,396,398,5.986445692252762,397.99748742132397,0.002512578676009053,397.99748742132397,8
MOD-000035,1122222,7,1111122,False,-11,-2,-5,-1,12,140,142,4.95577746057695,141.9929573971954,0.007042602804607489,141.9929573971954,4
MOD-000036,1212122,7,1121212,False,-21,-8,-13,-5,26,672,674,6.513227909600105,673.9985163172087,0.00148368279126799,673.9985163172087,10
MOD-000037,1212222,7,1111212,False,-14,-3,-9,-2,16,252,254,5.5373187666271475,253.99606293110037,0.003937068899651655,253.99606293110037,6
MOD-000038,1221222,7,1112112,False,-15,-4,-11,-3,18,320,322,5.774541900715241,321.99689437998484,0.0031056200151418586,321.99689437998484,5
MOD-000039,1222222,7,1111112,False,-7,-1,-6,-1,8,60,62,4.1268741377911216,61.983866769659336,0.01613323034066492,61.983866769659336,4
MOD-000040,11111112,8,12222222,False,8,7,1,1,9,77,79,4.369287583210217,78.98733974326456,0.012660256735450726,78.98733974326456,2
MOD-000041,11111122,8,11222222,False,13,6,2,1,14,192,194,5.267831587699267,193.9948452238571,0.0051547761428715625,193.9948452238571,6
MOD-000042,11111212,8,12122222,False,17,11,3,2,19,357,359,5.883314629302372,358.99721446306626,0.0027855369337493295,358.99721446306626,2
MOD-000043,11111222,8,11122222,False,16,5,3,1,17,285,287,5.65947007504878,286.99651563714013,0.0034843628598764434,286.99651563714013,4
MOD-000044,11112112,8,12212222,False,19,14,4,3,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000045,11112122,8,11212222,False,23,9,5,2,25,621,623,6.434543942314516,622.9983948594278,0.0016051405721930281,622.9983948594278,6
MOD-000046,11112212,8,11222212,False,22,13,5,3,25,621,623,6.434543942314516,622.9983948594278,0.0016051405721930281,622.9983948594278,6
MOD-000047,11112222,8,11112222,True,17,4,4,1,18,320,322,5.774541900715241,321.99689437998484,0.0031056200151418586,321.99689437998484,5
MOD-000048,11121122,8,11221222,False,26,11,7,3,29,837,839,6.732209285850218,838.9988081031936,0.0011918968064576843,838.9988081031936,6
MOD-000049,11121212,8,12121222,False,29,18,8,5,34,1152,1154,7.050988696156344,1153.999133448223,0.0008665517772200889,1153.999133448223,12
MOD-000050,11121222,8,11121222,True,25,7,7,2,27,725,727,6.588924585484383,726.998624481579,0.0013755184209778906,726.998624481579,3
MOD-000051,11122112,8,11222122,False,24,17,7,5,29,837,839,6.732209285850218,838.9988081031936,0.0011918968064576843,838.9988081031936,6
MOD-000052,11122122,8,11211222,False,27,10,8,3,30,896,898,6.8001688282266795,897.9988864128729,0.00111358712703373,897.9988864128729,12
MOD-000053,11122212,8,11122212,True,23,13,7,4,27,725,727,6.588924585484383,726.998624481579,0.0013755184209778906,726.998624481579,3
MOD-000054,11122222,8,11111222,False,16,3,5,1,17,285,287,5.65947007504878,286.99651563714013,0.0034843628598764434,286.99651563714013,4
MOD-000055,11211212,8,12122122,False,30,19,11,7,37,1365,1367,7.220373301588995,1366.999268470713,0.0007315292868581547,1366.999268470713,6
MOD-000056,11211222,8,11122122,False,27,8,10,3,30,896,898,6.8001688282266795,897.9988864128729,0.00111358712703373,897.9988864128729,12
MOD-000057,11212122,8,11212122,True,34,13,13,5,39,1517,1519,7.325807069199937,1518.9993416718676,0.000658328132584549,1518.9993416718676,2
MOD-000058,11212212,8,11212212,True,31,18,12,7,38,1440,1442,7.273785836928267,1441.9993065183905,0.0006934816095123043,1441.9993065183905,14
MOD-000059,11212222,8,11112122,False,23,5,9,2,25,621,623,6.434543942314516,622.9983948594278,0.0016051405721930281,622.9983948594278,6
MOD-000060,11221212,8,11221212,True,31,19,13,8,39,1517,1519,7.325807069199937,1518.9993416718676,0.000658328132584549,1518.9993416718676,2
MOD-000061,11221222,8,11121122,False,26,7,11,3,29,837,839,6.732209285850218,838.9988081031936,0.0011918968064576843,838.9988081031936,6
MOD-000062,11222122,8,11122112,False,25,9,11,4,29,837,839,6.732209285850218,838.9988081031936,0.0011918968064576843,838.9988081031936,6
MOD-000063,11222212,8,11112212,False,20,11,9,5,25,621,623,6.434543942314516,622.9983948594278,0.0016051405721930281,622.9983948594278,6
MOD-000064,11222222,8,11111122,False,13,2,6,1,14,192,194,5.267831587699267,193.9948452238571,0.0051547761428715625,193.9948452238571,6
MOD-000065,12121222,8,11121212,False,29,8,18,5,34,1152,1154,7.050988696156344,1153.999133448223,0.0008665517772200889,1153.999133448223,12
MOD-000066,12122122,8,11211212,False,30,11,19,7,37,1365,1367,7.220373301588995,1366.999268470713,0.0007315292868581547,1366.999268470713,6
MOD-000067,12122222,8,11111212,False,17,3,11,2,19,357,359,5.883314629302372,358.99721446306626,0.0027855369337493295,358.99721446306626,2
MOD-000068,12212222,8,11112112,False,19,4,14,3,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000069,12222222,8,11111112,False,8,1,7,1,9,77,79,4.369287583210217,78.98733974326456,0.012660256735450726,78.98733974326456,2
MOD-000070,111111112,9,122222222,False,-9,-8,-1,-1,10,96,98,4.584863339122355,97.98979485566356,0.010205144336438036,97.98979485566356,6
MOD-000071,111111122,9,112222222,False,-15,-7,-2,-1,16,252,254,5.5373187666271475,253.99606293110037,0.003937068899651655,253.99606293110037,6
MOD-000072,111111212,9,121222222,False,-20,-13,-3,-2,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000073,111111222,9,111222222,False,-19,-6,-3,-1,20,396,398,5.986445692252762,397.99748742132397,0.002512578676009053,397.99748742132397,8
MOD-000074,111112112,9,122122222,False,-23,-17,-4,-3,26,672,674,6.513227909600105,673.9985163172087,0.00148368279126799,673.9985163172087,10
MOD-000075,111112122,9,112122222,False,-28,-11,-5,-2,30,896,898,6.8001688282266795,897.9988864128729,0.00111358712703373,897.9988864128729,12
MOD-000076,111112212,9,112222212,False,-27,-16,-5,-3,30,896,898,6.8001688282266795,897.9988864128729,0.00111358712703373,897.9988864128729,12
MOD-000077,111112222,9,111122222,False,-21,-5,-4,-1,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000078,111121112,9,122212222,False,-24,-19,-5,-4,28,780,782,6.661853105282504,781.9987212255303,0.0012787744696472433,781.9987212255303,6
MOD-000079,111121122,9,112212222,False,-33,-14,-7,-3,36,1292,1294,7.165492877844293,1293.9992272020113,0.0007727979885755264,1293.9992272020113,4
MOD-000080,111121212,9,121212222,False,-37,-23,-8,-5,42,1760,1762,7.474204484397848,1761.9994324629274,0.0005675370727005271,1761.9994324629274,8
MOD-000081,111121222,9,111212222,False,-32,-9,-7,-2,34,1152,1154,7.050988696156344,1153.999133448223,0.0008665517772200889,1153.999133448223,12
MOD-000082,111122112,9,112222122,False,-31,-22,-7,-5,36,1292,1294,7.165492877844293,1293.9992272020113,0.0007727979885755264,1293.9992272020113,4
MOD-000083,111122122,9,112112222,False,-35,-13,-8,-3,38,1440,1442,7.273785836928267,1441.9993065183905,0.0006934816095123043,1441.9993065183905,14
MOD-000084,111122212,9,111222212,False,-30,-17,-7,-4,34,1152,1154,7.050988696156344,1153.999133448223,0.0008665517772200889,1153.999133448223,12
MOD-000085,111122222,9,111112222,False,-21,-4,-5,-1,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000086,111211122,9,112221222,False,-34,-15,-9,-4,38,1440,1442,7.273785836928267,1441.9993065183905,0.0006934816095123043,1441.9993065183905,14
MOD-000087,111211212,9,121221222,False,-41,-26,-11,-7,48,2300,2302,7.741533400574188,2301.9995655950524,0.00043440494731001667,2301.9995655950524,10
MOD-000088,111211222,9,111221222,False,-37,-11,-10,-3,40,1596,1598,7.376507734722593,1597.999374217527,0.0006257824728433688,1597.999374217527,12
MOD-000089,111212112,9,121222122,False,-40,-29,-11,-8,48,2300,2302,7.741533400574188,2301.9995655950524,0.00043440494731001667,2301.9995655950524,10
MOD-000090,111212122,9,112121222,False,-47,-18,-13,-5,52,2700,2702,7.9017473815489,2701.9996299037243,0.0003700962757110486,2701.9996299037243,12
MOD-000091,111212212,9,112122212,False,-43,-25,-12,-7,50,2496,2498,7.823245530429177,2497.9995996796797,0.0004003203203588306,2497.9995996796797,22
MOD-000092,111212222,9,111121222,False,-32,-7,-9,-2,34,1152,1154,7.050988696156344,1153.999133448223,0.0008665517772200889,1153.999133448223,12
MOD-000093,111221122,9,112211222,False,-41,-17,-12,-5,46,2112,2114,7.6563369426662025,2113.999526962997,0.0004730370027265875,2113.999526962997,10
MOD-000094,111221212,9,112221212,False,-44,-27,-13,-8,52,2700,2702,7.9017473815489,2701.9996299037243,0.0003700962757110486,2701.9996299037243,12
MOD-000095,111221222,9,111211222,False,-37,-10,-11,-3,40,1596,1598,7.376507734722593,1597.999374217527,0.0006257824728433688,1597.999374217527,12
MOD-000096,111222112,9,111222122,False,-33,-23,-10,-7,40,1596,1598,7.376507734722593,1597.999374217527,0.0006257824728433688,1597.999374217527,12
MOD-000097,111222122,9,111222112,False,-36,-13,-11,-4,40,1596,1598,7.376507734722593,1597.999374217527,0.0006257824728433688,1597.999374217527,12
MOD-000098,111222212,9,111122212,False,-29,-16,-9,-5,34,1152,1154,7.050988696156344,1153.999133448223,0.0008665517772200889,1153.999133448223,12
MOD-000099,111222222,9,111111222,False,-19,-3,-6,-1,20,396,398,5.986445692252762,397.99748742132397,0.002512578676009053,397.99748742132397,8
MOD-000100,112112122,9,112122122,False,-49,-19,-18,-7,56,3132,3134,8.050065321103236,3133.9996809189206,0.0003190810790723469,3133.9996809189206,10
MOD-000101,112112212,9,112212212,False,-46,-27,-17,-10,56,3132,3134,8.050065321103236,3133.9996809189206,0.0003190810790723469,3133.9996809189206,10
MOD-000102,112112222,9,111122122,False,-35,-8,-13,-3,38,1440,1442,7.273785836928267,1441.9993065183905,0.0006934816095123043,1441.9993065183905,14
MOD-000103,112121122,9,112212122,False,-50,-21,-19,-8,58,3360,3362,8.120291225496807,3361.999702557975,0.0002974420251254486,3361.999702557975,14
MOD-000104,112121212,9,121212122,False,-55,-34,-21,-13,68,4620,4622,8.438582744024163,4621.999783643434,0.00021635656573132055,4621.999783643434,6
MOD-000105,112121222,9,111212122,False,-47,-13,-18,-5,52,2700,2702,7.9017473815489,2701.9996299037243,0.0003700962757110486,2701.9996299037243,12
MOD-000106,112122122,9,112112122,False,-49,-18,-19,-7,56,3132,3134,8.050065321103236,3133.9996809189206,0.0003190810790723469,3133.9996809189206,10
MOD-000107,112122212,9,111212212,False,-41,-23,-16,-9,50,2496,2498,7.823245530429177,2497.9995996796797,0.0004003203203588306,2497.9995996796797,22
MOD-000108,112122222,9,111112122,False,-28,-5,-11,-2,30,896,898,6.8001688282266795,897.9988864128729,0.00111358712703373,897.9988864128729,12
MOD-000109,112211222,9,111221122,False,-41,-12,-17,-5,46,2112,2114,7.6563369426662025,2113.999526962997,0.0004730370027265875,2113.999526962997,10
MOD-000110,112212122,9,112121122,False,-50,-19,-21,-8,58,3360,3362,8.120291225496807,3361.999702557975,0.0002974420251254486,3361.999702557975,14
MOD-000111,112212212,9,112112212,False,-45,-26,-19,-11,56,3132,3134,8.050065321103236,3133.9996809189206,0.0003190810790723469,3133.9996809189206,10
MOD-000112,112212222,9,111121122,False,-33,-7,-14,-3,36,1292,1294,7.165492877844293,1293.9992272020113,0.0007727979885755264,1293.9992272020113,4
MOD-000113,112221212,9,111221212,False,-41,-25,-18,-11,52,2700,2702,7.9017473815489,2701.9996299037243,0.0003700962757110486,2701.9996299037243,12
MOD-000114,112221222,9,111211122,False,-34,-9,-15,-4,38,1440,1442,7.273785836928267,1441.9993065183905,0.0006934816095123043,1441.9993065183905,14
MOD-000115,112222122,9,111122112,False,-31,-11,-14,-5,36,1292,1294,7.165492877844293,1293.9992272020113,0.0007727979885755264,1293.9992272020113,4
MOD-000116,112222212,9,111112212,False,-24,-13,-11,-6,30,896,898,6.8001688282266795,897.9988864128729,0.00111358712703373,897.9988864128729,12
MOD-000117,112222222,9,111111122,False,-15,-2,-7,-1,16,252,254,5.5373187666271475,253.99606293110037,0.003937068899651655,253.99606293110037,6
MOD-000118,121212122,9,112121212,False,-55,-21,-34,-13,68,4620,4622,8.438582744024163,4621.999783643434,0.00021635656573132055,4621.999783643434,6
MOD-000119,121212222,9,111121212,False,-37,-8,-23,-5,42,1760,1762,7.474204484397848,1761.9994324629274,0.0005675370727005271,1761.9994324629274,8
MOD-000120,121221222,9,111211212,False,-41,-11,-26,-7,48,2300,2302,7.741533400574188,2301.9995655950524,0.00043440494731001667,2301.9995655950524,10
MOD-000121,121222122,9,111212112,False,-39,-14,-25,-9,48,2300,2302,7.741533400574188,2301.9995655950524,0.00043440494731001667,2301.9995655950524,10
MOD-000122,121222222,9,111111212,False,-20,-3,-13,-2,22,480,482,6.177939809689206,481.9979253022731,0.002074697726910079,481.9979253022731,10
MOD-000123,122122222,9,111112112,False,-23,-4,-17,-3,26,672,674,6.513227909600105,673.9985163172087,0.00148368279126799,673.9985163172087,10
MOD-000124,122212222,9,111121112,False,-24,-5,-19,-4,28,780,782,6.661853105282504,781.9987212255303,0.0012787744696472433,781.9987212255303,6
MOD-000125,122222222,9,111111112,False,-9,-1,-8,-1,10,96,98,4.584863339122355,97.98979485566356,0.010205144336438036,97.98979485566356,6
MOD-000126,1111111112,10,1222222222,False,10,9,1,1,11,117,119,4.779052869148437,118.99159604515583,0.008403954844176663,118.99159604515583,3
MOD-000127,1111111122,10,1122222222,False,17,8,2,1,18,320,322,5.774541900715241,321.99689437998484,0.0031056200151418586,321.99689437998484,5
MOD-000128,1111111212,10,1212222222,False,23,15,3,2,25,621,623,6.434543942314516,622.9983948594278,0.0016051405721930281,622.9983948594278,6
MOD-000129,1111111222,10,1112222222,False,22,7,3,1,23,525,527,6.267196947889644,526.9981024599608,0.001897540039199621,526.9981024599608,2
MOD-000130,1111112112,10,1221222222,False,27,20,4,3,30,896,898,6.8001688282266795,897.9988864128729,0.00111358712703373,897.9988864128729,12
MOD-000131,1111112122,10,1121222222,False,33,13,5,2,35,1221,1223,7.1090614671161925,1222.999182337965,0.0008176620348088334,1222.999182337965,6
MOD-000132,1111112212,10,1122222212,False,32,19,5,3,35,1221,1223,7.1090614671161925,1222.999182337965,0.0008176620348088334,1222.999182337965,6
MOD-000133,1111112222,10,1111222222,False,25,6,4,1,26,672,674,6.513227909600105,673.9985163172087,0.00148368279126799,673.9985163172087,10
MOD-000134,1111121112,10,1222122222,False,29,23,5,4,33,1085,1087,6.991176040787843,1086.99908003602,0.000919963980067824,1086.99908003602,2
MOD-000135,1111121122,10,1122122222,False,40,17,7,3,43,1845,1847,7.5213176870651015,1846.9994585813247,0.0005414186752215386,1846.9994585813247,10
MOD-000136,1111121212,10,1212122222,False,45,28,8,5,50,2496,2498,7.823245530429177,2497.9995996796797,0.0004003203203588306,2497.9995996796797,22
MOD-000137,1111121222,10,1112122222,False,39,11,7,2,41,1677,1679,7.425953302346789,1678.999404407174,0.0005955928259266315,1678.999404407174,6
MOD-000138,1111122112,10,1122222122,False,38,27,7,5,43,1845,1847,7.5213176870651015,1846.9994585813247,0.0005414186752215386,1846.9994585813247,10
MOD-000139,1111122122,10,1121122222,False,43,16,8,3,46,2112,2114,7.6563369426662025,2113.999526962997,0.0004730370027265875,2113.999526962997,10
MOD-000140,1111122212,10,1112222212,False,37,21,7,4,41,1677,1679,7.425953302346789,1678.999404407174,0.0005955928259266315,1678.999404407174,6
MOD-000141,1111122222,10,1111122222,True,26,5,5,1,27,725,727,6.588924585484383,726.998624481579,0.0013755184209778906,726.998624481579,3
MOD-000142,1111211122,10,1122212222,False,43,19,9,4,47,2205,2207,7.6993892009536555,2206.999546896146,0.0004531038537848221,2206.999546896146,6
MOD-000143,1111211212,10,1212212222,False,52,33,11,7,59,3477,3479,8.1545000925308,3478.999712561057,0.0002874389429781966,3478.999712561057,4
MOD-000144,1111211222,10,1112212222,False,47,14,10,3,50,2496,2498,7.823245530429177,2497.9995996796797,0.0004003203203588306,2497.9995996796797,22
MOD-000145,1111212112,10,1212222122,False,51,37,11,8,59,3477,3479,8.1545000925308,3478.999712561057,0.0002874389429781966,3478.999712561057,4
MOD-000146,1111212122,10,1121212222,False,60,23,13,5,65,4221,4223,8.348300998860417,4222.999763201502,0.00023679849776782585,4222.999763201502,14
MOD-000147,1111212212,10,1121222212,False,55,32,12,7,62,3840,3842,8.253748275582243,3841.999739718879,0.00026028112122495104,3841.999739718879,16
MOD-000148,1111212222,10,1111212222,True,41,9,9,2,43,1845,1847,7.5213176870651015,1846.9994585813247,0.0005414186752215386,1846.9994585813247,10
MOD-000149,1111221112,10,1122221222,False,40,31,9,7,47,2205,2207,7.6993892009536555,2206.999546896146,0.0004531038537848221,2206.999546896146,6
MOD-000150,1111221122,10,1122112222,False,53,22,12,5,58,3360,3362,8.120291225496807,3361.999702557975,0.0002974420251254486,3361.999702557975,14
MOD-000151,1111221212,10,1122221212,False,57,35,13,8,65,4221,4223,8.348300998860417,4222.999763201502,0.00023679849776782585,4222.999763201502,14
MOD-000152,1111221222,10,1112112222,False,48,13,11,3,51,2597,2599,7.862881886598606,2598.9996152365725,0.0003847634274886091,2598.9996152365725,5
MOD-000153,1111222112,10,1112222122,False,43,30,10,7,50,2496,2498,7.823245530429177,2497.9995996796797,0.0004003203203588306,2497.9995996796797,22
MOD-000154,1111222122,10,1112222112,False,47,17,11,4,51,2597,2599,7.862881886598606,2598.9996152365725,0.0003847634274886091,2598.9996152365725,5
MOD-000155,1111222212,10,1111222212,True,38,21,9,5,43,1845,1847,7.5213176870651015,1846.9994585813247,0.0005414186752215386,1846.9994585813247,10
MOD-000156,1111222222,10,1111112222,False,25,4,6,1,26,672,674,6.513227909600105,673.9985163172087,0.00148368279126799,673.9985163172087,10
MOD-000157,1112111212,10,1212221222,False,53,34,14,9,62,3840,3842,8.253748275582243,3841.999739718879,0.00026028112122495104,3841.999739718879,16
MOD-000158,1112111222,10,1112221222,False,49,15,13,4,53,2805,2807,7.939871449446209,2806.9996437477284,0.00035625227179041005,2806.9996437477284,4
MOD-000159,1112112112,10,1221221222,False,56,41,15,11,67,4485,4487,8.4089395563067,4486.999777133931,0.00022286606856904045,4486.999777133931,2
MOD-000160,1112112122,10,1121221222,False,67,26,18,7,74,5472,5474,8.607764856227995,5473.999817318225,0.00018268177445608893,5473.999817318225,16
MOD-000161,1112112212,10,1122122212,False,63,37,17,10,73,5325,5327,8.580543471677101,5326.999812277072,0.00018772292758398678,5326.999812277072,8
MOD-000162,1112112222,10,1111221222,False,48,11,13,3,51,2597,2599,7.862881886598606,2598.9996152365725,0.0003847634274886091,2598.9996152365725,5
MOD-000163,1112121122,10,1122121222,False,69,29,19,8,77,5925,5927,8.687273433321595,5926.999831280576,0.00016871942440800476,5926.999831280576,8
MOD-000164,1112121212,10,1212121222,False,76,47,21,13,89,7917,7919,8.977020198264135,7918.999873721428,0.0001262785725402548,7918.999873721428,2
MOD-000165,1112121222,10,1112121222,True,65,18,18,5,70,4896,4898,8.496582195828777,4897.999795835026,0.00020416497380223287,4897.999795835026,22
MOD-000166,1112122112,10,1121222122,False,61,43,17,12,73,5325,5327,8.580543471677101,5326.999812277072,0.00018772292758398678,5326.999812277072,8
MOD-000167,1112122122,10,1121121222,False,68,25,19,7,75,5621,5623,8.634620576664775,5622.999822158985,0.0001778410157615911,5622.999822158985,6
MOD-000168,1112122212,10,1112122212,True,57,32,16,9,66,4352,4354,8.378850189044405,4353.999770326125,0.00022967387522969428,4353.999770326125,8
MOD-000169,1112122222,10,1111121222,False,39,7,11,2,41,1677,1679,7.425953302346789,1678.999404407174,0.0005955928259266315,1678.999404407174,6
MOD-000170,1112211212,10,1122212122,False,65,41,19,12,77,5925,5927,8.687273433321595,5926.999831280576,0.00016871942440800476,5926.999831280576,8
MOD-000171,1112211222,10,1112211222,True,58,17,17,5,63,3965,3967,8.28576535697017,3966.9997479203266,0.0002520796731898567,3966.9997479203266,6
MOD-000172,1112212112,10,1122212212,False,61,44,18,13,74,5472,5474,8.607764856227995,5473.999817318225,0.00018268177445608893,5473.999817318225,16
MOD-000173,1112212122,10,1121211222,False,71,27,21,8,79,6237,6239,8.738575166420436,6238.999839717899,0.00016028210060752555,6238.999839717899,10
MOD-000174,1112212212,10,1121122212,False,64,37,19,11,75,5621,5623,8.634620576664775,5622.999822158985,0.0001778410157615911,5622.999822158985,6
MOD-000175,1112212222,10,1111211222,False,47,10,14,3,50,2496,2498,7.823245530429177,2497.9995996796797,0.0004003203203588306,2497.9995996796797,22
MOD-000176,1112221122,10,1112221122,True,56,23,17,7,63,3965,3967,8.28576535697017,3966.9997479203266,0.0002520796731898567,3966.9997479203266,6
MOD-000177,1112221212,10,1112221212,True,59,36,18,11,70,4896,4898,8.496582195828777,4897.999795835026,0.00020416497380223287,4897.999795835026,22
MOD-000178,1112221222,10,1112111222,False,49,13,15,4,53,2805,2807,7.939871449446209,2806.9996437477284,0.00035625227179041005,2806.9996437477284,4
MOD-000179,1112222112,10,1111222122,False,42,29,13,9,51,2597,2599,7.862881886598606,2598.9996152365725,0.0003847634274886091,2598.9996152365725,5
MOD-000180,1112222122,10,1111222112,False,45,16,14,5,50,2496,2498,7.823245530429177,2497.9995996796797,0.0004003203203588306,2497.9995996796797,22
MOD-000181,1112222212,10,1111122212,False,35,19,11,6,41,1677,1679,7.425953302346789,1678.999404407174,0.0005955928259266315,1678.999404407174,6
MOD-000182,1112222222,10,1111111222,False,22,3,7,1,23,525,527,6.267196947889644,526.9981024599608,0.001897540039199621,526.9981024599608,2
MOD-000183,1121121122,10,1122122122,False,71,30,26,11,82,6720,6722,8.813140986153952,6721.999851234748,0.0001487652517303035,6721.999851234748,14
MOD-000184,1121121212,10,1212122122,False,79,49,29,18,97,9405,9407,9.14920936067145,9406.999893696182,0.00010630381750829187,9406.999893696182,12
MOD-000185,1121121222,10,1112122122,False,68,19,25,7,75,5621,5623,8.634620576664775,5622.999822158985,0.0001778410157615911,5622.999822158985,6
MOD-000186,1121122122,10,1121122122,True,73,27,27,10,83,6885,6887,8.837390834461337,6886.999854798893,0.00014520110658971418,6886.999854798893,11
MOD-000187,1121122212,10,1112212212,False,62,35,23,13,75,5621,5623,8.634620576664775,5622.999822158985,0.0001778410157615911,5622.999822158985,6
MOD-000188,1121122222,10,1111122122,False,43,8,16,3,46,2112,2114,7.6563369426662025,2113.999526962997,0.0004730370027265875,2113.999526962997,10
MOD-000189,1121211222,10,1112212122,False,71,21,27,8,79,6237,6239,8.738575166420436,6238.999839717899,0.00016028210060752555,6238.999839717899,10
MOD-000190,1121212122,10,1121212122,True,89,34,34,13,102,10400,10402,9.24975336509101,10401.99990386464,9.613535947337121e-05,10401.99990386464,15
MOD-000191,1121212212,10,1121212212,True,81,47,31,18,99,9797,9799,9.190035608221365,9798.999897948768,0.00010205123078012591,9798.999897948768,2
