schema_version,row_id,action_case,component_id,stabilizer_literal,orbit_count_class,k_index,global_time_sample_class,isotropy_restriction_sample_class,test_algebra_sample_signature,full_sample_signature,reduced_sample_signature,dense_h_scope,named_output_signature_matches_baseline,restriction_coboundary_match,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,AP-0046,HETEROGENEOUS_ACTION,periodic_component,LZ,HETEROGENEOUS,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0047,HETEROGENEOUS_ACTION,periodic_component,LZ,HETEROGENEOUS,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0048,HETEROGENEOUS_ACTION,periodic_component,LZ,HETEROGENEOUS,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0049,HETEROGENEOUS_ACTION,fixed_component,R,HETEROGENEOUS,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0050,HETEROGENEOUS_ACTION,fixed_component,R,HETEROGENEOUS,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0051,HETEROGENEOUS_ACTION,fixed_component,R,HETEROGENEOUS,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0052,HETEROGENEOUS_ACTION,fixed_component,R,HETEROGENEOUS,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,NOT_DENSE_H_CONTROL,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0053,HETEROGENEOUS_ACTION,dense_component,Q,HETEROGENEOUS,-6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,FINITE_RATIONAL_WINDOW_DIAGNOSTIC_ONLY,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0054,HETEROGENEOUS_ACTION,dense_component,Q,HETEROGENEOUS,-1,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,FINITE_RATIONAL_WINDOW_DIAGNOSTIC_ONLY,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0055,HETEROGENEOUS_ACTION,dense_component,Q,HETEROGENEOUS,0,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,FINITE_RATIONAL_WINDOW_DIAGNOSTIC_ONLY,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
paper13-circle-twists-controls/1,AP-0056,HETEROGENEOUS_ACTION,dense_component,Q,HETEROGENEOUS,6,TIME_QUADRATIC_GAUGE_CLASS_ZERO_SAMPLE,ISOTROPY_QUADRATIC_RESTRICTION_CLASS_ZERO_SAMPLE,TWISTED_TEST_GAUGE_STAR_TERM_CHECK_PASS,FULL_TRANSPORT_CHARACTER_PHASE_CHECK_PASS,REDUCED_TRANSPORT_INTERTWINER_CHECK_PASS,FINITE_RATIONAL_WINDOW_DIAGNOSTIC_ONLY,true,true,DIAGNOSTIC,,QUADRATIC_RESTRICTION_SIGNATURE_DIAGNOSTIC,0,PASS
