schema_version,row_id,k_index,t,u,alpha_t_exp,alpha_u_exp,alpha_tplusu_exp,delta_alpha_exp,sigma_tu_exp,quotient_sigma_over_one_exp,gauge_direction,normalized_alpha,coboundary_match,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,GC-0131,0,1,1,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0132,0,1,2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0133,0,1,3,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0134,0,2,-3,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0135,0,2,-2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0136,0,2,-1,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0137,0,2,0,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0138,0,2,1,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0139,0,2,2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0140,0,2,3,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0141,0,3,-3,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0142,0,3,-2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0143,0,3,-1,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0144,0,3,0,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0145,0,3,1,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0146,0,3,2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0147,0,3,3,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0148,6,-3,-3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0149,6,-3,-2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0150,6,-3,-1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0151,6,-3,0,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0152,6,-3,1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0153,6,-3,2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0154,6,-3,3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0155,6,-2,-3,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0156,6,-2,-2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0157,6,-2,-1,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0158,6,-2,0,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0159,6,-2,1,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0160,6,-2,2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0161,6,-2,3,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0162,6,-1,-3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0163,6,-1,-2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0164,6,-1,-1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0165,6,-1,0,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0166,6,-1,1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0167,6,-1,2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0168,6,-1,3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0169,6,0,-3,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0170,6,0,-2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0171,6,0,-1,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0172,6,0,0,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0173,6,0,1,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0174,6,0,2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0175,6,0,3,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0176,6,1,-3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0177,6,1,-2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0178,6,1,-1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0179,6,1,0,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0180,6,1,1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0181,6,1,2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0182,6,1,3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0183,6,2,-3,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0184,6,2,-2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0185,6,2,-1,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0186,6,2,0,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0187,6,2,1,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0188,6,2,2,0,0,0,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0189,6,2,3,0,18,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0190,6,3,-3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0191,6,3,-2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0192,6,3,-1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0193,6,3,0,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0194,6,3,1,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0195,6,3,2,18,0,18,0,0,0,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
paper13-circle-twists-controls/1,GC-0196,6,3,3,18,18,0,12,12,12,A_SIGMA_TO_A_ONE,true,true,DIAGNOSTIC,,FROZEN_SIGN_COBOUNDARY_AND_DIRECTION,0,PASS
