schema_version,row_id,k_index,t,u,v,sigma_tu_exp,sigma_tplusu_v_exp,sigma_uv_exp,sigma_t_uplusv_exp,lhs_exp_mod24,rhs_exp_mod24,norm_t0,norm_0u,cocycle_holds,case_kind,negative_reason,oracle,tolerance,status
paper13-circle-twists-controls/1,CM-0343,0,1,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0344,0,1,1,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0345,0,1,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0346,0,1,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0347,0,1,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0348,0,1,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0349,0,1,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0350,0,1,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0351,0,2,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0352,0,2,-2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0353,0,2,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0354,0,2,-2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0355,0,2,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0356,0,2,-1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0357,0,2,-1,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0358,0,2,-1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0359,0,2,-1,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0360,0,2,-1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0361,0,2,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0362,0,2,0,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0363,0,2,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0364,0,2,0,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0365,0,2,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0366,0,2,1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0367,0,2,1,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0368,0,2,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0369,0,2,1,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0370,0,2,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0371,0,2,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0372,0,2,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0373,0,2,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0374,0,2,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0375,0,2,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0376,6,-2,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0377,6,-2,-2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0378,6,-2,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0379,6,-2,-2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0380,6,-2,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0381,6,-2,-1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0382,6,-2,-1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0383,6,-2,-1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0384,6,-2,-1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0385,6,-2,-1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0386,6,-2,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0387,6,-2,0,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0388,6,-2,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0389,6,-2,0,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0390,6,-2,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0391,6,-2,1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0392,6,-2,1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0393,6,-2,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0394,6,-2,1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0395,6,-2,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0396,6,-2,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0397,6,-2,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0398,6,-2,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0399,6,-2,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0400,6,-2,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0401,6,-1,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0402,6,-1,-2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0403,6,-1,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0404,6,-1,-2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0405,6,-1,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0406,6,-1,-1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0407,6,-1,-1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0408,6,-1,-1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0409,6,-1,-1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0410,6,-1,-1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0411,6,-1,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0412,6,-1,0,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0413,6,-1,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0414,6,-1,0,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0415,6,-1,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0416,6,-1,1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0417,6,-1,1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0418,6,-1,1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0419,6,-1,1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0420,6,-1,1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0421,6,-1,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0422,6,-1,2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0423,6,-1,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0424,6,-1,2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0425,6,-1,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0426,6,0,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0427,6,0,-2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0428,6,0,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0429,6,0,-2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0430,6,0,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0431,6,0,-1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0432,6,0,-1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0433,6,0,-1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0434,6,0,-1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0435,6,0,-1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0436,6,0,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0437,6,0,0,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0438,6,0,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0439,6,0,0,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0440,6,0,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0441,6,0,1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0442,6,0,1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0443,6,0,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0444,6,0,1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0445,6,0,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0446,6,0,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0447,6,0,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0448,6,0,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0449,6,0,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0450,6,0,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0451,6,1,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0452,6,1,-2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0453,6,1,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0454,6,1,-2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0455,6,1,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0456,6,1,-1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0457,6,1,-1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0458,6,1,-1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0459,6,1,-1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0460,6,1,-1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0461,6,1,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0462,6,1,0,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0463,6,1,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0464,6,1,0,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0465,6,1,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0466,6,1,1,-2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0467,6,1,1,-1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0468,6,1,1,0,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0469,6,1,1,1,12,0,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0470,6,1,1,2,12,0,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0471,6,1,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0472,6,1,2,-1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0473,6,1,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0474,6,1,2,1,0,12,0,12,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0475,6,1,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0476,6,2,-2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0477,6,2,-2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0478,6,2,-2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0479,6,2,-2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0480,6,2,-2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0481,6,2,-1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0482,6,2,-1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0483,6,2,-1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0484,6,2,-1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0485,6,2,-1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0486,6,2,0,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0487,6,2,0,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0488,6,2,0,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0489,6,2,0,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0490,6,2,0,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0491,6,2,1,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0492,6,2,1,-1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0493,6,2,1,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0494,6,2,1,1,0,12,12,0,12,12,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0495,6,2,1,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0496,6,2,2,-2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0497,6,2,2,-1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0498,6,2,2,0,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0499,6,2,2,1,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
paper13-circle-twists-controls/1,CM-0500,6,2,2,2,0,0,0,0,0,0,true,true,true,DIAGNOSTIC,,NORMALIZED_COCYCLE_MOD24,0,PASS
