prime,levels_tested,all_rational_residues_match,max_real_error,finite_cyclic_rows,all_character_values_match,max_character_value_error,max_correct_action_time_error,final_wrong_action_time_error,pz_circle_distance,all_unit_normalizations_match,exact_distinctness_rows,illegal_kernel_final_lower_bound,theorem_uniformity_claimed,statistical_evidence_claimed,scope
2,5,true,1.0681152343750001e-06,15,true,0,7.7964676432670538e-05,87.689999934432791,0.31481073984003327,true,2,4849845,false,false,same target-free control family across several p
3,5,true,4.8385965166943673e-06,15,true,0,2.1553814486318717e-05,10.285714282849066,0.45198512374305744,true,2,3233230,false,false,same target-free control family across several p
5,5,true,4.6545454545454546e-07,15,true,0,3.3129421742508195e-06,15.272727267855212,0.4353180712578455,true,2,1939938,false,false,same target-free control family across several p
7,5,true,6.5383536556262208e-06,15,true,0,4.8042508011088212e-05,27.692307702604015,0.57054485846761294,true,2,1385670,false,false,same target-free control family across several p
11,5,true,5.8439653934979313e-06,15,true,0,5.8237938376981457e-05,32.470588220416303,0.53408248593025798,true,2,881790,false,false,same target-free control family across several p
