modulus,element_relabel_sha256,clone_add_table_sha256,clone_mul_table_sha256,source_row_sha256,matched_clone_row_sha256,transport_certificate_sha256,semiring_transport_exact,graph_transport_exact,exact_equal
106,a172c26eecdbc81c03c33aa835b4a22f98741631c0e1943e4dc7253fbf49e7f6,896b46e05621bb5db38df28f83ff553ce65a1a5ccc54c96a8d968677e43f278b,7468e652809217c67d620fcc88695f4aa80d33bdbe52634790084688f3547bcb,7910a79c3b6f898ee2a52c26bb631077f6ecb324b29e896f9fe96acad4ce6043,7910a79c3b6f898ee2a52c26bb631077f6ecb324b29e896f9fe96acad4ce6043,ee211479da8f121842436b387b4714fa59df406b763b99bd8648eb89b722de7b,1,1,1
107,41b7da07141e23cc77f6e2e599dac410a987cb42e197000f168611de9ca5e8b6,6077bf805a02e43740fd23cf15b75e83317eafc238a87bb7daf235d8f4b7ec81,05488664d0d08c36ca27cdc9b7eab5132ea72cf5398265d3774ec0569c8702c0,5962a704a98fb27719f2e83ae3f0760d4bfbd2f4b00a33aef17331cb8883611a,5962a704a98fb27719f2e83ae3f0760d4bfbd2f4b00a33aef17331cb8883611a,ed7583d4eaff02c242a71992e987bee93d21c5e9ad26c5885a3049b41337b1f9,1,1,1
108,4f13002087495fbdb79d42c5e8ff757efb4a49f63e4b958807a992bda16f67e2,1bbc432c67bb0e3a31097dea036ea38ce91e6d9a52e3138a7498ef19d6cc3c95,0296e57bc68eeffc347f3d69fc8d98dea94dbd3b1cbc915c37f635263ee2e67b,8b41734e07597d24cf37a27e5298d16483376f5429a8ff9c3c6a746bc7bd1944,8b41734e07597d24cf37a27e5298d16483376f5429a8ff9c3c6a746bc7bd1944,88258c914038063a1ce5270701fd38ab13c6783bdc14061bad9a813cb5b5ce94,1,1,1
109,565ffb6d8c2fadc280136218e46988289f3a757dc2f7c44a7cc13f5abcf83d07,a0b3f0739e2e49b1caea9fa30617ba86c8bbf9c5ebfb567ddb0e99c5d189e920,fcef7f57adcd986bf7cceb7fcdc03588a5d22efebfd139c3157861aa7d874c55,5dc3f7611ac87d5e15c4925d3f35caba0d20d9226f26ea655b1332a133faf234,5dc3f7611ac87d5e15c4925d3f35caba0d20d9226f26ea655b1332a133faf234,f0bb4656d42c8dbc2f02888404aad6d3e54dd7f3566d51c22feae8f306ae062b,1,1,1
110,0b8c00c41b5e13f825bc80511da836b4285a64482f08d8958f31c2bd63b91015,c9b33147ae0d28f85d1d7aa5df232ddcb9e1d2866f847e22322266d2e4496ebb,fef57ebbea294080c94fb6f53a6ec3eaf4c458355d675123b1e6fcf7daec96cc,fbc3a3939f2934490c19987e177cf8d630d9ac66be605138e11076524ae07f02,fbc3a3939f2934490c19987e177cf8d630d9ac66be605138e11076524ae07f02,d9d8563d9cbffbb742f1047fe1353cf894ad247143290a53df1460dff1e525bf,1,1,1
111,4494c6d65aa5239dfe77c8633af68684ac40e6fe3921a021c17811504d6dae70,42d6488b91e00e3bfb34ca177efbf40db7a5fef7a14be3c2b906b3f7aab1b2aa,d23a54085397e985cfe6a3c33c6b03e196b0b8ec9e8bf810fb2d0c738fc23eea,2a646d00c3216c782c8b0bda3747092db87afc33ee44c36dafd05264e0a6c0bd,2a646d00c3216c782c8b0bda3747092db87afc33ee44c36dafd05264e0a6c0bd,8cb9dbf9dd70822724c60b9d1bde869e2609650dd59d8a18c3414fd918ab153e,1,1,1
112,30ac87ddfc2a72e1a69f49bb55c10301b233a5b85339bd8e040a85139c3c6a28,5e697db6b1827ffa61a8d9523a9856491be6e464a5b0b7d3d98ee9e75c3f9083,41011f7b827a13157b16b48babac7b9478cb0f6a8edc2a67cd3f818f400fe702,79b7d4a5aac40d0fd3d2302dd6482c0c5a112dcc2daa06c2111da6b50793baf4,79b7d4a5aac40d0fd3d2302dd6482c0c5a112dcc2daa06c2111da6b50793baf4,91f85b2853eab520590e78003bfc547c655e0cf9b8627280b237ddf22634576c,1,1,1
113,d6c45b4fbae04ae21d3606ac11efa55cad0be134ecb1c97f3969ce73339866a1,c17b2fc3692895c87af5e3ba70f17e49437fac9b6061b5fd9b94d61afd2ee05f,536bbfcdd29c3b0eac540de4efb279abbdcac9f003f567ab19b3e4b82fab543e,3dc144002470d91ff0572f361f19627cdf625ad68abc7c895fe0dc49215b9c64,3dc144002470d91ff0572f361f19627cdf625ad68abc7c895fe0dc49215b9c64,03d8d0e39cda09133df138c7b53004040424a2010079375da7da840a818a7b32,1,1,1
114,b18a8508d5ba6392b42f0d19c7d30613a88d71a9c18e807eb7f0a794c3526e28,b1805015734f5ce6f8a6287fee7cf2594b6531936bd7fea4458e9c9a1a6a14a0,b4323cb3a21762dbc628e69af772ec46c9df508ad46e310f992f7787e7f726dc,95116475a53da45341f8576ae1ed45112c7755844dca7850b98c500f8cddf4f3,95116475a53da45341f8576ae1ed45112c7755844dca7850b98c500f8cddf4f3,66cd2de3e0561270cf2f3306765f8636b67588c4bc461c2471dc5633e439f416,1,1,1
115,8b1c0cbf4a9c7afdf60c184a7a1fddf7f514e1b4056c2f985992d35e9a95d0d4,29282e66e936beaf9e8d9da3a40fe657490fd2103e299cc2c6eea95df745a997,286bd4f32f539c5c5c6472548776c8b6cac40989300804d22a737bd46728af59,fce4acd361d118d67fa2f6bb3bbbacb3c2eb93624ca9d50b343751e5defc19a2,fce4acd361d118d67fa2f6bb3bbbacb3c2eb93624ca9d50b343751e5defc19a2,3c684c68cadc2a7e2f3189ddfd2b681541b1bf1311bdceaac6df29d4b0178298,1,1,1
116,22c4092c7183ba366684a621e98f43976f082b98d614f3514453a25bcf4de637,b5c52b3e8064b22ae08669fa09662e8923e9391c6fc361bbbb35b25333d9f7ba,0a4769aebaf783dd0ae1ff8bea8089d9a07789249784807617700e9212acdf26,b5a1a80b604f927471b9e878fbe7ce2ca9f737df612526e0319edf63cfbefa13,b5a1a80b604f927471b9e878fbe7ce2ca9f737df612526e0319edf63cfbefa13,4119417e0514f0f6dd18d0ad32c6faa3a7cd01db26fce73d1eb08b187812d78a,1,1,1
117,2f267b51a46d7693f1dc6703e621d585ddd59fcb553fab0ff4e640ca93dc645e,84cf8a5079bb61aaa8d3fc9e411dcaa5c52da391d921ab45306465c9f26b48d6,5c2af1b2c7fef72101cdcb43bda50bac23a2415bb9ad28dcfdb6064a002ef48c,55e223cb8603149a0addad5de298b4ffb4da19b9943e7ae0732e8d9f71742c1d,55e223cb8603149a0addad5de298b4ffb4da19b9943e7ae0732e8d9f71742c1d,8689f14c970f49cc8e353cf1e56237000ead2b3279429c4f0d690f621c6aac39,1,1,1
118,674e58bda9ecfedecf7371ad270ac1b5f1e0b53a1acc34a51c1a17a5c2b9ee91,6cae2e50331ad3f22f66eedc4c8cab8c62b4e117d12fc91755e93a51cc998ec2,0f77f58fa56216d55910dbd327e527a4001de0b529dec27a9fe1264d6acca20c,76a5cd60995d2f06d9089c695e39579a7aeb3b6a7412ce43d857aa7059b9899c,76a5cd60995d2f06d9089c695e39579a7aeb3b6a7412ce43d857aa7059b9899c,ad4859f2ec1c7cec1951e4ca0c67e1442126ac5161e1f7f057cf7c235064ec5c,1,1,1
119,43c36b47b16186e48f79f9fa7bd73156f4f41cc5a1d0e5a70c3efd0d6ebdde90,b28171dac30c93a4459c8e4596a06caf04f5d5cf05824dddc12e711d68a1efcb,155d017038b36ff0a385c0e5417559597c277573b4041a54184992280438a511,d1237b6243cfac63441249d7cff0907e92ea4e6b6992c79cb04b817f9657fec3,d1237b6243cfac63441249d7cff0907e92ea4e6b6992c79cb04b817f9657fec3,1e9b795dc8549c2d53255d8f35b815cee1c6eacf32ee9d8ce65d1fd1b677783c,1,1,1
120,8be38bb68c141cac25c987dc0352ac20f25f0cea83113094e8f065e979c18e5d,e4514ce62713162bfb8b2cc863a7e1518523a27630ae2992e59964b92dee08f1,98c9e460c8d866f958214419aa2d25518401666a291f4aeb33181a7a012c5dbe,4745374fc7fcb412f0a286bb52550e1733253d7f7d7979d50ea7240957642bac,4745374fc7fcb412f0a286bb52550e1733253d7f7d7979d50ea7240957642bac,7f48ca22bf3cf22bc5c513855643e8e9d359de9a5c87aa32960a50ccbbcdacff,1,1,1
121,0e2b098a672f17e74b0fd393da339f327f093d01ff4047648b831a7cbf85bfa9,fefb331e385cb4ace119598183eb9ce5efdc51be2a962068c7f8fcc2a7da5c22,6fa2002942f6987e732271437d8efebe8dc2e27264f22d3334b12dccdb5f7cbb,9a063b9067fea513e11d0a41b7a4adbf761e5d9c901ca5733c513feb168f3d96,9a063b9067fea513e11d0a41b7a4adbf761e5d9c901ca5733c513feb168f3d96,0681e757b631223e172259579ee4fdc736d80c850baabbb4616df1b5dc41aac0,1,1,1
122,16e9f3c2a0484ee746f4a8e6f87c543970d61d1517db23d1622842d5c7cebb1b,58c3666b16c6b2d62990abf10bf93830246f37e444731e8a36d9e3b77ce41771,11a36ebf99b131883fe95dc26189a5de52610938e21f4871b1f3336c629ef7ea,f29a2159dbd322e7bae745b9e84874b467c751232ecd4c573916b9a4123a50ba,f29a2159dbd322e7bae745b9e84874b467c751232ecd4c573916b9a4123a50ba,8c0d9a0698f826247f202215a572c3a79824623c7db05a56257219003c49c264,1,1,1
123,72a5372f106f78759fdfa96ebefd3dad17da923fb95e1160d9b898bf109f9284,a1a144e786518a77dd85e125708f521975fb036e81b3e1f9554fccf96df314f9,c8bcbb223c0be7ef51878891516301297aba8a076813acf5f98f919b12cbac17,222d7fc88ea438a0d85c6260a3f7db7ce4be6a078d276ea948f13f56e64277e2,222d7fc88ea438a0d85c6260a3f7db7ce4be6a078d276ea948f13f56e64277e2,cd09d383a5ae7488d3c04c57a12ec694ed0568f9fc019ac31a9d9edda8171351,1,1,1
124,bb954284f13adba17d5a783e62ae0f343621b608ac9b75ff140c1755ad8e9658,1f5da8148ba991b5da1579ea6f3a725dfd8f7da17078760039d75d9a19bc98c3,748abf522f6548773c44bbddf348980a43da0c2107981978777ee0c7a075716c,69bf30bb362e2ca2c0752238e4ef4f9871a08988d1b89f76bcbd6af1c694a8a6,69bf30bb362e2ca2c0752238e4ef4f9871a08988d1b89f76bcbd6af1c694a8a6,93ceb1eb87739db18b1bd5aa11dc758b0bad58eed3d481d476ff59986c480670,1,1,1
125,bc36c33b1e6d387ded79bb04f964ae4e227e2e5cb83bf7eb2cf47a740b4a9c5b,7415d7aa999e732f58b4c16af936a2c8b9c60e9894007d7e962a213fc18c4c4e,b826477d48f62a8125fc2f1fd26c88891b2069e5907b2d628590c4c2e817fe1f,c632a67c7d54087a12b0667390ccca47a6670627b8efbe0f638beb26d08dae77,c632a67c7d54087a12b0667390ccca47a6670627b8efbe0f638beb26d08dae77,86d0b7d15bb04a92e6098627f1932b3d5a03f61da064b3c548c264a9b69ad517,1,1,1
126,6226ef9a96cc1b15a9d425ba2c8c7dca8d4f3568b6743cfcd3f0a6aa9229751e,7aca746dd45212b02a47b10f28df1cd512552ae37a407ba4ad9853686e8fa9ef,58c46800128a13cfbca5b2301f65aa3bf1db8b85e1e68af3e1e09a79ed9e0c8f,44a52402187b6a526721c17e5dde3038641365c67216b26f052b4cc0a30d1ffb,44a52402187b6a526721c17e5dde3038641365c67216b26f052b4cc0a30d1ffb,523dceabd0f0b2c62c91ced3fad31ec292e8211566d838548afb22fb336baf02,1,1,1
127,3edbf8a015e5e08df522b5e95c6532641ebdbd6e59590c103b1e43562361a40c,34b6922c0d8b09e82048ccd0dd9a187d47efa583bb11d0b6d44aecd18fff0330,3111e2bcdd9e01144fc524e03e303f2bc8f07dbea518e44927b91c3751cde764,c82d6a6f98b921519cf074f83f6197cbee892ea1b19fd04a156c8fe6e5584cfd,c82d6a6f98b921519cf074f83f6197cbee892ea1b19fd04a156c8fe6e5584cfd,1638fe547decd946190babf75e555140a88c434547c8721410a9412560b9cddd,1,1,1
128,dda4262a400805c2491aafd0b5e11a6198be1cf045fc2d97908981f04b99ca82,5fecd5c5d2d323e563ad80d710aa84e169a2590e5034fb485dfcdd35317d5682,fd009a47ff923ded8ce423deefff44fe75a4fee9d95c5ecccac01126529e61b6,daf389b79148b9b87fb862be43e13fc2a059f85c2fa61511b88c085975972f1f,daf389b79148b9b87fb862be43e13fc2a059f85c2fa61511b88c085975972f1f,ba26b85c8cda5b85ee96d5397dcc5bfa9aef573570d704b6752090961cdd0744,1,1,1
129,c0fda91a5b8b36263917cf5bfa18079b1b824e90c6f16642feaebc8125bbd9aa,a4c81c7fdd45bdc364fb916c6cfae7d421112c8718d5ea972635227ec1c282a6,57e007a14f6592d14b6671a493cba8d861b8f5aec94c5ee81f74da6f7995b8a7,67f131874d26a9c13a0a4aa2d9bda30e9e36a1c7def4a1da4dfbcc230cfd331f,67f131874d26a9c13a0a4aa2d9bda30e9e36a1c7def4a1da4dfbcc230cfd331f,f13deb6f5c5c47c61b29490e51969639720af1ccfec7612baab0557ef04326e7,1,1,1
130,b9773aa254c4fda7fd4a429562cd0f727135bd69ed4dd1746332cd5d926a578b,cd77358a05f39d6e4ef76fe0955689567fe1762fa516c1e36b2ddd2f333f3877,25a287e7a433e7aa1792495c5130aad4246367b113cf393d7709a3f4199ea019,3aa0007a21b26c779835d45de0721a948bbc00e8839263e156838723f8eb7d97,3aa0007a21b26c779835d45de0721a948bbc00e8839263e156838723f8eb7d97,2aec9a05c44367af55d364f8633cce632b957820a42625dbd45086c24e64c015,1,1,1
131,1a839023c81a9258890d74d82a997d8640d688d09f263444de71bdf72bc9a03d,332019fbeb21858d9fbe09deb5fbb23c9aa72b6bd31b7692a37a848aab4dad8d,efc78537153e3ce80778062862612abf53e516fc02a907264551cdee6f685fb5,a9a01eb9fdfe6890ec67277f5477e7e605edf440bacbdc56014d6fe75b44dabe,a9a01eb9fdfe6890ec67277f5477e7e605edf440bacbdc56014d6fe75b44dabe,3354e8bb62c4f26fc52cc5d8dd81c7a9f568937091d3f475fb9bec1c892611d4,1,1,1
132,f7bbe0346e68c0438881ad38a89eb6796e6ab07afbe24d0cc9d64d812e88ba22,5daba8de8552524fb3b4be05926cdcbab1b935e087339cfdf8bc22eef210a3df,b28f51ebd7b77a027fb7b10ae362364f1f937aa26ba11f0c34d8448c19437a3b,e4397f3bd2cea25201e1682721368068134273e262deab127a0cb6c2e236ff2b,e4397f3bd2cea25201e1682721368068134273e262deab127a0cb6c2e236ff2b,affbf39f2dcedb390b7709601e2190db946958e8957e1326982528be08649fb4,1,1,1
133,24a07cbc8342652db458ef6f5ba42a3c9a5680409ab1abfd4b8103583106eb14,6b36e4d0edbddda067873226eef762b3408c68a0cd3fe9b978e6f75f8919d5b1,bb8ea6a780193a66c21f78e0b44dc8e67b6808cfab2dd64c9683c4adf1bdd433,d04ff99e1c1d49a5333ffb909f1da7082c75e3669a00060d7e1cc89676c63fbc,d04ff99e1c1d49a5333ffb909f1da7082c75e3669a00060d7e1cc89676c63fbc,f2ef9a2161347cbb0aca38885df02417af72d5f1813eb0c79d375f7aee3a53ec,1,1,1
134,e329b12d9720e2dae3b20a9b24497dd590a36a652311a3b794b9f684fb237efe,4c11d08354abd8a0ebbbbd7ad1dbdefa0e96893f411d895f5b9dfe0ee01bee07,9d0066d5e413314e1bbf4ad7fe2568e5eaf7f96f21910986d6d417c3a076b7fe,c14a301763c49baacf43e29e444ac0bc01e26554dc58da13865af07bec6176ff,c14a301763c49baacf43e29e444ac0bc01e26554dc58da13865af07bec6176ff,c2519959514133228962198ab61571a068edb0799927370476f938cce2532dad,1,1,1
135,05981742460d685d1d41789d51f2bbd29ad5f1b9160c84a293e53f0de4a82048,4417271b0902cb19f6a16fdd0f0d1898755995085948e2c4f380a3657df54935,8932ec8e6d4a27dec50f1cb6636972640f32786838bea881f0906ac7af14e403,fa49f4ce3a26d3914d932e3fbd765b9d4a0a8b586d0949317458ac1f19d82476,fa49f4ce3a26d3914d932e3fbd765b9d4a0a8b586d0949317458ac1f19d82476,d59a88eb418fe51197e6f459f9c5ad0e84ff53e9f493b3f239f1c6156cd5e833,1,1,1
136,a503a1bd541be9cf4c7066f4eae722a66436a1b652d311a345c4c00cfec4f13a,d23e837f06e1acda331f7b60cb814e833455dc9b534ce381870622877e2d327c,23a6c3b3b7a2b6d3555b30f19307339236000bc668bfd0f6e2541d89e2100074,4e2e67692070f8ea33198d883a4f2835d90d783ab49cf91a6981cfbc8fd5c8fc,4e2e67692070f8ea33198d883a4f2835d90d783ab49cf91a6981cfbc8fd5c8fc,9970a0c051aaaf9b3c3713660f43ccf7d0c28a63250ecce27dfe9c0ade6ec6da,1,1,1
137,37d665384565f0e688005ac8bec50408551cc29e97c6c498f15721a9a26051ec,a0f9b4584c0b39e41472356bd6192b535c2251aa387d5e38014b4679526b7537,59cd4f7939f4be3a43ba112d757011219c63d49c56d8776ce6118df359d8f2b7,f291ef995c406e73cdd1dac6bd9eb0647d031495d3ad8f12533e0c45669a9df7,f291ef995c406e73cdd1dac6bd9eb0647d031495d3ad8f12533e0c45669a9df7,ac34ef959f8791e8bf010fb58e3dec6c5456ec41445bc6c391080185cf49cd15,1,1,1
138,b504a412139c1a11321ba6f707f27a8a4bdecf66f904e9cba780864bbcf5d8e7,f337b36df18fd7797166e33677255420cf53df12da1744b187fc0264d39268da,fec1c369ef13a70a4698b639de43e532992ae322ca702413e3b691d6e2165ee6,b999b26fd4a99cd75994a1931c799a03278f1b7ce24fb6f7b5f71a384852b5f1,b999b26fd4a99cd75994a1931c799a03278f1b7ce24fb6f7b5f71a384852b5f1,8751dc64f49da50c471d71cae9f437c4960294e98d12630535b0cbbdd1259e44,1,1,1
139,b68bc9e12ec651cf8aaf437c45a838c48f6370d0c29b82bcb7a3eeb2c14865ca,19952f0db6cd25d944656b56de69f1624a07032cf64b7bfad3fcec87e651f489,960472aca6384e2efb60e45d3cef9321bd1175e610a0f93dbc47a05ccd6ec9ce,d7ee7b8a32a5bdac278840502905da88a55fec0b0c6a7998133d737a8183808b,d7ee7b8a32a5bdac278840502905da88a55fec0b0c6a7998133d737a8183808b,8b9c90ccb6d786a4d1e60e3dda76289793f49e4810c488bc3aca8d49ed02365a,1,1,1
140,e3bfcf4434fee52f7f5024eec8f777d2dd51b5cd631600f679fd1357d518058e,2975fb7512cad561f08a25b0bb2923cca4cae3d13cd33bdb8fbfaad4ab847559,547242401218a61e4e7b6e6aa15d338908b130620b519062ac27b02da12f7d14,6ee2d0fd7fe4240f4c7084f1d6a2c0db3ac0d678abb8b86f1af7fa71770a41f5,6ee2d0fd7fe4240f4c7084f1d6a2c0db3ac0d678abb8b86f1af7fa71770a41f5,44bad8a4c6338d4aa433a353eb5101230200882e440e42337bbef00f506ed1ee,1,1,1
141,d42160c2588be48da4f4bfc4d19bdd0ce11fe625ec574858974e20409c9d4a35,790f9545b9ef381d1a68d8207fa1e84baa55813db869985f3f9e1944ad48ec28,ff5fc61e1e46bafa7c5775aec4a19023bbb0a1030ceb196566f81e6b1cbafa59,90cb68d126d1715ebe31d601017c15b0e9ec651536650cb3e141cc55a4c4b8ce,90cb68d126d1715ebe31d601017c15b0e9ec651536650cb3e141cc55a4c4b8ce,d90b9b7e3f856496a1982b98278223133b129d176b758a6c145ace375cfbf457,1,1,1
142,2612f9a3c211b35ed7e6e41d0b11286f7d74f707ba6293435c08cbd68ac375d8,914936c1c5047834dd033791b9cf8f87b63c5f3394fe8ba60d3728f36b337c61,592e00ba1e3c2f6d1300bfb785db3c37ecb10688781cd0e50f7fbdac292c6583,ec424b136a488b760bde67cfa4be7572bfa2fa545d4ac3667029457946296b39,ec424b136a488b760bde67cfa4be7572bfa2fa545d4ac3667029457946296b39,df2155db1fe892b7ab47c9e9207b86c22b8c4e1907c8adce8c39b3e5d2ab996d,1,1,1
143,bbd05756e805a742845c8307ce478d1e23964b4699bbbaed4cc336ec2a5609fd,b43d0cd7579d468303679c54deae0cfb0052271f5a3eb0d22502a7fd6a46a48c,408eeeff2942a2e738898a0e695ca825107abd51f156bf3882f77bc640c47894,81e60c28f7bec4629daaa052ecaa3535cc4f4c7458d95f7ac5c1bf7f10ad1f61,81e60c28f7bec4629daaa052ecaa3535cc4f4c7458d95f7ac5c1bf7f10ad1f61,eb9ef6b542a936916422927f871fc09104a803c1b99a9a511ee3fae3fd2f94b5,1,1,1
144,3c35d976ac077c53eeba44179ba20b628ebf0fa9b50361f4b596c5bc4d5cc77a,7f75cf219d796c2e03ca27ed939f2780baf555b1e61efc2c91dfd0ec3959b1f0,f1874acb478789a2dd855a50a71121b0900b031b1304dc4942de0d7c6b134621,def0bede7cf7e670cea3c3129eff3d7acace5e5e2e2f60a9d871db6bf780841f,def0bede7cf7e670cea3c3129eff3d7acace5e5e2e2f60a9d871db6bf780841f,b2b2a3c4e06c5cee44a369e0e04943a24325b6ad5156a59e450c063b28ef56b4,1,1,1
145,a575f8d1d2610858791af3fe0746602039fb7eb2bacd4056d28bfec9cff18c0f,dfadc49f36d73e682e560f5c7ee82a64bc1d3db82d415d15ddf499a7c7849ffb,7578596fbd58e1c13130ee7e93d368c7e18b3b6a27bf3a5bd11fcd211544f374,c946d5c5000689d48cd8edfce226bc8b085f391c6e9658cbc3c8055dc084ee42,c946d5c5000689d48cd8edfce226bc8b085f391c6e9658cbc3c8055dc084ee42,4940cce737dbc628939aa46c120f9a9ceaad03f594caf2a25a3351659dff534d,1,1,1
146,9eb1fffa3decb21978996c96a7a27e0094797916d835b80d681a5a6da1a21c0b,25a5cdb45df2d6f4913b1dea8e6606c3f103edde6a757e58cd1dbe65f2c0075c,c3a33aca8e10d0137d110c17f2da305b7247718662d07880251753a341a17b98,c9068f044f6f5bf55b921836b904e9d24417771d66473c9324821057186ea928,c9068f044f6f5bf55b921836b904e9d24417771d66473c9324821057186ea928,188ea78c787dc912cf849e365fa7d18f6072f7e755ec8cc054eed92982984196,1,1,1
147,53c611a9faa54c216564323083c50973bf3ce6716bda8c5d426c9d1fcbe94bb6,15616ae157a1848f827787ffe2728ae9f8a19913973f6cb3bb4ac07b84cb6d36,732cb0eb390b3bb940cfd2ebe74ff988fcf26a8e4974e93a39fafedbd0d33d31,8e115134fb9c8f752c2fb829185c42f0160370f7219c01f7ed21ee0ef6e7fbaa,8e115134fb9c8f752c2fb829185c42f0160370f7219c01f7ed21ee0ef6e7fbaa,1b786d6d1eab16380098c3e7c7100e72c04c06c701e25dc6c2f179c91c714a0d,1,1,1
148,6d37b7f46f699e741f4134fbbf10ea172c7a1a33cc9122fbfe60d3a2ac3d0fd9,7b0a1d8008854d1c237e2909cc5d91e90672563959faf3f14fbc77174f0484ca,e420d518380527847b9317027122e7871f3ca761dc305de83c441c5f27c10252,cd0527da54e09332341b8f7d1810dbb556fb0e616dd3b50b0c590b5b2485b705,cd0527da54e09332341b8f7d1810dbb556fb0e616dd3b50b0c590b5b2485b705,184db7ace4636c15633b7bf46d829741d2496874daea2248c1068b55d91c07bf,1,1,1
149,06fb16e1c4912fcab340370e345e1890eeff7e63fa4857399545c234ef3395b9,91d96d10a8200e0d74b1df9d55825b9e37d6ca2b733de24240a22d3caff1a4f4,3a64a6f55691211fcf24c46c93dabb6cd9c57eab739879f39fc38046efd8dc9f,d555370dda8d32bbab1a2a53d8098188b1095f3fd4c656ca961286801577d4d7,d555370dda8d32bbab1a2a53d8098188b1095f3fd4c656ca961286801577d4d7,b8fd52b6e8ddfc80802d289aaf402c6489a64b81ae2b64c3ebcd36a34d04af50,1,1,1
150,78de403d02a05e78666a7dc88c4ddb80efa9e55e91db017746a3b66d5df97690,958d0d297d61394fdc129a106b1092f3cf172edcf04369e3a85b07d56998c198,721bcb5f068a07fc2f7a53afbd0b44027de597dec609c85598f95435db1d53c8,734ada2236d65bc0d9dc878083c733ebc65b3267fc0599ad9c88f57879293174,734ada2236d65bc0d9dc878083c733ebc65b3267fc0599ad9c88f57879293174,dde8c8c5c61b6b8a92ab6e19b40e64744a73d11feec752fec58414957f07cbcd,1,1,1
151,897b5f3729daa9a10eabf10b9e5151495b0f54c8a2c6d605ec8798e905a04b3a,8a6732b03076bcf842ec8ff8b3c7c29639979fda05ea1a786acebbf65cd0c262,11631a4991d031d60569f26155503bdbed1c5810531ca6aea6e5d6eb38b82277,d0e14707a9180c0cda1a03efeffdeaf7f6ba5782a8db235b687475b754572657,d0e14707a9180c0cda1a03efeffdeaf7f6ba5782a8db235b687475b754572657,6de90a96984aa408d74d692064d17e504913788d8ab37211dc1daea6406bd67c,1,1,1
152,0f729b6c6ec37ef7a01a01db24ff11da738b5dcc7ca702d7ee2f9cc5a12fe240,453b8b20f02de80f482a7e18ddba77a6ce5106422b83d467699e11f741417036,3b7090212179767ae7516d2ee001f57a9a25aceb4bbf8ce5e7e64148ce663b51,0ae0579a988339d24eebf1ff5b333281d30700b127bd83fd62bafd6f8c2a1050,0ae0579a988339d24eebf1ff5b333281d30700b127bd83fd62bafd6f8c2a1050,dfb037d4449bc3f31c212d07d0b2a8b72c08002cc57763ddd936d49486a21cb1,1,1,1
153,7cf81c2574bb9b804b663f226feb20792733a43531f44361a79e371b0032c777,064266bdd9704ec18336ebeca17b5c409923dff58f602be5ad2376d09621b1b4,0b20904980f323bfe181e0b0d03e00667fa3f07cd966988eab1d4d3c08f141f9,ec0d8c6469d477b4249397e5a0d9c436a1c30901914cd861253afcf49919a1d1,ec0d8c6469d477b4249397e5a0d9c436a1c30901914cd861253afcf49919a1d1,dc510039a18be8c4f68ce5acbadda814bb388e80c0c23de30b4cffd2f231e351,1,1,1
154,73a620ef550e5f38941548d4c780c3fc30baa39f36622a689719c35a79a5730d,34d39d22e812325ac436788d086855f61af4d1a04669ddfc7fa41e48b8b02208,7e87917fe8f81b7b52b3f6fba9670d6c6190a2fcf1d0789a59ba025a879b5771,7e6639d31453d985c86d0f916039588b517d29c589be89794c24e12f160aa673,7e6639d31453d985c86d0f916039588b517d29c589be89794c24e12f160aa673,5886ab937f2760f5b5e1dfe17025bea2f23244a60c92ed54a60c433cb6c3a503,1,1,1
155,6896f043e41b62d146bbc27df700da9d90d1328dec8ed19722d6676e48abd696,eff031f245c2d67463cb4ac75c75ab29c75b90cdd9fb945e9c5d78f81f3f0c11,071bf2f5fc11a1d6bf5c05306638ca08199ade729b4099453ca413c1cc089b96,d18e824136758596001a7410a5035752be400f9d10afa3b382efe24609bd9c03,d18e824136758596001a7410a5035752be400f9d10afa3b382efe24609bd9c03,a78102baf570d30e63098e54746593e942b344fe0c87f1cf936d1fdc054ac650,1,1,1
156,32ae63d6f437f859be12c07bf4ad52966882b8bf32dd8fdcf6fdb50e33c305a3,63c2b8561463df4c16a77a88149e49beb2e2b5c2f207af2a72ac324708b37e47,768f3c384bbaf4e8848a27f54c92252b9b19c31e5c1a24ba0c18ed78a214ffbc,5ca39707273bdd6e1c09519ec7ef4cb2adf218c08264ed51266e599ee738c106,5ca39707273bdd6e1c09519ec7ef4cb2adf218c08264ed51266e599ee738c106,de045fb774189fd7d358d0cb7707ade308416ddc4bba40c76d0bc177c0ad451f,1,1,1
157,c6a598e1aebbefbaeac0f2c382a6e7ceefd8671b17acbd2b1a4cf00560bb0809,416d80d38f1aa9f30b434eecf9306d5c6fa28536b62c45a10dea10e0e242e361,05706743c06b7cfaf2efec32579116092dc035fc53be75fb110ff9f910c6f44e,316049f97ef829be1705ca750f53440afe272ce45c14934171db84a032291bbd,316049f97ef829be1705ca750f53440afe272ce45c14934171db84a032291bbd,2787830670a0bd3175833fd77e97e2fb84c2678d77c5b065db4e491581852aa7,1,1,1
