case_id,length,cyclic_signs,minimal_symbolic_period,iterations,fixed_point_increment,cyclic_residual,open_cyclic_value_error,matching_determinant_real,matching_determinant_imag,det_i_minus_m_real,det_i_minus_m_imag,open_theta_real,open_theta_imag,determinant_identity_error,cyclic_jacobian_determinant_real,cyclic_jacobian_determinant_imag,hill_identity_error,float64_hill_identity_error,projective_fixed_slope_error,projective_multiplier_relative_error,orientation_prediction,orientation_observed,orientation_ok
C8:---+--+-,8,---+--+-,8,21,4.707345624410664e-14,8.149037000748649e-14,1.4488410471358293e-14,0.9711198336492743,-0.0,-1000639.4990959167,0.0,1030397.5517989901,-0.0,2.226682311641782e-98,1000639.499095518,0.0,2.292897811474051e-92,3.9872247725725174e-07,7.494005416219807e-16,0.0,-1,-1,True
C8:---+--++,8,---+--++,8,19,3.774758283725532e-14,6.622480341889059e-14,1.3988810110276972e-14,1.0412508919500307,-0.0,595716.31416893,0.0,-572116.0181207847,0.0,1.7486278352379704e-97,-595716.3141671709,0.0,1.0003056966489539e-91,1.759151928126812e-06,1.6653345369377348e-16,0.0,1,1,True
C8:---++---,8,---++---,8,21,9.64783808399261e-14,1.7974510768681284e-13,2.55351295663786e-14,0.9801587229259539,-0.0,-1652590.5303573608,0.0,1686043.7923981757,0.0,3.678990665689823e-99,1652590.530353796,0.0,6.202284834696224e-93,3.564869984984398e-06,3.608224830031759e-16,1.4088811329923492e-16,-1,-1,True
C8:---++--+,8,---++--+,8,19,3.774758283725532e-14,6.622480341889059e-14,1.0602629885170245e-14,1.0309451535954013,-0.0,595716.3141670227,0.0,-577835.1176972198,0.0,1.4628809874174017e-97,-595716.3141671709,0.0,8.453234826032233e-92,1.4819670468568802e-07,4.440892098500626e-16,1.954213942131229e-16,1,1,True
C8:--+-----,8,--+-----,8,22,2.786659791809143e-14,5.551115123125783e-14,8.992806499463768e-15,0.9791859908899024,-0.0,2793062.378265381,0.0,-2852432.9435241907,0.0,4.0642488532639044e-97,-2793062.3782518078,0.0,1.1592879349721334e-90,1.3573095202445984e-05,1.3877787807814457e-16,1.6672080952265662e-16,1,1,True
C8:--+----+,8,--+----+,8,21,4.707345624410664e-14,8.149037000748649e-14,1.6209256159527285e-14,1.0349770456340583,-0.0,-1000639.4990959167,0.0,966822.8907264901,-0.0,2.551719351037679e-98,1000639.4990955183,0.0,2.468179774193727e-92,3.9848964661359787e-07,4.163336342344337e-16,2.326813787600837e-16,-1,-1,True
C8:--+---+-,8,--+---+-,4,3,0.0,2.220446049250313e-16,1.3433698597964394e-14,0.9690534614765385,-0.0,-1090562.7311553955,0.0,1125389.6451529472,-0.0,1.6004680946430055e-97,1090562.7311452967,0.0,1.8010596203555075e-91,1.0098796337842941e-05,4.718447854656915e-16,2.1349548266571e-16,-1,-1,True
C8:--+---++,8,--+---++,8,19,3.774758283725532e-14,6.622480341889059e-14,8.659739592076221e-15,1.0463252603013993,-0.0,595716.31416893,0.0,-569341.4244778575,0.0,1.0931245663375857e-97,-595716.3141671711,0.0,6.222509676548495e-92,1.7589190974831581e-06,4.163336342344337e-16,1.954213942131229e-16,1,1,True
C8:--+--+--,8,--+--+--,8,21,4.707345624410664e-14,8.149037000748649e-14,3.019806626980426e-14,0.9778289222351282,-0.0,-1000639.4990959167,0.0,1023327.7788593506,0.0,1.383086180163508e-97,1000639.4990955179,0.0,1.4152894887288703e-91,3.988388925790787e-07,7.216449660063518e-16,0.0,-1,-1,True
C8:--+--++-,8,--+--++-,8,19,3.774758283725532e-14,6.622480341889059e-14,1.837419105754634e-14,0.9715465530907216,-0.0,595716.3141670227,0.0,-613162.912546017,0.0,1.6983363900215503e-97,-595716.3141671706,0.0,1.0414295417485701e-91,1.4784745872020721e-07,6.106226635438361e-16,1.9542139421312298e-16,1,1,True
C8:--++----,8,--++----,8,21,9.64783808399261e-14,1.7974510768681284e-13,2.864375403532904e-14,0.9793769111473152,-0.0,-1652590.5303573608,0.0,1687389.7184467886,0.0,2.8288937934236306e-97,1652590.5303537955,0.0,4.7735121180658405e-91,3.5653356462717056e-06,3.608224830031759e-16,4.226643398977046e-16,-1,-1,True
C8:--++---+,8,--++---+,8,19,3.774758283725532e-14,6.622480341889059e-14,1.8762769116165146e-14,1.034118748845081,-0.0,595716.3141670227,0.0,-576061.8060860914,0.0,1.3034342463335243e-97,-595716.3141671707,0.0,7.508659804709535e-92,1.4796387404203415e-07,3.885780586188048e-16,0.0,1,1,True
C8:--++--+-,8,--++--+-,8,19,3.774758283725532e-14,6.622480341889059e-14,1.226796442210798e-14,0.9695167372701684,-0.0,595716.31416893,0.0,-614446.6529216608,0.0,6.276429512378792e-98,-595716.3141671711,0.0,3.8547050433993684e-92,1.7589190974831581e-06,4.718447854656915e-16,1.9542139421312298e-16,1,1,True
C8:--++--++,8,--++--++,4,2,0.0,1.1102230246251565e-16,7.66053886991358e-15,1.0451987122731383,-0.0,-334080.0,0.0,319632.9999999998,-0.0,6.507884459113453e-98,334079.99999999977,0.0,2.0801624379168376e-92,2.3283064365386963e-10,1.942890293094024e-16,6.969266337484686e-16,-1,-1,True
C8:-+------,8,-+------,8,22,2.786659791809143e-14,5.551115123125783e-14,2.3314683517128287e-15,0.9713159786002633,-0.0,2793062.378265381,0.0,-2875544.5599451847,0.0,1.0763155080145408e-96,-2793062.378251808,0.0,3.094940132513416e-90,1.3572629541158676e-05,2.220446049250313e-16,1.667208095226566e-16,1,1,True
C8:-+----+-,8,-+----+-,8,21,4.707345624410664e-14,8.149037000748649e-14,1.4988010832439613e-14,0.9527170899919091,-0.0,-1000639.4990997314,0.0,1050300.7761769842,-0.0,2.5765793267980684e-97,1000639.4990955177,0.0,2.706158746655441e-91,4.2137689888477325e-06,2.7755575615628914e-17,1.1634068938004184e-16,-1,-1,True
C8:-+---+--,8,-+---+--,4,3,0.0,2.220446049250313e-16,1.3433698597964394e-14,0.9690534614765385,-0.0,-1090562.731147766,0.0,1125389.6451529474,0.0,3.081351133473103e-97,1090562.731145297,0.0,3.46773640262593e-91,2.4691689759492874e-06,6.938893903907228e-16,2.1349548266571009e-16,-1,-1,True
C8:-+---++-,8,-+---++-,8,19,3.774758283725532e-14,6.622480341889059e-14,1.3655743202889425e-14,0.9576585525335238,-0.0,595716.3141670227,0.0,-622055.0242998436,0.0,2.3445528863677666e-97,-595716.3141671709,0.0,1.4583609111920385e-91,1.4819670468568802e-07,2.7755575615628914e-17,0.0,1,1,True
C8:-+--+---,8,-+--+---,8,21,4.707345624410664e-14,8.149037000748649e-14,1.4488410471358293e-14,0.9711198336492743,-0.0,-1000639.4990997314,0.0,1030397.5517989903,0.0,2.2663296867768859e-97,1000639.499095518,0.0,2.3352950725421436e-91,4.213419742882252e-06,5.551115123125783e-16,0.0,-1,-1,True
C8:-+--++--,8,-+--++--,8,19,3.774758283725532e-14,6.622480341889059e-14,1.226796442210798e-14,0.9695167372701684,-0.0,595716.31416893,0.0,-614446.6529216608,0.0,2.6274422657101296e-98,-595716.3141671706,0.0,1.61424200709787e-92,1.7595011740922928e-06,5.551115123125783e-16,0.0,1,1,True
C8:-++-----,8,-++-----,8,21,9.64783808399261e-14,1.7974510768681284e-13,2.5757174171303632e-14,0.9735579908875307,-0.0,-1652590.5303649902,0.0,1697475.184655014,0.0,3.28315984474638e-97,1652590.5303537957,0.0,5.573217346268943e-91,1.1194497346878052e-05,0.0,0.0,-1,-1,True
C8:-++---+-,8,-++---+-,8,19,3.774758283725532e-14,6.622480341889059e-14,1.3766765505351941e-14,0.9576585525335238,-0.0,595716.3141651154,0.0,-622055.0242998436,0.0,1.9354348370006673e-97,-595716.3141671707,0.0,1.2039773447834833e-91,2.055312506854534e-06,8.604228440844963e-16,0.0,1,1,True
C8:-++--+--,8,-++--+--,8,19,3.774758283725532e-14,6.622480341889059e-14,1.837419105754634e-14,0.9715465530907216,-0.0,595716.3141670227,0.0,-613162.9125460169,0.0,1.0658357423707214e-98,-595716.314167171,0.0,6.54685621440157e-93,1.4831312000751495e-07,4.996003610813204e-16,1.9542139421312298e-16,1,1,True
C8:-++--++-,8,-++--++-,4,2,0.0,1.1102230246251565e-16,3.197442310920451e-14,0.961721702933702,-0.0,-334080.0,0.0,347376.9999999452,-0.0,3.2217957091769126e-99,334079.99999999977,0.0,1.1198569840423738e-93,2.3283064365386963e-10,2.7755575615628914e-17,5.226949753113515e-16,-1,-1,True
C8:+-------,8,+-------,8,22,2.786659791809143e-14,5.551115123125783e-14,1.4099832412739488e-14,1.030371862194712,-0.0,2793062.3782348633,0.0,-2710732.387724778,0.0,1.5701789287740253e-97,-2793062.3782518073,0.0,4.2562056075777713e-91,1.694401726126671e-05,3.0531133177191805e-16,1.6672080952265662e-16,1,1,True
C8:+------+,8,+------+,8,21,9.64783808399261e-14,1.7974510768681284e-13,9.2148511043888e-15,0.9624477271059783,0.0,-1652590.5303649902,0.0,1717070.4276305803,-0.0,3.4140319010482e-97,1652590.5303537962,0.0,5.862058050648033e-91,1.1194031685590744e-05,1.1102230246251565e-16,0.0,-1,-1,True
C8:+----+--,8,+----+--,8,21,4.707345624410664e-14,8.149037000748649e-14,1.609823385706477e-14,1.0349770456340583,-0.0,-1000639.4990997314,-0.0,966822.8907264897,0.0,1.3144354999746162e-97,1000639.4990955176,0.0,1.2709440433610005e-91,4.2138854041695595e-06,5.828670879282072e-16,2.3268137876008363e-16,-1,-1,True
C8:+---+---,8,+---+---,4,3,0.0,2.220446049250313e-16,1.3988810110276972e-14,1.030942870700678,-0.0,-1090562.7311401367,-0.0,1057830.4211989127,0.0,3.2890890918386565e-97,1090562.7311452972,0.0,3.4792720531638916e-91,5.1604583859443665e-06,6.106226635438361e-16,2.1349548266571e-16,-1,-1,True
C8:+---+--+,8,+---+--+,8,19,3.774758283725532e-14,6.622480341889059e-14,8.104628079763643e-15,0.9619704274144051,0.0,595716.3141708374,0.0,-619266.7645390474,0.0,1.5091719767643338e-97,-595716.3141671706,0.0,9.34612414039913e-92,3.6668498069047928e-06,4.440892098500626e-16,0.0,1,1,True
C8:+---++--,8,+---++--,8,19,3.774758283725532e-14,6.622480341889059e-14,1.8707257964933888e-14,1.034118748845081,-0.0,595716.3141670227,0.0,-576061.806086091,0.0,1.0614066662295026e-97,-595716.3141671711,0.0,6.1138947851196356e-92,1.484295353293419e-07,6.938893903907228e-16,1.9542139421312298e-16,1,1,True
C8:+--+----,8,+--+----,8,21,4.707345624410664e-14,8.149037000748649e-14,6.772360450213455e-15,1.0305559149254788,-0.0,-1000639.4990997314,-0.0,970970.6039267704,0.0,3.73785451634086e-97,1000639.4990955176,0.0,3.629310416979067e-91,4.2138854041695595e-06,7.494005416219807e-16,0.0,-1,-1,True
C8:+--+---+,8,+--+---+,8,19,3.774758283725532e-14,6.622480341889059e-14,8.104628079763643e-15,0.9619704274144051,0.0,595716.3141670227,0.0,-619266.7645390476,0.0,1.17820569027616e-97,-595716.3141671707,0.0,7.297422567585823e-92,1.4796387404203415e-07,4.440892098500626e-16,1.954213942131229e-16,1,1,True
C8:+--++---,8,+--++---,8,19,3.774758283725532e-14,6.622480341889059e-14,1.0658141036401503e-14,1.0309451535954013,-0.0,595716.3141670227,0.0,-577835.1176972202,0.0,8.342379222121505e-98,-595716.3141671708,0.0,4.821003043007838e-92,1.4808028936386108e-07,7.216449660063518e-16,1.9542139421312305e-16,1,1,True
C8:+--++--+,8,+--++--+,4,2,0.0,1.1102230246251565e-16,7.438494264988549e-15,0.9617217029337006,0.0,-334080.0,0.0,347377.0000000121,-0.0,3.2217957091769126e-99,334079.99999999977,0.0,1.1198569840423738e-93,2.3283064365386963e-10,2.7755575615628914e-17,5.226949753113515e-16,-1,-1,True
C8:++------,8,++------,8,21,9.64783808399261e-14,1.7974510768681284e-13,2.531308496145357e-14,1.0406568477878166,-0.0,-1652590.5303649902,-0.0,1588026.3834012027,0.0,5.650786789075657e-97,1652590.5303537955,0.0,8.973537609387305e-91,1.1194730177521706e-05,1.942890293094024e-16,2.8177622659846984e-16,-1,-1,True
C8:++---+--,8,++---+--,8,19,3.774758283725532e-14,6.622480341889059e-14,8.604228440844963e-15,1.0463252603013993,-0.0,595716.3141670227,0.0,-569341.4244778575,0.0,1.0908385915550212e-97,-595716.3141671704,0.0,6.210524585080483e-92,1.4773104339838028e-07,4.996003610813204e-16,0.0,1,1,True
C8:++--+---,8,++--+---,8,19,3.774758283725532e-14,6.622480341889059e-14,1.3877787807814457e-14,1.0412508919500307,-0.0,595716.3141670227,0.0,-572116.0181207847,0.0,8.343807956360607e-99,-595716.314167171,0.0,4.779055222869796e-93,1.4831312000751495e-07,6.661338147750939e-16,3.908427884262458e-16,1,1,True
C8:++--++--,8,++--++--,4,2,0.0,1.1102230246251565e-16,7.66053886991358e-15,1.0451987122731383,-0.0,-334080.0,-0.0,319632.9999999997,0.0,6.507884459113453e-98,334079.99999999977,0.0,2.0801624379168376e-92,2.3283064365386963e-10,1.942890293094024e-16,6.969266337484686e-16,-1,-1,True
