case_id,length,cyclic_signs,minimal_symbolic_period,iterations,fixed_point_increment,cyclic_residual,open_cyclic_value_error,matching_determinant_real,matching_determinant_imag,det_i_minus_m_real,det_i_minus_m_imag,open_theta_real,open_theta_imag,determinant_identity_error,cyclic_jacobian_determinant_real,cyclic_jacobian_determinant_imag,hill_identity_error,float64_hill_identity_error,projective_fixed_slope_error,projective_multiplier_relative_error,orientation_prediction,orientation_observed,orientation_ok
C4:-+--,4,-+--,4,3,0.0,2.220446049250313e-16,7.993605777301127e-15,0.9709120472189874,-0.0,1046.3020306143662,0.0,-1077.6486228709848,0.0,2.1431013586542656e-101,-1046.3020306143703,0.0,2.926047721682624e-98,4.092726157978177e-12,3.0531133177191805e-16,4.35456175070633e-16,1,1,True
C4:-++-,4,-++-,4,2,0.0,1.1102230246251565e-16,5.6066262743570405e-15,0.9584026622296162,-0.0,-575.9999999999982,0.0,600.9999999999841,0.0,2.1431013586542656e-101,575.9999999999998,0.0,7.31511930420656e-99,1.5916157281026244e-12,1.942890293094024e-16,1.9669061940799993e-16,-1,-1,True
C4:+---,4,+---,4,3,0.0,2.220446049250313e-16,7.993605777301127e-15,1.0329200979567825,-0.0,1046.3020306143626,0.0,-1012.9554383577946,0.0,1.8573545108336968e-100,-1046.3020306143703,0.0,1.9019310190937056e-97,7.73070496506989e-12,2.498001805406602e-16,2.1772808753531655e-16,1,1,True
C4:+--+,4,+--+,4,2,0.0,1.1102230246251565e-16,5.440092820663267e-15,0.9584026622296182,0.0,-575.9999999999982,0.0,601.0000000000152,-0.0,2.1431013586542656e-101,575.9999999999998,0.0,7.31511930420656e-99,1.5916157281026244e-12,1.942890293094024e-16,1.9669061940799993e-16,-1,-1,True
C4:++--,4,++--,4,2,0.0,1.1102230246251565e-16,5.551115123125783e-15,1.0415913200723326,-0.0,-576.0000000000018,-0.0,553.0000000000002,0.0,5.714936956411375e-101,575.9999999999998,0.0,3.65755965210328e-98,2.0463630789890885e-12,1.6653345369377348e-16,1.9669061940799993e-16,-1,-1,True
C5:-----,5,-----,1,23,4.2521541843143495e-14,8.504308368628699e-14,7.882583474838611e-15,0.9803434939763543,0.0,-18706.498190986924,0.0,19081.575290628298,0.0,4.350495758068159e-99,18706.498190986527,0.0,8.309975529578652e-95,3.965396899729967e-10,1.1102230246251565e-16,0.0,-1,-1,True
C5:----+,5,----+,5,19,7.815970093361102e-14,4.696243394164412e-14,1.4377388168895777e-14,1.0307202455981554,-0.0,7608.534503306029,0.0,-7381.764873445545,0.0,1.800205141269583e-99,-7608.534503306243,0.0,1.3284256656439113e-95,2.1373125491663814e-10,2.7755575615628914e-16,2.3913510603196947e-16,1,1,True
C5:---+-,5,---+-,5,19,7.815970093361102e-14,4.696243394164412e-14,1.609823385706477e-14,0.9712718478250393,-0.0,7608.534503306495,0.0,-7833.578745583944,0.0,5.929247092276801e-100,-7608.534503306243,0.0,4.681676354692198e-96,2.519300323911011e-10,1.6653345369377348e-16,0.0,1,1,True
C5:---++,5,---++,5,21,5.950795411990839e-14,7.738254481637341e-14,1.4488410471358293e-14,1.040773610267695,-0.0,-4443.524225718342,0.0,4269.443596456825,-0.0,4.143329293398247e-100,4443.52422571848,0.0,1.8141495874432269e-96,1.382431946694851e-10,7.216449660063518e-16,0.0,-1,-1,True
C5:--+--,5,--+--,5,19,7.815970093361102e-14,4.696243394164412e-14,1.199040866595169e-14,0.9780664193387897,-0.0,7608.534503306262,0.0,-7779.159321766741,0.0,5.929247092276801e-100,-7608.534503306244,0.0,4.506113491391241e-96,1.8189894035458565e-11,2.7755575615628914e-16,1.1956755301598468e-16,1,1,True
C5:--++-,5,--++-,5,21,5.950795411990839e-14,7.738254481637341e-14,1.5487611193520934e-14,0.9714536179272572,-0.0,-4443.524225718458,0.0,4574.098180003533,0.0,1.5430329782310712e-99,4443.52422571848,0.0,6.963993577604645e-96,2.1827872842550278e-11,9.71445146547012e-16,0.0,-1,-1,True
C5:-+---,5,-+---,5,19,7.815970093361102e-14,4.696243394164412e-14,1.609823385706477e-14,0.9712718478250393,-0.0,7608.534503306262,0.0,-7833.578745583942,0.0,5.714936956411375e-100,-7608.534503306243,0.0,4.623155400258546e-96,1.9099388737231493e-11,1.1102230246251565e-16,1.1956755301598468e-16,1,1,True
C5:-++--,5,-++--,5,21,5.950795411990839e-14,7.738254481637341e-14,1.5487611193520934e-14,0.9714536179272572,-0.0,-4443.524225718691,0.0,4574.098180003532,0.0,3.071778614071114e-100,4443.524225718481,0.0,1.463023860841312e-96,2.1009327610954642e-10,2.220446049250313e-16,4.091732275496693e-16,-1,-1,True
C5:+----,5,+----,5,19,7.815970093361102e-14,4.696243394164412e-14,1.4377388168895777e-14,1.0307202455981554,-0.0,7608.534503306495,0.0,-7381.764873445548,0.0,1.8716418532247253e-99,-7608.534503306243,0.0,1.3752424291908333e-95,2.519300323911011e-10,3.0531133177191805e-16,1.195675530159847e-16,1,1,True
C5:+---+,5,+---+,5,21,5.950795411990839e-14,7.738254481637341e-14,1.4654943925052066e-14,0.9619159748889413,0.0,-4443.524225718458,0.0,4619.451533936378,-0.0,1.5930386765996708e-99,4443.52422571848,0.0,7.373640258640212e-96,2.1827872842550278e-11,1.942890293094024e-16,2.0458661377483473e-16,-1,-1,True
C5:++---,5,++---,5,21,5.950795411990839e-14,7.738254481637341e-14,1.4488410471358293e-14,1.040773610267695,-0.0,-4443.524225718342,-0.0,4269.443596456824,0.0,1.6430443749682703e-99,4443.524225718481,0.0,7.08103548647195e-96,1.3915268937125802e-10,3.0531133177191805e-16,2.0458661377483473e-16,-1,-1,True
C6:------,6,------,1,23,4.2521541843143495e-14,8.504308368628699e-14,1.2989609388114332e-14,0.980433648577635,0.0,-133795.10298633575,0.0,136465.22962615307,0.0,4.971995152077896e-99,133795.10298636297,0.0,6.779067361594303e-94,2.7212081477046013e-08,4.163336342344337e-16,0.0,-1,-1,True
C6:-----+,6,-----+,6,20,7.949196856316121e-14,1.1318723736053471e-13,1.3211653993039363e-14,1.0304195861351717,-0.0,54576.52707865834,0.0,-52965.34325728277,0.0,1.2172815717156229e-98,-54576.527078672254,0.0,6.446668340411157e-94,1.391163095831871e-08,5.551115123125783e-17,1.3332149642153839e-16,1,1,True
C6:----+-,6,----+-,6,20,7.949196856316121e-14,1.1318723736053471e-13,1.326716514427062e-14,0.9713103294888579,-0.0,54576.52707867324,0.0,-56188.55830287996,0.0,2.7646007526640026e-99,-54576.52707867226,0.0,1.5543165497578098e-94,9.822542779147625e-10,2.7755575615628914e-16,2.6664299284307677e-16,1,1,True
C6:----++,6,----++,6,20,5.750955267558311e-14,5.2735593669694936e-14,1.0658141036401503e-14,1.0406724542128265,-0.0,-32220.06101680547,0.0,30960.808933092576,-0.0,1.2572861304105025e-99,32220.061016814754,0.0,3.9326081379414466e-95,9.284121915698051e-09,8.326672684688674e-17,0.0,-1,-1,True
C6:---+--,6,---+--,6,20,7.949196856316121e-14,1.1318723736053471e-13,1.765254609153999e-14,0.9790400933928326,-0.0,54576.527078680694,0.0,-55744.93572530156,0.0,9.043887733521e-99,-54576.527078672254,0.0,5.037483757648805e-94,8.440110832452774e-09,4.163336342344337e-16,1.3332149642153839e-16,1,1,True
C6:---++-,6,---++-,6,20,5.750955267558311e-14,5.2735593669694936e-14,1.2545520178264269e-14,0.9732764248599789,-0.0,-32220.061016816646,0.0,33104.73796943204,-0.0,8.17950351886378e-99,32220.061016814758,0.0,2.710690609366783e-94,1.888111000880599e-09,5.551115123125783e-16,2.2580671104167955e-16,-1,-1,True
C6:--+---,6,--+---,6,20,7.949196856316121e-14,1.1318723736053471e-13,1.765254609153999e-14,0.9790400933928326,-0.0,54576.527078680694,0.0,-55744.93572530156,0.0,1.2051373306832487e-98,-54576.52707867225,0.0,6.722887245337997e-94,8.447386790066957e-09,4.163336342344337e-16,1.3332149642153839e-16,1,1,True
C6:--+--+,6,--+--+,3,22,9.325873406851315e-14,1.2778667013435552e-13,2.4424906541753444e-14,1.0349149698183282,-0.0,-17397.528984181583,0.0,16810.587817890595,-0.0,4.257628032526474e-99,17397.52898418084,0.0,7.139556440905602e-95,7.421476766467094e-10,7.216449660063518e-16,2.0908490237959655e-16,-1,-1,True
C6:--++--,6,--++--,6,20,5.750955267558311e-14,5.2735593669694936e-14,8.770761894538737e-15,0.9782067963965373,-0.0,-32220.06101682037,0.0,32937.88300746421,0.0,1.8573545108336968e-100,32220.06101681474,0.0,6.086179261099858e-96,5.631591193377972e-09,5.551115123125783e-17,2.258067110416795e-16,-1,-1,True
C6:-+----,6,-+----,6,20,7.949196856316121e-14,1.1318723736053471e-13,1.326716514427062e-14,0.9713103294888579,-0.0,54576.52707867324,0.0,-56188.55830287996,0.0,8.22950921723238e-99,-54576.52707867225,0.0,4.6161328857265076e-94,9.968061931431293e-10,2.498001805406602e-16,0.0,1,1,True
C6:-+--+-,6,-+--+-,3,22,9.325873406851315e-14,1.2778667013435552e-13,2.3203661214665772e-14,0.9530647089757615,-0.0,-17397.528984183446,0.0,18254.29986057719,-0.0,2.314549467346607e-99,17397.528984180837,0.0,4.2369171009964395e-95,2.608430804684758e-09,7.494005416219807e-16,2.0908490237959655e-16,-1,-1,True
C6:-++---,6,-++---,6,20,5.750955267558311e-14,5.2735593669694936e-14,1.2545520178264269e-14,0.9732764248599788,-0.0,-32220.061016816646,0.0,33104.73796943204,0.0,6.443591418353825e-99,32220.061016814758,0.0,2.1325035795622963e-94,1.888111000880599e-09,4.440892098500626e-16,2.2580671104167955e-16,-1,-1,True
C6:+-----,6,+-----,6,20,7.949196856316121e-14,1.1318723736053471e-13,1.3211653993039363e-14,1.0304195861351717,-0.0,54576.52707867324,0.0,-52965.34325728276,0.0,2.4431355488658628e-99,-54576.527078672254,0.0,1.3015060266044311e-94,9.89530235528946e-10,5.551115123125783e-17,1.3332149642153839e-16,1,1,True
C6:+----+,6,+----+,6,20,5.750955267558311e-14,5.2735593669694936e-14,8.604228440844963e-15,0.9623754247861933,0.0,-32220.06101681292,0.0,33479.72130935396,-0.0,5.479195806959406e-99,32220.06101681475,0.0,1.8328762928619956e-94,1.8299033399671316e-09,1.1102230246251565e-16,1.1290335552083975e-16,-1,-1,True
C6:+--+--,6,+--+--,3,22,9.325873406851315e-14,1.2778667013435552e-13,2.4424906541753444e-14,1.0349149698183282,-0.0,-17397.52898417972,-0.0,16810.5878178906,0.0,6.4864534455269105e-99,17397.528984180844,0.0,1.0908305906432822e-94,1.1241354513913393e-09,2.7755575615628914e-16,2.0908490237959655e-16,-1,-1,True
C6:++----,6,++----,6,20,5.750955267558311e-14,5.2735593669694936e-14,1.0658141036401503e-14,1.0406724542128263,-0.0,-32220.06101681292,-0.0,30960.808933092576,0.0,2.4288482064748343e-100,32220.06101681475,0.0,7.724765985242127e-96,1.8299033399671316e-09,4.440892098500626e-16,1.1290335552083975e-16,-1,-1,True
C7:-------,7,-------,1,23,4.2521541843143495e-14,8.504308368628699e-14,8.659739592076221e-15,0.9804462549959658,0.0,-956871.4290657043,0.0,975955.0043580397,0.0,3.0146292445070003e-99,956871.4290673411,0.0,2.9288567274954393e-93,1.6367994248867035e-06,1.1102230246251565e-16,2.4332439022897997e-16,-1,-1,True
C7:------+,7,------+,7,21,5.0737192225369654e-14,9.048317650695026e-14,5.773159728050814e-15,1.0303777132292853,-0.0,390513.45386219025,0.0,-379000.2916877914,0.0,4.636242605888728e-98,-390513.4538624892,0.0,1.757688570605639e-92,2.989545464515686e-07,2.498001805406602e-16,4.47164816843086e-16,1,1,True
C7:-----+-,7,-----+-,7,21,5.0737192225369654e-14,9.048317650695026e-14,7.438494264988549e-15,0.971315295865451,-0.0,390513.45386219025,0.0,-402046.0251421743,0.0,5.912102281407567e-98,-390513.45386248914,0.0,2.3779170540752614e-92,2.9889633879065514e-07,4.440892098500626e-16,4.471648168430861e-16,1,1,True
C7:-----++,7,-----++,7,21,4.529709940470639e-14,8.193445921733655e-14,9.2148511043888e-15,1.0406587513568355,-0.0,-230983.61774492264,0.0,221959.0403134659,-0.0,8.116639212343255e-98,230983.61774496626,0.0,1.8016963283397456e-92,4.362664185464382e-08,3.608224830031759e-16,2.519969056204446e-16,-1,-1,True
C7:----+--,7,----+--,7,21,5.0737192225369654e-14,9.048317650695026e-14,1.509903313490213e-14,0.9791683486868893,-0.0,390513.45386219025,0.0,-398821.5656543635,0.0,2.385986179301749e-98,-390513.45386248926,0.0,9.513166352734547e-93,2.9901275411248207e-07,0.0,2.981098778953907e-16,1,1,True
C7:----++-,7,----++-,7,21,4.529709940470639e-14,8.193445921733655e-14,1.099120794378905e-14,0.9735237042907281,-0.0,-230983.61774492264,0.0,237265.53008102666,-0.0,1.4194474665486752e-98,230983.6177449663,0.0,3.3633162932108753e-93,4.3655745685100555e-08,6.938893903907228e-16,1.259984528102223e-16,-1,-1,True
C7:---+---,7,---+---,7,21,5.0737192225369654e-14,9.048317650695026e-14,1.3988810110276972e-14,0.9801136193243041,-0.0,390513.45386219025,0.0,-398436.9221720919,0.0,2.231682881478642e-98,-390513.4538624893,0.0,8.89893041499893e-93,2.9907096177339554e-07,2.7755575615628914e-16,2.9810987789539074e-16,1,1,True
C7:---+--+,7,---+--+,7,20,3.885780586188048e-14,7.827072323607354e-14,2.3203661214665772e-14,1.0310203621675402,-0.0,-137462.15595436096,0.0,133326.32506448514,-0.0,2.9560511407037837e-98,137462.15595444496,0.0,3.940098820108954e-93,8.399365469813347e-08,0.0,2.1171941337143026e-16,-1,-1,True
C7:---++--,7,---++--,7,21,4.529709940470639e-14,8.193445921733655e-14,2.1871393585115584e-14,0.9792364255995557,-0.0,-230983.61774492264,0.0,235881.35786879514,0.0,1.700193744532384e-98,230983.6177449663,0.0,4.0112603007002755e-93,4.3655745685100555e-08,6.661338147750939e-16,1.2599845281022235e-16,-1,-1,True
C7:--+----,7,--+----,7,21,5.0737192225369654e-14,9.048317650695026e-14,1.509903313490213e-14,0.9791683486868893,-0.0,390513.4538626671,0.0,-398821.5656543632,0.0,4.3662118346982904e-98,-390513.45386248914,0.0,1.7415836039454978e-92,1.7794081941246986e-07,2.7755575615628914e-17,1.4905493894769542e-16,1,1,True
C7:--+---+,7,--+---+,7,20,3.885780586188048e-14,7.827072323607354e-14,1.3822276656583199e-14,1.034972099444707,-0.0,-137462.15595436096,0.0,132817.25761323093,-0.0,3.9733099189450084e-98,137462.15595444496,0.0,5.279058257550923e-93,8.399365469813347e-08,3.885780586188048e-16,2.117194133714302e-16,-1,-1,True
C7:--+--+-,7,--+--+-,7,20,3.885780586188048e-14,7.827072323607354e-14,1.8485213360008856e-14,0.9691573420525483,-0.0,-137462.15595436096,0.0,141836.7792203241,-0.0,4.238340120298586e-98,137462.15595444496,0.0,6.011272439424783e-93,8.399365469813347e-08,1.6653345369377348e-16,0.0,-1,-1,True
C7:--+--++,7,--+--++,7,22,6.128431095930864e-14,7.471800955727304e-14,1.659783421814609e-14,1.046208494623809,-0.0,76495.0869371593,0.0,-73116.48426705526,0.0,2.0316600880042438e-98,-76495.08693722816,0.0,1.4869004102502422e-93,6.885966286063194e-08,2.7755575615628914e-16,1.9023830536209704e-16,1,1,True
C7:--++---,7,--++---,7,21,4.529709940470639e-14,8.193445921733655e-14,2.1871393585115584e-14,0.9792364255995557,-0.0,-230983.61774492264,0.0,235881.3578687951,0.0,7.554432289256286e-98,230983.61774496624,0.0,1.7820332876500384e-92,4.359753802418709e-08,1.942890293094024e-16,0.0,-1,-1,True
C7:--++--+,7,--++--+,7,22,6.128431095930864e-14,7.471800955727304e-14,9.880984919163893e-15,1.0342276591123283,-0.0,76495.0869372189,0.0,-73963.48982087942,0.0,3.173218745047416e-98,-76495.0869372282,0.0,2.3483288595136067e-93,9.298673830926418e-09,1.942890293094024e-16,1.9023830536209699e-16,1,1,True
C7:-+-----,7,-+-----,7,21,5.0737192225369654e-14,9.048317650695026e-14,7.438494264988549e-15,0.971315295865451,-0.0,390513.4538631439,0.0,-402046.0251421742,0.0,1.1371295809019533e-97,-390513.45386248926,0.0,4.571563326829838e-92,6.546615622937679e-07,3.0531133177191805e-16,0.0,1,1,True
C7:-+---+-,7,-+---+-,7,20,3.885780586188048e-14,7.827072323607354e-14,1.6153745008296028e-14,0.9527598644350729,-0.0,-137462.15595459938,0.0,144277.86170019524,-0.0,4.629098934693214e-98,137462.15595444496,0.0,6.6798158228748286e-93,1.5442492440342903e-07,8.881784197001252e-16,2.117194133714302e-16,-1,-1,True
C7:-+--+--,7,-+--+--,7,20,3.885780586188048e-14,7.827072323607354e-14,1.84297022087776e-14,0.9691573420525482,-0.0,-137462.15595436096,0.0,141836.7792203241,0.0,1.6130409559471106e-98,137462.15595444496,0.0,2.2884034021735465e-93,8.399365469813347e-08,8.326672684688674e-17,0.0,-1,-1,True
C7:-+--++-,7,-+--++-,7,22,6.128431095930864e-14,7.471800955727304e-14,2.0483614804334138e-14,0.9577808698402085,-0.0,76495.0869372487,0.0,-79867.00230292349,0.0,3.6075539537346804e-99,-76495.0869372282,0.0,2.87454928178101e-94,2.0503648556768894e-08,2.220446049250313e-16,0.0,1,1,True
C7:-++----,7,-++----,7,21,4.529709940470639e-14,8.193445921733655e-14,1.099120794378905e-14,0.9735237042907281,-0.0,-230983.61774492264,0.0,237265.53008102663,0.0,1.4180187323095724e-98,230983.61774496632,0.0,3.3633162932108753e-93,4.368484951555729e-08,8.326672684688674e-17,3.779953584306669e-16,-1,-1,True
C7:-++--+-,7,-++--+-,7,22,6.128431095930864e-14,7.471800955727304e-14,2.042810365310288e-14,0.9577808698402084,-0.0,76495.0869372487,0.0,-79867.0023029235,0.0,1.165132771988369e-98,-76495.08693722819,0.0,9.30717259312809e-94,2.051820047199726e-08,2.7755575615628914e-16,1.9023830536209704e-16,1,1,True
C7:+------,7,+------,7,21,5.0737192225369654e-14,9.048317650695026e-14,5.773159728050814e-15,1.0303777132292853,-0.0,390513.45386219025,0.0,-379000.2916877914,0.0,4.637671340127831e-98,-390513.45386248914,0.0,1.7580631047140143e-92,2.9889633879065514e-07,3.0531133177191805e-16,1.4905493894769537e-16,1,1,True
C7:+-----+,7,+-----+,7,21,4.529709940470639e-14,8.193445921733655e-14,8.326672684688674e-15,0.9624388745408341,0.0,-230983.6177444458,0.0,239998.2210352619,-0.0,1.7030512130105897e-98,230983.61774496624,0.0,4.082421781291597e-93,5.204346962273121e-07,2.498001805406602e-16,1.259984528102223e-16,-1,-1,True
C7:+---+--,7,+---+--,7,20,3.885780586188048e-14,7.827072323607354e-14,1.3822276656583199e-14,1.034972099444707,-0.0,-137462.15595436096,-0.0,132817.25761323087,0.0,2.3388379494113552e-98,137462.15595444493,0.0,3.106760428973743e-93,8.396455086767673e-08,9.159339953157541e-16,2.117194133714302e-16,-1,-1,True
C7:+--+---,7,+--+---,7,20,3.885780586188048e-14,7.827072323607354e-14,2.325917236589703e-14,1.0310203621675402,-0.0,-137462.15595448017,-0.0,133326.32506448514,0.0,3.5046850885192757e-98,137462.15595444496,0.0,4.670440331440937e-93,3.521563485264778e-08,0.0,2.1171941337143026e-16,-1,-1,True
C7:+--+--+,7,+--+--+,7,22,6.128431095930864e-14,7.471800955727304e-14,2.042810365310288e-14,0.9616345527310564,0.0,76495.0869371891,0.0,-79546.94090387085,0.0,2.1716760434363225e-99,-76495.08693722819,0.0,1.7322202512361134e-94,3.9086444303393364e-08,0.0,0.0,1,1,True
C7:+--++--,7,+--++--,7,22,6.128431095930864e-14,7.471800955727304e-14,9.880984919163893e-15,1.0342276591123283,-0.0,76495.0869372189,0.0,-73963.48982087946,0.0,3.174647479286519e-98,-76495.08693722816,0.0,2.3483288595136067e-93,9.255018085241318e-09,4.163336342344337e-16,1.9023830536209704e-16,1,1,True
C7:++-----,7,++-----,7,21,4.529709940470639e-14,8.193445921733655e-14,9.2148511043888e-15,1.0406587513568355,-0.0,-230983.61774539948,-0.0,221959.04031346593,0.0,4.760542484690675e-98,230983.61774496626,0.0,1.0569352538353107e-92,4.332105163484812e-07,3.3306690738754696e-16,1.259984528102223e-16,-1,-1,True
C7:++--+--,7,++--+--,7,22,6.128431095930864e-14,7.471800955727304e-14,1.659783421814609e-14,1.046208494623809,-0.0,76495.0869372189,0.0,-73116.48426705529,0.0,2.0316600880042438e-98,-76495.08693722817,0.0,1.4869004102502422e-93,9.269570000469685e-09,3.0531133177191805e-16,0.0,1,1,True
C8:--------,8,--------,1,23,4.2521541843143495e-14,8.504308368628699e-14,7.438494264988549e-15,0.9804480177249757,0.0,-6843246.014160156,0.0,6979713.24373008,0.0,2.1570315174855183e-97,6843246.014103712,0.0,1.5055072647543309e-90,5.6444667279720306e-05,1.1102230246251565e-16,1.360936462767494e-16,-1,-1,True
C8:-------+,8,-------+,8,22,2.786659791809143e-14,5.551115123125783e-14,1.4099832412739488e-14,1.030371862194712,-0.0,2793062.3782348633,0.0,-2710732.3877247768,0.0,1.570036055350115e-97,-2793062.3782518078,0.0,4.255606353004371e-91,1.6944482922554016e-05,3.0531133177191805e-16,1.6672080952265664e-16,1,1,True
C8:------+-,8,------+-,8,22,2.786659791809143e-14,5.551115123125783e-14,2.3314683517128287e-15,0.9713159786002634,-0.0,2793062.3782348633,0.0,-2875544.5599451843,0.0,2.247756141668549e-97,-2793062.3782518078,0.0,6.463559828698887e-91,1.6944482922554016e-05,2.498001805406602e-16,3.3344161904531314e-16,1,1,True
C8:------++,8,------++,8,21,9.64783808399261e-14,1.7974510768681284e-13,2.5202062658991053e-14,1.0406568477878166,-0.0,-1652590.5303497314,0.0,1588026.3834012023,-0.0,1.0362609436212926e-97,1652590.5303537953,0.0,1.6455530585580514e-91,4.0638260543346405e-06,1.942890293094024e-16,4.2266433989770467e-16,-1,-1,True
C8:-----+--,8,-----+--,8,22,2.786659791809143e-14,5.551115123125783e-14,8.992806499463768e-15,0.9791859908899024,-0.0,2793062.378265381,0.0,-2852432.9435241898,0.0,2.2559713635433902e-98,-2793062.378251808,0.0,6.432997845455456e-92,1.3572629541158676e-05,1.1102230246251565e-16,1.667208095226566e-16,1,1,True
C8:-----++-,8,-----++-,8,21,9.64783808399261e-14,1.7974510768681284e-13,2.5868196473766147e-14,0.9735579908875307,-0.0,-1652590.5303497314,0.0,1697475.1846550142,-0.0,1.6677614773047495e-97,1652590.5303537957,0.0,2.831028418387791e-91,4.064291715621948e-06,2.7755575615628914e-17,0.0,-1,-1,True
C8:----+---,8,----+---,8,22,2.786659791809143e-14,5.551115123125783e-14,1.63202784619898e-14,0.9802565780486766,-0.0,2793062.378265381,0.0,-2849317.6590682063,0.0,1.2094949701125124e-97,-2793062.378251808,0.0,3.445713797053458e-91,1.3572629541158676e-05,3.608224830031759e-16,0.0,1,1,True
C8:----+--+,8,----+--+,8,21,4.707345624410664e-14,8.149037000748649e-14,6.772360450213455e-15,1.0305559149254788,-0.0,-1000639.4990959167,0.0,970970.6039267703,-0.0,1.348010754593533e-97,1000639.4990955179,0.0,1.3089218019502636e-91,3.988388925790787e-07,0.0,2.3268137876008363e-16,-1,-1,True
C8:----++--,8,----++--,8,21,9.64783808399261e-14,1.7974510768681284e-13,2.853273173286652e-14,0.9793769111473152,-0.0,-1652590.5303573608,0.0,1687389.7184467874,0.0,9.826834096549359e-98,1652590.5303537957,0.0,1.6584370318861643e-91,3.5651028156280518e-06,3.3306690738754696e-16,1.4088811329923492e-16,-1,-1,True
C8:---+----,8,---+----,8,22,2.786659791809143e-14,5.551115123125783e-14,1.63202784619898e-14,0.9802565780486766,-0.0,2793062.3782348633,0.0,-2849317.6590682063,0.0,1.479597178014905e-97,-2793062.378251809,0.0,4.216055551159931e-91,1.694587990641594e-05,3.885780586188048e-16,0.0,1,1,True
C8:---+---+,8,---+---+,4,3,0.0,2.220446049250313e-16,1.3988810110276972e-14,1.030942870700678,-0.0,-1090562.7311553955,0.0,1057830.4211989127,-0.0,2.3158353281617994e-97,1090562.731145297,0.0,2.4497526960616585e-91,1.0098563507199287e-05,4.718447854656915e-16,0.0,-1,-1,True
