case_id,length,extended_signs,iterations,fixed_point_increment,recurrence_residual,minimum_disk_margin,crossed_residual,float64_forward_crossed_residual,left_bound_ratio,right_bound_ratio,endpoint_formula_error,endpoint_reciprocity_error,theta_monodromy_error,projective_initial_ratio,projective_left_ratio,projective_right_ratio
N4:-+--+-,4,-+--+-,18,3.730349362740526e-14,4.496403249731884e-14,0.034835893777047794,1.0282664688720476e-83,2.674249710565846e-12,0.30784469111690427,0.30784469111690427,6.938893903907228e-18,0.0,0.0,0.0259181488438897,0.00232737188437155,0.07494495245364181
N4:-+--++,4,-+--++,19,2.3647750424515834e-14,1.2434497875801753e-14,0.04277878960090567,2.120821641416728e-84,1.5669132658047147e-12,0.3074949336914834,0.43076089387658634,2.7755575615628914e-17,0.0,0.0,0.03965469387391074,0.007688511210177843,0.20461035371381894
N4:-++---,4,-++---,18,5.084821452783217e-14,5.1181281435219717e-14,0.05965823543807039,3.9177467889389e-85,2.024325151950279e-12,0.43622960405819267,0.3216153095818846,5.551115123125783e-17,2.168404344971009e-19,0.0,0.026743030562342476,0.006149991528511128,0.08481790095616157
N4:-++--+,4,-++--+,19,2.9753977059954195e-14,2.969846590872294e-14,0.059665116099916954,8.77009824853346e-84,3.3543723354512167e-12,0.4349806982651643,0.46978440478683464,2.7755575615628914e-17,4.336808689942018e-19,0.0,0.06802608924300668,0.020039152024559803,0.2647372383509933
N4:+-----,4,+-----,21,4.829470157119431e-14,7.271960811294775e-14,0.023535676628356123,3.039325319812738e-83,1.823780015897114e-11,0.42481290889916123,0.3065838045535195,8.326672684688674e-17,0.0,0.0,0.006885669183673611,0.00261432871865105,0.07323847184800873
N4:+----+,4,+----+,21,4.796163466380676e-14,8.526512829121202e-14,0.046748676758788604,1.734483022995555e-83,1.4715395568742906e-11,0.4255833257604478,0.4255833257604477,2.7755575615628914e-17,2.168404344971009e-19,0.0,0.014605815281201832,0.007107503068219236,0.19597632648572508
N4:+---+-,4,+---+-,20,3.11972669919669e-14,3.397282455352979e-14,0.06439158321833441,1.1619365380103194e-83,5.767164523717838e-12,0.431605783443047,0.30596522769565465,5.551115123125783e-17,1.0842021724855044e-19,0.0,0.017593297494125904,0.0023238897917333247,0.07328173540956635
N4:+---++,4,+---++,19,9.614531393253856e-14,9.603429163007604e-14,0.06666778921054592,3.135234240830446e-84,1.4431400519043791e-11,0.4304000614090838,0.4250053983328032,6.938893903907228e-18,0.0,0.0,0.02825298068454764,0.006850898392840786,0.19601401823563838
N4:+--+--,4,+--+--,20,5.42343947529389e-14,8.321121569565548e-14,0.04155737395788231,1.5464084491842608e-84,3.2604474675679285e-12,0.4801941646381494,0.4343621939752803,2.7755575615628914e-17,4.336808689942018e-19,0.0,0.04683868063164245,0.012385560079980878,0.2070067970440631
N4:+--++-,4,+--++-,19,2.980948821118545e-14,2.992051051364797e-14,0.059665116099916954,5.833508972272926e-84,3.4230396295242826e-12,0.4697844047868346,0.4349806982651643,5.551115123125783e-17,2.168404344971009e-19,0.0,0.06802608924300671,0.012095902572166412,0.20696353362020498
N4:++----,4,++----,18,2.708944180085382e-14,4.696243394164412e-14,0.03894225337128812,2.128389186698406e-84,5.609346320767372e-12,0.4242615667488398,0.3083397984041333,2.7755575615628914e-17,0.0,0.0,0.012960688235604778,0.0037057564367881366,0.07453106057093895
N4:++---+,4,++---+,19,9.614531393253856e-14,9.60898027813073e-14,0.06666778921054592,3.1866929692894624e-84,3.577305118795948e-12,0.4250053983328033,0.4304000614090838,3.469446951953614e-18,0.0,0.0,0.02825298068454765,0.010287682072516154,0.20279745418728515
N4:++--+-,4,++--+-,19,2.3647750424515834e-14,1.2434497875801753e-14,0.04277878960090567,4.8380033921209435e-84,1.4584999874500681e-12,0.43076089387658634,0.3074949336914834,2.7755575615628914e-17,0.0,0.0,0.039654693873910754,0.0030415987554321088,0.07460761036583416
N4:++--++,4,++--++,19,3.730349362740526e-14,2.8699265186560297e-14,0.06092747441164528,4.2779537316415515e-84,3.0388469518527472e-12,0.4296257240420282,0.42962572404202815,2.7755575615628914e-17,2.168404344971009e-19,0.0,0.06146651870783276,0.009721894542523665,0.20286158451908698
N5:-------,5,-------,21,4.8627768478581856e-14,7.316369732279782e-14,0.018090140613345823,1.1678074509955643e-82,1.260595516860974e-10,0.30627303010058465,0.30627303010058465,2.7755575615628914e-17,0.0,0.0,0.0007602275542586874,0.0005145884613580843,0.0730113664283413
N5:------+,5,------+,22,2.5646151868841116e-14,4.618527782440651e-14,0.020435215791556743,1.5220943809545158e-82,3.160455230855064e-11,0.3063126026338321,0.4247401060462429,4.336808689942018e-19,0.0,0.0,0.001602969029740812,0.0013936724977984588,0.19479871045568642
N5:-----+-,5,-----+-,20,4.873879078104437e-14,7.560618797697316e-14,0.02388357705643898,9.730958371652065e-83,9.378836596241058e-11,0.3066142742202157,0.3056871348223447,2.7755575615628914e-17,0.0,0.0,0.0018648454866427222,0.0004628468343823772,0.0730505473460863
N5:-----++,5,-----++,20,4.4853010194856324e-14,6.444844657949034e-14,0.02321909221381549,5.9447546812828164e-83,6.56201204485285e-11,0.30655586785879574,0.4241911327025068,5.551115123125783e-17,1.3552527156068805e-20,0.0,0.003016438933843276,0.0013477076675834612,0.19483304628308099
N5:----+--,5,----+--,20,9.736655925962623e-14,1.021405182655144e-13,0.039560595052333586,2.0501826790442053e-83,3.717653962453937e-11,0.3087380059969998,0.43575356907245777,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.004139585104969421,0.0022351856095105035,0.20901765045703324
N5:----++-,5,----++-,18,5.1736392947532295e-14,5.839773109528323e-14,0.03898790529375898,3.9882885543211563e-84,1.0242418024830613e-11,0.30836882007674654,0.4363394395391359,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.006248053081205986,0.002183484248319037,0.20897846956332994
N5:---+---,5,---+---,17,6.361577931102147e-14,1.2723155862204294e-13,0.06382342011765577,3.9705424934513325e-83,6.692146836684287e-11,0.3247872483646035,0.3247872483646035,2.7755575615628914e-17,0.0,0.0,0.00453154289208231,0.0015559792078717958,0.08749111927550171
N5:---+--+,5,---+--+,19,2.964295475749168e-14,2.3703261575747092e-14,0.040988211328814,1.197248263406706e-83,3.836264639289766e-12,0.3246617501008112,0.4803916583253218,8.326672684688674e-17,0.0,0.0,0.011992863204612778,0.0053170707762643776,0.28376436352028456
N5:---++--,5,---++--,19,5.029310301551959e-14,3.780309398848658e-14,0.059724815775163226,3.0675810999500483e-83,1.47137857453572e-12,0.3216652150814015,0.4023022250604723,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.012028197344981324,0.003623195837285464,0.16345998255973315
N5:--+----,5,--+----,20,9.736655925962623e-14,1.0219602941674566e-13,0.039560595052333586,1.0901023321057346e-82,1.7277507202706488e-10,0.4357535690724577,0.30873800599699985,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.004139585104969417,0.001258038337706978,0.07482757025655422
N5:--+---+,5,--+---+,20,8.004708007547379e-14,1.366129431801255e-13,0.0605743911948681,1.9505714356341945e-83,8.468653556192862e-11,0.43558041936211245,0.4315083582892615,5.551115123125783e-17,2.710505431213761e-20,0.0,0.009074583238922466,0.003509656243287042,0.20439378135129393
N5:--+--+-,5,--+--+-,18,6.900036098045348e-14,6.000755448098971e-14,0.03547510467531531,1.0716019885589835e-84,2.0319856908201928e-12,0.43422714393403145,0.30781669685510094,3.469446951953614e-18,2.710505431213761e-20,0.0,0.013217221052686011,0.0010022389413837898,0.07491743311052235
N5:--+--++,5,--+--++,19,5.1236792586450974e-14,5.1181281435219717e-14,0.045627813898446806,3.276913942329763e-83,2.420225131416487e-11,0.4345053735367676,0.43066930444847806,5.551115123125783e-17,0.0,0.0,0.02027541272539794,0.003294440284865367,0.2044680919767529
N5:--++---,5,--++---,19,5.029310301551959e-14,3.785860513971784e-14,0.059724815775163226,8.171210024524549e-84,1.6105228262119908e-11,0.40230222506047236,0.3216652150814015,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.012028197344981322,0.0024669360390131676,0.08485914290706051
N5:--++--+,5,--++--+,19,3.4638958368304884e-14,5.2735593669694936e-14,0.059558420868111556,4.232257818069857e-83,1.0913048242855439e-11,0.4025929370765735,0.4699474254091731,5.551115123125783e-17,0.0,0.0,0.030652341653835465,0.008046301978985,0.2650213065255122
N5:-+-----,5,-+-----,20,4.873879078104437e-14,7.560618797697316e-14,0.02388357705643898,5.744880382793312e-83,5.574379846606803e-11,0.3056871348223448,0.3066142742202157,2.7755575615628914e-17,1.3552527156068805e-20,0.0,0.0018648454866427237,0.0008131421555027023,0.07326055491973
N5:-+----+,5,-+----+,21,3.097522238704187e-14,4.6407322429331543e-14,0.047116536723767616,1.1769737643992043e-83,1.924976844591697e-11,0.3057226995164793,0.4256661439221038,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.003959183103286279,0.002211609734602368,0.1960916889260342
N5:-+---+-,5,-+---+-,17,7.049916206369744e-14,1.4138690218601369e-13,0.06446953626791488,9.138899721383137e-83,7.595668538584732e-11,0.30599239386965843,0.3059923938696584,2.7755575615628914e-17,0.0,0.0,0.004796212891799277,0.0007216035603590807,0.07330424135999847
N5:-+---++,5,-+---++,18,5.0681681074138396e-14,5.062616992290714e-14,0.06431906957065561,6.185961798712762e-84,3.2363556279335626e-11,0.305940494292874,0.4250852983130854,5.551115123125783e-17,2.710505431213761e-20,0.0,0.007693269603109566,0.0021307804549072257,0.19612972665001455
N5:-+--+--,5,-+--+--,18,6.900036098045348e-14,6.000755448098971e-14,0.03547510467531531,9.000574111602643e-85,1.1414758027683547e-12,0.307816696855101,0.43422714393403145,5.551115123125783e-17,0.0,0.0,0.013217221052686008,0.003918118576792393,0.20681167272093154
N5:-+--++-,5,-+--++-,20,2.0539125955565396e-14,2.0095036745715333e-14,0.042260651556391554,3.9922446922138614e-83,9.309553128389325e-12,0.307519101406547,0.43484894419822073,2.7755575615628914e-17,0.0,0.0,0.019059143105907318,0.0038268619088836324,0.20676798644231334
N5:-++----,5,-++----,18,5.179190409876355e-14,5.839773109528323e-14,0.03898790529375898,1.2113097407870837e-83,1.0134670880290741e-12,0.4363394395391359,0.3083688200767466,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.006248053081205984,0.001535166031167867,0.07455241484500164
N5:-++---+,5,-++---+,19,2.2370993946196904e-14,2.2370993946196904e-14,0.06810807654238463,2.462736347425713e-83,1.646321967641029e-11,0.4361702942829053,0.4304805446166092,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.013616544518308396,0.004262782356621927,0.20291243733036377
N5:-++--+-,5,-++--+-,20,2.0539125955565396e-14,2.0095036745715333e-14,0.042260651556391554,2.9508572472331162e-83,7.856715278364845e-12,0.4348489441982207,0.307519101406547,5.551115123125783e-17,5.421010862427522e-20,0.0,0.01905914310590733,0.0012597501815863207,0.07462977585996654
N5:-++--++,5,-++--++,19,3.2807090377673376e-14,4.979350265443827e-14,0.060830300084405736,3.011049287354575e-83,8.883338509235728e-12,0.43512068434513995,0.4297020715340207,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.029554584939424783,0.004028329074957835,0.2029771940329084
N5:+------,5,+------,22,2.5646151868841116e-14,4.618527782440651e-14,0.020435215791556743,2.688991244816734e-82,5.44608247388112e-11,0.424740106046243,0.3063126026338321,2.7755575615628914e-17,0.0,0.0,0.0016029690297408126,0.0007481860763662459,0.07304022380841234
N5:+-----+,5,+-----+,22,5.3179682879545e-14,9.037215420448774e-14,0.02457531510188507,1.02896492178311e-82,3.313155305662008e-11,0.4248473085405872,0.4248473085405873,5.551115123125783e-17,1.3552527156068805e-20,0.0,0.0033831751290310896,0.0020273759528150826,0.19494806239485865
N5:+----+-,5,+----+-,21,3.097522238704187e-14,4.6407322429331543e-14,0.047116536723767616,3.1376582209005117e-83,5.192496432826488e-11,0.4256661439221038,0.30572269951647935,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.003959183103286277,0.0006718217827841649,0.0730798951936545
N5:+----++,5,+----++,20,8.004708007547379e-14,1.5787371410169726e-13,0.044484523236000745,6.70693590376916e-83,1.1748696460145425e-10,0.42550734781968724,0.42429477602366883,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.006396478559155902,0.0019595834559395808,0.1949828029304153
N5:+---+--,5,+---+--,20,7.999156892424253e-14,1.3655743202889425e-13,0.0605743911948681,4.160677836344897e-84,1.5472678693839725e-11,0.43150835828926154,0.43558041936211245,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.009074583238922476,0.0033018864030531555,0.2087666352588681
N5:+---++-,5,+---++-,19,2.2370993946196904e-14,2.2370993946196904e-14,0.06810807654238463,9.24526101021206e-84,1.3380907493143468e-11,0.43048054461660906,0.4361702942829054,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.013616544518308394,0.0032255922924914002,0.2087269639032086
N5:+--+---,5,+--+---,19,2.964295475749168e-14,2.353672812205332e-14,0.040988211328814,2.2905558241367977e-83,6.443401368017021e-12,0.4803916583253218,0.3246617501008112,5.551115123125783e-17,2.710505431213761e-20,0.0,0.01199286320461278,0.002520666133890622,0.08738416772905507
N5:+--+--+,5,+--+--+,16,5.4567461660326444e-14,1.0935696792557792e-13,0.04222995515777203,4.121898279811704e-99,3.048283847562061e-11,0.47996334530621293,0.4799633453062131,5.551115123125783e-17,0.0,0.0,0.03160531564212383,0.00859151571591631,0.28297751612583866
N5:+--++--,5,+--++--,19,3.4638958368304884e-14,5.2735593669694936e-14,0.059558420868111556,1.164324385257088e-83,2.0027091096608274e-11,0.4699474254091731,0.40259293707657356,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.030652341653835465,0.005794871617269808,0.1638285770330702
N5:++-----,5,++-----,20,4.4853010194856324e-14,6.539213615042172e-14,0.02321909221381549,3.874937515149093e-83,4.266204056690981e-11,0.42419113270250675,0.3065558678587957,5.551115123125783e-17,1.3552527156068805e-20,0.0,0.0030164389338432785,0.0010325890958329687,0.07321783580157218
N5:++----+,5,++----+,20,8.004708007547379e-14,1.5787371410169726e-13,0.044484523236000745,2.8042944792327547e-83,4.9129866841468584e-11,0.4242947760236689,0.4255073478196872,6.938893903907228e-18,0.0,0.0,0.006396478559155901,0.0028064020110394033,0.19586946862799046
N5:++---+-,5,++---+-,18,5.062616992290714e-14,5.057065877167588e-14,0.06431906957065561,9.28484879888867e-84,5.758737930960933e-11,0.42508529831308545,0.30594049429287407,1.3877787807814457e-17,2.710505431213761e-20,0.0,0.007693269603109566,0.0009186593994727435,0.07326069017303075
N5:++---++,5,++---++,16,1.304512053934559e-14,2.6201263381153694e-14,0.06535360923197978,3.5336456975106733e-84,1.1741163596923343e-11,0.42493225091942133,0.42493225091942144,5.551115123125783e-17,5.421010862427522e-20,0.0,0.012359034505203361,0.0027056906204848494,0.19590682535574658
N5:++--+--,5,++--+--,19,5.129230373768223e-14,5.1181281435219717e-14,0.045627813898446806,2.6134414483283603e-83,3.0866142974872446e-11,0.43066930444847806,0.43450537353676755,5.551115123125783e-17,5.421010862427522e-20,0.0,0.020275412725397943,0.0048729798265851635,0.2072125462401071
N5:++--++-,5,++--++-,19,3.275157922644212e-14,5.0459636469213365e-14,0.06083030008440579,5.794090016588851e-84,2.0117574273115224e-11,0.4297020715340206,0.43512068434514006,2.7755575615628914e-17,0.0,0.0,0.02955458493942482,0.0047593128860441624,0.20716969197719284
N6:--------,6,--------,21,9.35918009759007e-14,1.6908696665041134e-13,0.017782354887235036,1.915748212797226e-81,1.8034269078093246e-09,0.3062692648648851,0.30626926486488515,2.7755575615628914e-17,0.0,0.0,0.00017700742871665736,0.00014831059930243913,0.07300861359842896
N6:-------+,6,-------+,22,4.651834473179406e-14,8.026912468039882e-14,0.018234249183308432,4.9741812923787006e-82,4.817156118441801e-10,0.30627479508634087,0.4247299090769153,2.7755575615628914e-17,3.3881317890172014e-21,0.0,0.0003732122863256476,0.0004016570130153438,0.19478448843781562
N6:------+-,6,------+-,21,3.8746783559417963e-14,7.627232179174825e-14,0.020483901352710526,1.3272206720938723e-81,5.530361169014952e-10,0.306316847993133,0.3056837472101664,6.938893903907228e-18,1.6940658945086007e-21,0.0,0.00043411312470308414,0.00013340984549755836,0.07304774845054016
N6:------++,6,------++,21,3.752553823233029e-14,7.238654120556021e-14,0.02039092705040349,5.33329390441046e-82,4.174655621191903e-10,0.3063087366664086,0.4241812712086717,6.938893903907228e-18,0.0,0.0,0.0007022150897088582,0.00038841906357730974,0.19481878623161647
N6:-----+--,6,-----+--,20,9.603429163007604e-14,1.50712775592865e-13,0.02382992663004238,1.3325027687654403e-82,6.099453719876635e-10,0.30660955814862506,0.43576984272393576,3.469446951953614e-18,0.0,0.0,0.0009634359536815797,0.0006441709443812586,0.20904123118121862
N6:-----++-,6,-----++-,19,4.157785227221211e-14,8.171241461241152e-14,0.02326420767108653,2.9939828311699963e-82,1.9818086061107465e-10,0.3065598251370385,0.43635533585483216,2.7755575615628914e-17,3.3881317890172014e-21,0.0,0.001454248356111166,0.0006292816633391166,0.209002096352683
N6:----+---,6,----+---,19,3.68594044175552e-14,5.290212712338871e-14,0.039571145587193574,5.474201535640573e-82,2.4974305956604326e-10,0.3087448224216443,0.3247982024113066,3.469446951953614e-18,3.3881317890172014e-21,0.0,0.001059503478524524,0.00044948166684310005,0.0875004546197586
N6:----+--+,6,----+--+,20,2.8976820942716586e-14,4.8683279629813114e-14,0.039548054893015744,9.216901647511164e-83,9.642092679840175e-11,0.30872992170588615,0.4804290981089824,2.7755575615628914e-17,6.776263578034403e-21,0.0,0.002804566839164102,0.0015362465022181956,0.28383321185848015
N6:----++--,6,----++--,18,6.511458039426543e-14,6.517009154549669e-14,0.038997227222153846,4.865637256277565e-84,1.0669631844706373e-11,0.30837480804044476,0.40227660223106626,2.7755575615628914e-17,0.0,0.0,0.002809910468819802,0.00104608039595217,0.16342750370782494
N6:---+----,6,---+----,19,3.68594044175552e-14,5.284661597215745e-14,0.039571145587193685,3.391764672149483e-82,7.507044985644029e-11,0.32479820241130664,0.30874482242164436,2.7755575615628914e-17,6.776263578034403e-21,0.0,0.0010595034785245254,0.0003801910248377725,0.07483265114318793
N6:---+---+,6,---+---+,20,5.6288307348495437e-14,7.505107646466058e-14,0.06381560854570825,5.8746340236956935e-83,7.413253344523696e-11,0.32478129657522686,0.4315273775816039,2.7755575615628914e-17,6.776263578034403e-21,0.0,0.0023227440079616407,0.001060735225627745,0.20442124765565464
N6:---+--+-,6,---+--+-,18,5.156985949383852e-14,7.982503547054876e-14,0.03534920988499782,1.0183330338241885e-82,2.4201246562327583e-10,0.3246484619616891,0.30782211716242347,2.7755575615628914e-17,2.0328790734103208e-20,0.0,0.003384570366732615,0.0003027365500796753,0.07492276688079166
N6:---+--++,6,---+--++,19,6.17284001691587e-14,6.411537967210279e-14,0.045067750632661746,1.395616337626968e-82,1.4900652933746983e-10,0.3246759545444552,0.43068714931712737,6.938893903907228e-18,1.3552527156068805e-20,0.0,0.005191231936111788,0.0009955839205167346,0.20449574975378876
N6:---++---,6,---++---,20,4.3798298321462426e-14,5.156985949383852e-14,0.05970592595775007,2.0506810848642284e-83,4.600525516096354e-11,0.3216512035847137,0.3216512035847137,3.469446951953614e-18,0.0,0.0,0.0030182336331910755,0.0007382488728719516,0.08484751496398853
N6:---++--+,6,---++--+,20,7.255307465925398e-14,1.0252909632413321e-13,0.059588561405970825,1.9352592455691493e-82,1.2938811133622607e-10,0.32167992480145785,0.4699017387236756,8.673617379884035e-19,2.0328790734103208e-20,0.0,0.007692025039006336,0.0024075660497852053,0.26494155922349294
N6:--+-----,6,--+-----,20,9.614531393253856e-14,1.5076828674409626e-13,0.02382992663004238,3.493198230675548e-82,1.2863249909678132e-09,0.43576984272393576,0.30660955814862506,4.336808689942018e-19,6.776263578034403e-21,0.0,0.0009634359536815797,0.00034899973710748416,0.07325709702230325
N6:--+----+,6,--+----+,21,4.2521541843143495e-14,5.3734794391857577e-14,0.047059740462503746,7.035669651613061e-83,1.0011130813225577e-10,0.43574579148336307,0.42565331848660376,2.7755575615628914e-17,6.776263578034403e-21,0.0,0.0020449710896975996,0.0009491427937349846,0.19607371351632405
N6:--+---+-,6,--+---+-,20,8.959499808725013e-14,1.2051470932306074e-13,0.060590616320632645,5.022994539113495e-82,7.329032936098656e-10,0.43556184312095464,0.3059882051225681,5.551115123125783e-17,6.776263578034403e-21,0.0,0.002473393566246797,0.00030983580222880807,0.0733007157516541
N6:--+---++,6,--+---++,21,3.7636560534792807e-14,3.774758283725532e-14,0.06055930208998142,2.678640344522538e-82,1.7406559527088916e-10,0.435597673047826,0.42507293854061706,1.0408340855860843e-17,2.0328790734103208e-20,0.0,0.0039686609482468506,0.0009145574537375157,0.196111695866155
N6:--+--+--,6,--+--+--,21,3.630429290524262e-14,3.6193270602780103e-14,0.03839163882843602,1.769686771571735e-82,1.5764040073307228e-10,0.434249528232122,0.4342495282321221,2.7755575615628914e-17,2.0328790734103208e-20,0.0,0.006742536191356601,0.001672627916787565,0.20684388408407423
N6:--+--++-,6,--+--++-,19,7.37188088351104e-14,7.360778653264788e-14,0.04511410444162592,8.31598996888077e-83,2.1725099497160727e-10,0.4344871543528403,0.43487080271301465,5.551115123125783e-17,2.0328790734103208e-20,0.0,0.009744251644838397,0.0016335806228429178,0.20680026551131483
N6:--++----,6,--++----,18,6.511458039426543e-14,6.517009154549669e-14,0.038997227222153846,2.6933907928871e-83,4.12742229283225e-10,0.4022766022310663,0.3083748080404447,2.7755575615628914e-17,0.0,0.0,0.0028099104688198,0.0006151600356106273,0.07455686137997937
N6:--++---+,6,--++---+,19,2.9753977059954195e-14,2.980948821118545e-14,0.06817810927441162,2.682149699170018e-83,4.619399307514982e-11,0.4023159124605322,0.43049717629547213,2.7755575615628914e-17,0.0,0.0,0.006125308537326062,0.0017083315615239775,0.2029363181322338
N6:--++--+-,6,--++--+-,21,3.624878175401136e-14,2.964295475749168e-14,0.04215140834584688,8.37849959295935e-84,1.5954959575736893e-11,0.4026237878858625,0.30752399937283226,6.938893903907228e-18,2.0328790734103208e-20,0.0,0.008590062498623187,0.0005043812457708884,0.07463440583419378
N6:--++--++,6,--++--++,20,3.730349362740526e-14,3.8968828164342995e-14,0.060809931478155194,2.683447988902839e-83,1.262929205658736e-10,0.4025606174768719,0.4297177755031668,5.551115123125783e-17,0.0,0.0,0.013314707260840069,0.0016140468113205783,0.20300121631046814
N6:-+------,6,-+------,21,3.8746783559417963e-14,7.627232179174825e-14,0.020483901352710526,7.265206920731931e-82,2.964833378804599e-10,0.30568374721016633,0.30631684799313313,5.551115123125783e-17,3.3881317890172014e-21,0.0,0.0004341131247030841,0.00023261582014341047,0.07304331233401855
N6:-+-----+,6,-+-----+,22,2.7644553313166398e-14,4.873879078104437e-14,0.02492424475847102,3.053478189791873e-82,1.1655348908234942e-10,0.305688721180391,0.4248588119495862,2.7755575615628914e-17,6.776263578034403e-21,0.0,0.000916352942338056,0.0006303628043547022,0.19496407258262427
N6:-+----+-,6,-+----+-,19,6.838973831690964e-14,1.0735856648125264e-13,0.049598729860811513,2.2595755805350852e-82,3.816528759692517e-10,0.30572651298718434,0.30572651298718434,2.7755575615628914e-17,6.776263578034403e-21,0.0,0.0010733430630169175,0.00020882526074863405,0.07308303673612364
N6:-+----++,6,-+----++,20,2.4980018054066022e-14,3.5915714846623814e-14,0.044849869189660524,1.5010080833281812e-82,5.6624094302293315e-11,0.30571922991984435,0.4243058960322301,5.551115123125783e-17,3.3881317890172014e-21,0.0,0.0017337853003965894,0.0006092442758803195,0.19499885683910506
N6:-+---+--,6,-+---+--,20,8.948397578478762e-14,1.2045919817182948e-13,0.06059061632063259,6.594310473800878e-83,9.352968399767292e-11,0.305988205122568,0.4355618431209547,5.551115123125783e-17,3.3881317890172014e-21,0.0,0.0024733935662467977,0.0010293547360813384,0.20873969437965376
N6:-+---++-,6,-+---++-,19,2.842170943040401e-14,3.186340080674199e-14,0.06432922689471457,6.2349487158821136e-83,5.5474458360293966e-11,0.305944019295918,0.4361521495416574,5.551115123125783e-17,6.776263578034403e-21,0.0,0.003707770819535288,0.0010055865024006126,0.2086999700077924
N6:-+--+---,6,-+--+---,18,5.1458837191376006e-14,7.97695243193175e-14,0.03534920988499782,2.0857542206478636e-82,2.7741392516489327e-10,0.3078221171624235,0.3246484619616891,2.7755575615628914e-17,0.0,0.0,0.003384570366732614,0.0007993840414877314,0.08737284247991513
N6:-+--+--+,6,-+--+--+,19,3.608224830031759e-14,3.6137759451548845e-14,0.0356237345015811,4.8110980321939015e-83,1.0821737950195143e-10,0.30781023919217865,0.47991804839533353,2.7755575615628914e-17,6.776263578034403e-21,0.0,0.008914396963748199,0.002723828804612818,0.28289437710877335
N6:-+--++--,6,-+--++--,21,3.630429290524262e-14,2.964295475749168e-14,0.04215140834584688,9.30224864897514e-84,1.4197254483150346e-11,0.30752399937283226,0.4026237878858625,5.551115123125783e-17,6.776263578034403e-21,0.0,0.008590062498623183,0.0018330305633577056,0.16386769707653792
N6:-++-----,6,-++-----,19,4.1522341120980855e-14,8.171241461241152e-14,0.02326420767108653,6.008151941371739e-82,4.0540987233939063e-10,0.4363553358548321,0.3065598251370385,2.7755575615628914e-17,3.3881317890172014e-21,0.0,0.0014542483561111662,0.00042823758394178754,0.07322072097009526
N6:-++----+,6,-++----+,20,3.68594044175552e-14,6.727951529228449e-14,0.04480662438497088,1.4935469361080187e-82,1.8086593334132317e-10,0.43633184043199197,0.4255181016565661,2.7755575615628914e-17,1.3552527156068805e-20,0.0,0.0030837222221468574,0.001163914499606762,0.1958844884850632
N6:-++---+-,6,-++---+-,19,2.842170943040401e-14,3.186340080674199e-14,0.06432922689471457,1.587545449971558e-82,8.871181567116082e-11,0.4361521495416574,0.305944019295918,5.551115123125783e-17,6.776263578034403e-21,0.0,0.0037077708195352873,0.0003809827858107882,0.07326363036131883
N6:-++---++,6,-++---++,19,4.246603069191224e-14,4.263256414560601e-14,0.06569274159770758,9.872082822091923e-83,1.719684949996747e-10,0.43618715197251967,0.4249426226331243,2.7755575615628914e-17,1.3552527156068805e-20,0.0,0.005956745274623664,0.0011221451287491656,0.19592189028045026
N6:-++--+--,6,-++--+--,19,7.360778653264788e-14,7.355227538141662e-14,0.04511410444162592,3.2256780911684053e-83,1.0992357024619537e-10,0.4348708027130147,0.43448715435284024,6.938893903907228e-18,0.0,0.0,0.009744251644838397,0.002017788951467181,0.20718625494575071
N6:-++--++-,6,-++--++-,20,3.6359804056473877e-14,3.6637359812630166e-14,0.07203520108050707,1.4314031343760703e-82,1.190771925507761e-10,0.4351028965043019,0.4351028965043019,2.7755575615628914e-17,1.3552527156068805e-20,0.0,0.014209017902219274,0.0019706441372473226,0.20714334566569165
N6:+-------,6,+-------,22,4.651834473179406e-14,8.026912468039882e-14,0.018234249183308432,7.066452343716584e-82,6.90065837805065e-10,0.4247299090769154,0.3062747950863409,5.551115123125783e-17,1.6940658945086007e-21,0.0,0.00037321228632564786,0.00021540042812064902,0.07301264552468635
N6:+------+,6,+------+,22,4.674038933671909e-14,8.848477506262498e-14,0.02146570145396856,9.657720777280831e-82,6.725310863764378e-10,0.4247448866641473,0.4247448866641473,5.551115123125783e-17,0.0,0.0,0.0007870240654505693,0.0005833947411589427,0.1948053482209724
N6:+-----+-,6,+-----+-,22,2.7644553313166398e-14,4.873879078104437e-14,0.02492424475847102,4.02913435758085e-82,1.5179674184295777e-10,0.42485881194958625,0.3056887211803909,2.7755575615628914e-17,3.3881317890172014e-21,0.0,0.0009163529423380556,0.0001937084412737374,0.07305184823986395
