case_id,length,extended_signs,iterations,fixed_point_increment,recurrence_residual,minimum_disk_margin,crossed_residual,float64_forward_crossed_residual,left_bound_ratio,right_bound_ratio,endpoint_formula_error,endpoint_reciprocity_error,theta_monodromy_error,projective_initial_ratio,projective_left_ratio,projective_right_ratio
N3:++---,3,++---,14,7.566169912820442e-14,7.582823258189819e-14,0.059332908395265976,6.46041611813264e-86,2.7906565946977935e-12,0.4247603128720448,0.3213867580238926,3.469446951953614e-18,1.734723475976807e-18,0.0,0.05550373866130686,0.014956255039895568,0.08463626511778839
N3:++--+,3,++--+,3,0.0,1.1102230246251565e-16,0.06017262252951347,6.429304075962797e-101,1.1102230246251565e-15,0.43017746129272755,0.4690489222750862,0.0,0.0,0.0,0.1415296353688689,0.04863833173728521,0.263483694663178
N4:------,4,------,20,5.284661597215745e-14,8.637535131583718e-14,0.020290428394866417,2.405515197078506e-83,2.3855084574364582e-11,0.30629991336521467,0.30629991336521467,2.7755575615628914e-17,5.421010862427522e-20,0.0,0.0032650333900138607,0.001786731007967269,0.0730311557654411
N4:-----+,4,-----+,21,4.829470157119431e-14,7.271960811294775e-14,0.023535676628356123,9.584490577616691e-84,5.774880573738983e-12,0.3065838045535195,0.42481290889916123,2.7755575615628914e-17,1.0842021724855044e-19,0.0,0.00688566918367361,0.004840354942249992,0.19490062222884952
N4:----+-,4,----+-,18,3.11972669919669e-14,5.345723863570129e-14,0.039614901127123986,1.4384159092197218e-83,9.231448938606945e-12,0.3087729385645821,0.30571135111681663,3.469446951953614e-18,0.0,0.0,0.008013432141315018,0.0016063018670954884,0.07307066269587423
N4:----++,4,----++,18,2.708944180085382e-14,4.696243394164412e-14,0.03894225337128812,5.687319862115234e-84,3.6970981831530025e-12,0.30833979840413334,0.42426156674883986,2.7755575615628914e-17,3.2526065174565133e-19,0.0,0.012960688235604782,0.004680139452506333,0.1949352271280512
N4:---+--,4,---+--,20,5.218048215738236e-14,5.789813073420191e-14,0.06052112114979899,1.8677030451264927e-84,2.2153945344882686e-12,0.3247294904014131,0.435641068518235,2.7755575615628914e-17,2.168404344971009e-19,0.0,0.017705897352750976,0.007739866603884802,0.20885505501122986
N4:---++-,4,---++-,18,5.084821452783217e-14,5.1181281435219717e-14,0.05965823543807039,1.9597396209051347e-84,6.163347610055325e-12,0.3216153095818846,0.43622960405819267,5.551115123125783e-17,2.168404344971009e-19,0.0,0.02674303056234248,0.00755958598554464,0.20881554810787173
N4:--+---,4,--+---,20,5.218048215738236e-14,5.789813073420191e-14,0.06052112114979899,1.0743565347227357e-83,1.3077317007059719e-11,0.435641068518235,0.3247294904014131,2.7755575615628914e-17,1.0842021724855044e-19,0.0,0.017705897352750976,0.0051514080118163635,0.0874420463176458
N4:--+--+,4,--+--+,20,5.42343947529389e-14,8.326672684688674e-14,0.04155737395788231,3.0127156668334767e-84,6.44734265975444e-12,0.4343621939752802,0.4801941646381494,2.7755575615628914e-17,2.168404344971009e-19,0.0,0.04683868063164242,0.017588644697368445,0.2834017678404256
N4:--++--,4,--++--,18,8.876233081878127e-14,1.0219602941674566e-13,0.07724351626556589,2.5754611420942084e-84,8.87684370454167e-12,0.40244324626649847,0.40244324626649847,2.7755575615628914e-17,4.336808689942018e-19,0.0,0.047925132487936374,0.01210296626914037,0.16363897281387055
N4:-+----,4,-+----,18,3.11972669919669e-14,5.340172748447003e-14,0.039614901127123986,1.0263495983619458e-83,6.5447092190140665e-12,0.3057113511168167,0.3087729385645821,2.7755575615628914e-17,1.0842021724855044e-19,0.0,0.008013432141315016,0.0029380355558792097,0.07485383130334522
N4:-+---+,4,-+---+,20,3.11972669919669e-14,3.397282455352979e-14,0.06439158321833441,8.049074582777122e-84,1.5660250873850146e-12,0.3059652276956546,0.43160578344304706,8.326672684688674e-17,1.0842021724855044e-19,0.0,0.017593297494125904,0.008201663495956997,0.20453509080265
