target_index,target,predicted,residual
1,14.1347,14.1347,0.0
2,21.022,18.24558630247048,-2.77641369752952
3,25.0108,23.144879825786962,-1.8659201742130378
4,30.4248,27.718625643673928,-2.7061743563260734
5,32.935,33.07711002682536,0.14211002682535678
6,37.5861,33.7657476561573,-3.8203523438427
7,40.9187,35.45894006624535,-5.459759933754654
8,43.327,40.85414754063304,-2.4728524593669547
9,48.0051,43.54022566595779,-4.464874334042207
10,49.7738,44.4014538933788,-5.372346106621201
11,52.9703,48.29528627276886,-4.675013727231139
12,56.4462,48.59950599082737,-7.84669400917263
13,59.347,49.386914191786815,-9.960085808213186
14,60.8317,50.726641551814375,-10.105058448185623
15,65.1125,52.162679517821694,-12.949820482178303
16,67.0798,53.326043367896254,-13.753756632103752
17,69.5464,53.70201019046201,-15.844389809537994
18,72.0671,54.548221258298355,-17.51887874170164
19,75.7046,55.236153068289155,-20.468446931710844
20,77.1448,58.72353008056609,-18.42126991943391
21,79.3373,59.03092990022433,-20.30637009977567
22,82.9103,59.35105346705295,-23.559246532947057
23,84.7354,59.63899351692209,-25.096406483077907
24,87.4252,59.790065883299974,-27.63513411670003
25,88.8091,60.685035574143924,-28.124064425856076
26,92.4918,62.02204538145949,-30.469754618540506
27,94.6513,62.044828165986466,-32.60647183401354
28,95.8706,63.45566174807246,-32.41493825192754
29,98.8311,64.13182173244337,-34.699278267556636
30,101.3178,65.01005989476052,-36.30774010523949
31,103.7255,67.8551456940011,-35.8703543059989
32,105.4466,68.84674912846594,-36.59985087153406
33,107.1686,68.98039009296366,-38.18820990703634
34,111.0295,69.72586934614147,-41.303630653858534
35,111.8746,70.22297116651747,-41.65162883348253
36,114.3202,71.24565415907652,-43.07454584092348
37,116.2266,71.25412568090076,-44.97247431909925
38,118.7907,72.13422437192163,-46.65647562807837
39,121.3701,72.64253504139504,-48.72756495860496
40,122.9468,72.86379725075173,-50.083002749248266
41,124.2568,73.22642687107005,-51.03037312892995
42,127.5166,73.91671001525745,-53.599889984742546
43,129.5787,74.6378246433663,-54.9408753566337
44,131.0876,74.72189086385525,-56.36570913614476
45,133.4977,74.91377251777618,-58.58392748222383
46,134.7565,75.92329877346337,-58.833201226536616
47,138.116,76.12173337201646,-61.99426662798355
48,139.7362,76.3791498191406,-63.3570501808594
49,141.1237,77.24795246610493,-63.87574753389508
50,143.1118,77.3782622777331,-65.73353772226689
51,146.0009,77.40306362204983,-68.59783637795017
52,147.4427,77.75270401404796,-69.68999598595204
53,150.0515,77.96200156643178,-72.08949843356822
54,150.9252,78.6467418634777,-72.27845813652229
55,153.0246,80.7448419975645,-72.27975800243549
56,156.1129,80.913637422878,-75.199262577122
57,157.5975,81.04872360042904,-76.54877639957095
58,158.8499,82.26089008714202,-76.58900991285797
59,161.1889,82.80035397473193,-78.38854602526806
60,163.0306,83.06828957560677,-79.96231042439322
61,165.5373,83.79350947297769,-81.7437905270223
62,167.1844,84.38619054595992,-82.79820945404009
63,169.0945,84.42049464533449,-84.67400535466552
64,169.9119,84.70674147812458,-85.20515852187542
65,173.4115,85.27491112553149,-88.1365888744685
66,174.7541,85.59961996296364,-89.15448003703635
67,176.4414,85.60549195244634,-90.83590804755364
68,178.3774,85.66646796994591,-92.71093203005408
69,179.9164,85.86489508529219,-94.05150491470782
70,182.207,86.04074380962663,-96.16625619037336
71,184.8744,86.73580903717921,-98.1385909628208
72,185.9589,86.9416839881603,-99.0172160118397
73,187.2289,87.13150684430028,-100.09739315569973
74,189.4161,87.84152353967852,-101.57457646032148
75,192.0266,88.20811227855059,-103.81848772144942
76,193.0797,88.34834520669187,-104.73135479330813
77,195.2658,88.83266910873928,-106.43313089126073
78,196.8764,89.17688260436036,-107.69951739563963
79,198.0153,89.50472285116778,-108.51057714883221
80,201.2647,89.61883049391419,-111.64586950608582
81,202.4935,90.79110913552267,-111.70239086447734
82,204.1896,90.8366170591189,-113.35298294088112
83,205.3946,91.16768980474151,-114.22691019525848
84,207.9062,91.3033568217106,-116.60284317828942
85,209.5765,91.52584222083227,-118.05065777916774
86,211.3289,91.67365833804743,-119.65524166195257
87,213.3479,91.94377461255309,-121.40412538744692
88,214.547,92.32311504017272,-122.22388495982727
89,216.1695,92.48909001194852,-123.68040998805148
90,219.0675,93.1076952737186,-125.95980472628139
91,220.7149,93.40360274509756,-127.31129725490244
92,221.3952,94.06103759634492,-127.33416240365507
93,224.007,94.33255377685178,-129.6744462231482
94,224.9833,94.66343036368555,-130.31986963631448
95,227.4214,94.97255207047999,-132.44884792952
96,229.3374,95.07352735100865,-134.26387264899137
97,231.2882,95.10902596521473,-136.17917403478526
98,231.9872,95.53774548340465,-136.44945451659535
99,233.6934,95.6544046295107,-138.03899537048932
100,236.5242,96.10412442112448,-140.42007557887553
