target_index,target,predicted,residual,absolute_error,percent_error,shifted_energy,original_eigen_index,phase,hbase_expectation,integer_branch,branch_margin
21,79.3373,59.05440577141359,-20.282894228586407,20.282894228586407,25.565395127621443,1.1474707844514729,92,-1.1691168060272537,14.473348364871928,11257,0.4645577453666192
22,82.9103,59.39059752152511,-23.519702478474898,23.519702478474898,28.367648505040865,1.154003238824476,29,-1.6772746388972293,14.479572596778665,11262,0.29570999015959387
23,84.7354,59.63259413576365,-25.102805864236352,25.102805864236352,29.624933456661978,1.1587054120348839,259,0.4759606163964837,14.485171077588365,11266,0.007151176820116234
24,87.4252,59.81404760496279,-27.611152395037216,27.611152395037216,31.582601349539054,1.1622311871556992,177,2.09506439924668,14.488108410357555,11269,0.4648355863209872
25,88.8091,60.704420729148225,-28.104679270851776,28.104679270851776,31.64617057356935,1.1795317955339844,66,-0.7715463810548575,14.505509500069564,11282,0.3866822383060935
26,92.4918,62.047750181463755,-30.444049818536243,30.444049818536243,32.91540419641119,1.2056336804025207,87,-2.6676710677391933,14.53150527159228,11302,0.4692161074090109
27,94.6513,62.08196370582248,-32.569336294177525,32.569336294177525,34.40981401647682,1.2062984744872622,275,0.3666675981501526,14.531948242210726,11303,0.35825188175840594
28,95.8706,63.48219259761005,-32.388407402389944,32.388407402389944,33.78346166853024,1.233505957551106,73,-0.6493267511208076,14.559379385389937,11324,0.4677875806501106
29,98.8311,64.1893243410126,-34.64177565898741,34.64177565898741,35.05149255546828,1.247246050364053,171,1.3179204380947829,14.57252611054508,11335,0.07069715735815407
30,101.3178,65.05821225825784,-36.259587741742166,36.259587741742166,35.78797382270654,1.2641291852796943,252,0.491501181851991,14.589601885520857,11348,0.22053061500446347
31,103.7255,67.89542519563052,-35.830074804369474,35.830074804369474,34.54316904172019,1.3192583312320671,162,1.2525031904311552,14.644919505477645,11391,0.36712375735623937
32,105.4466,68.90184056328624,-36.54475943671376,36.54475943671376,34.65712449402234,1.3388137262330435,120,-0.06687224478458786,14.66419946601529,11406,0.15289366436991259
33,107.1686,69.02078110507708,-38.14781889492292,38.14781889492292,35.59607841748695,1.3411248289358646,160,1.2051465904599454,14.666797876258917,11408,0.37635851490813366
34,111.0295,69.75239921545769,-41.27710078454231,41.27710078454231,37.17669699002726,1.3553407099708359,136,0.8472182064080206,14.681292390984613,11419,0.40692306593882677
35,111.8746,70.28093800714743,-41.593661992852574,41.593661992852574,37.17882521399189,1.3656106096335439,141,0.9237326940333324,14.690957649440694,11427,0.12279322173344553
36,114.3202,71.25300942794405,-43.06719057205595,43.06719057205595,37.672424096577814,1.384498676344128,244,2.8655885553193694,14.71084189656384,11442,0.102387898186862
37,116.2266,71.31498030217946,-44.91161969782054,44.91161969782054,38.64142949877269,1.3857028162680365,131,-3.0190395381521826,14.711006610199139,11442,0.0891570240873989
38,118.7907,72.18812657993124,-46.602573420068765,46.602573420068765,39.2308265041529,1.4026686942780682,168,2.033361265740846,14.72811855983783,11456,0.2027700346443453
39,121.3701,72.66590507639953,-48.70419492360047,48.70419492360047,40.12866012601165,1.4119522838591507,199,0.6467847724002332,14.738001754376784,11463,0.33086339551664423
40,122.9468,72.90220291588821,-50.044597084111786,50.044597084111786,40.7042697200023,1.4165437256610005,114,-2.9420212274588957,14.742303803478874,11466,0.4440499387528689
41,124.2568,73.27026463470726,-50.98653536529274,50.98653536529274,41.03319525795992,1.4236954370990027,126,-0.1933011194227397,14.74935448979814,11472,0.3654736403514107
42,127.5166,73.9461928228287,-53.57040717717129,53.57040717717129,42.010536022111076,1.4368292217527472,41,-1.5462131337854397,14.762775814611237,11482,0.4108805807918543
43,129.5787,74.69009966734271,-54.88860033265729,54.88860033265729,42.35927689709597,1.4512838819814426,147,-3.0710547009457168,14.776796602649915,11493,0.25165809179088683
44,131.0876,74.72556525034031,-56.3620347496597,56.3620347496597,42.99570268252656,1.451973004491638,124,-0.15560897518571046,14.778431120398889,11494,0.013023214016357088
45,133.4977,74.97424437623951,-58.5234556237605,58.5234556237605,43.83854974562146,1.4568050238464139,204,1.3630685731369696,14.782161916992479,11498,0.1304570474076172
46,134.7565,75.93969482814782,-58.81680517185217,58.81680517185217,43.64672959883358,1.4755644402342174,3,-2.349547142211545,14.801790354828487,11512,0.1936270072728803
47,138.116,76.14838692830277,-61.967613071697244,61.967613071697244,44.86635369667326,1.4796194821018904,173,2.966216988672428,14.805648561745118,11516,0.3467232079256064
48,139.7362,76.41864470975568,-63.317555290244314,63.317555290244314,45.312206350426244,1.4848707906949912,258,2.435829322791394,14.810653565529693,11520,0.46170344502388616
49,141.1237,77.30260849771231,-63.8210915022877,63.8210915022877,45.22351065220632,1.5020468609296067,260,0.1778360663828481,14.827545883735018,11533,0.24100403477496002
50,143.1118,77.4176284415905,-65.6941715584095,65.6941715584095,45.90409145745459,1.5042817835150668,224,1.8221469001613748,14.830561743565294,11535,0.1515910074394924
51,146.0009,77.42144021302435,-68.57945978697565,68.57945978697565,46.97194317773085,1.50435584905345,271,1.4601888425692948,14.83007952565127,11535,0.41573744414563407
52,147.4427,77.76226210344275,-69.68043789655725,69.68043789655725,47.25933389483321,1.5109782704773558,233,0.5123623094946609,14.837359877502506,11540,0.07253103568837105
53,150.0515,77.97185175961324,-72.07964824038676,72.07964824038676,48.03660625877566,1.5150507525222991,89,-0.5402889593101072,14.841429295185355,11543,0.07491446501080645
54,150.9252,78.70246361118804,-72.22273638881195,72.22273638881195,47.85333157670949,1.5292470812043817,62,-0.8026650551063628,14.854742849219893,11554,0.2384724926614581
55,153.0246,80.80735643670216,-72.21724356329783,72.21724356329783,47.19322485619817,1.5701467057138228,277,0.38292596913890653,14.895536664956374,11586,0.15617551719878975
56,156.1129,80.9394589979783,-75.17344100202169,75.17344100202169,48.15325383233653,1.572713556190692,264,0.4051062215729706,14.898818591002481,11588,0.2876460589468479
57,157.5975,81.05628171134077,-76.54121828865922,76.54121828865922,48.567533297583545,1.5749835079206722,206,1.8782297341330894,14.9014451008368,11590,0.01031883227005892
58,158.8499,82.27563057562851,-76.57426942437148,76.57426942437148,48.20542501088857,1.5986763582600716,63,-0.811321254685538,14.925013516613308,11608,0.10710275559176807
59,161.1889,82.85846737274925,-78.33043262725074,78.33043262725074,48.59542600467572,1.610001308330487,274,0.39235045241530003,14.935502429925545,11617,0.24263645177779836
60,163.0306,83.13750526489187,-79.89309473510812,79.89309473510812,49.00496884333869,1.615423220968605,45,-0.9717786551698417,14.940711959896854,11621,0.07744739769441367
61,165.5373,83.8395992928217,-81.69770070717829,81.69770070717829,49.35304653825953,1.6290654272437095,246,1.4738397424987857,14.954812567575742,11632,0.4339872953169106
62,167.1844,84.43467398576819,-82.74972601423183,82.74972601423183,49.49608098257482,1.6406281686819284,211,1.5154257686878105,14.966336194160066,11641,0.403564164216732
63,169.0945,84.45825365020492,-84.63624634979509,84.63624634979509,50.05263113217466,1.6410863390029213,64,-0.7236511765833148,14.967003176200702,11641,0.4340242276830395
64,169.9119,84.7576845877775,-85.1542154122225,85.1542154122225,50.11668718448943,1.6469045035977086,182,2.258922933169802,14.972568735423677,11646,0.3695019119368226
65,173.4115,85.31996112330174,-88.09153887669825,88.09153887669825,50.79913320437125,1.6578299525776554,50,-0.8682300702176615,14.983615781046915,11654,0.46407853057826287
66,174.7541,85.61457544762168,-89.13952455237832,89.13952455237832,51.008545466102554,1.663554526814277,240,2.571719831154926,14.989929165363998,11659,0.07795104421529686
67,176.4414,85.66123887014116,-90.78016112985883,90.78016112985883,51.4506012363645,1.6644612316290015,24,-1.8593438012842056,14.99004333572845,11659,0.3056238108601974
68,178.3774,85.68925386538561,-92.68814613461439,92.68814613461439,51.96182147212281,1.6650055837082345,220,1.7635945739648773,14.99122890565517,11660,0.19564354170688603
69,179.9164,85.93588318254389,-93.98051681745612,93.98051681745612,52.23565879344858,1.6697977737630083,107,-2.8062675186458725,14.995086967074188,11663,0.07780081206510658
70,182.207,86.09020702671098,-96.11679297328901,96.11679297328901,52.751427208224165,1.6727964002026923,232,1.3890102426991382,14.998506031942185,11666,0.4048134977820155
71,184.8744,86.7540893242248,-98.12031067577522,98.12031067577522,53.07403873969312,1.6856961242920399,157,1.1799514844853778,15.012020335838818,11676,0.11717264850631182
72,185.9589,86.9572718254245,-99.0016281745755,99.0016281745755,53.23844579343904,1.6896441105767703,158,0.7357106117786509,15.016023207140638,11679,0.07448364665833651
73,187.2289,87.16179457889307,-100.06710542110694,100.06710542110694,53.44639925839812,1.6936181389544185,241,0.1642021113063725,15.019713974082663,11682,0.294801478199588
74,189.4161,87.85653790617053,-101.55956209382947,101.55956209382947,53.61717514711235,1.7071175156788119,127,-2.9753572244910305,15.033518982609433,11692,0.057084205456703785
75,192.0266,88.24475017615347,-103.78184982384653,103.78184982384653,54.04555922140294,1.71466076723053,12,-2.1400924443007314,15.040646646929003,11698,0.380323680685251
76,193.0797,88.36569502795244,-104.71400497204756,104.71400497204756,54.2335651920153,1.7170108151593215,52,-1.0583988082337703,15.043373226150768,11700,0.08746151329251006
77,195.2658,88.88387199421955,-106.38192800578047,106.38192800578047,54.480573662044485,1.727079376889817,130,0.0020535329976309226,15.05279004077077,11708,0.4056162867927924
78,196.8764,89.1969520939374,-107.67944790606259,107.67944790606259,54.69393381129613,1.7331627548008566,257,1.6885309843970002,15.05948265838527,11713,0.12052333732935949
79,198.0153,89.53072568795564,-108.48457431204436,108.48457431204436,54.785955586282654,1.7396482226123489,207,1.4099963326741123,15.06585692737367,11718,0.20701263835508144
80,201.2647,89.67756235789277,-111.58713764210724,111.58713764210724,55.44297516758142,1.7425013677187646,132,0.03305561371813089,15.068075547008021,11720,0.2994599749908957
81,202.4935,90.80687757285114,-111.68662242714888,111.68662242714888,55.155658046875025,1.7644447976572053,102,-0.39026857962516376,15.090868414765215,11737,0.03985602527791343
82,204.1896,90.90258304516276,-113.28701695483726,113.28701695483726,55.48128648806661,1.7663044257739422,267,3.088105165062328,15.091753235188975,11739,0.20194857613751083
83,205.3946,91.23626034808832,-114.15833965191167,114.15833965191167,55.58001021054676,1.7727880225782808,174,2.8187141195413177,15.098190354352583,11744,0.16579874515446136
84,207.9062,91.36073960591429,-116.54546039408572,116.54546039408572,56.05675078188419,1.7752067466304435,95,-2.718397554620063,15.100828157573622,11745,0.336196269678112
85,209.5765,91.54846367190095,-118.02803632809906,118.02803632809906,56.317400246735225,1.778854364084964,30,-1.6947368807127747,15.105153989419478,11748,0.13629555155966955
86,211.3289,91.68843227332982,-119.64046772667018,119.64046772667018,56.61339633465663,1.7815740575402135,0,-2.419499792110197,15.108028010230301,11750,0.016261321508864057
87,213.3479,92.01703456350734,-121.33086543649267,121.33086543649267,56.86996002139823,1.7879590430930623,9,-2.2069779558116336,15.113279939511743,11755,0.10245916304120328
88,214.547,92.37787146533334,-122.16912853466665,122.16912853466665,56.94282769494174,1.7949703709929654,161,1.2277960698386035,15.120655537679964,11761,0.3857848315510637
89,216.1695,92.51999141875959,-123.64950858124041,123.64950858124041,57.20025654925437,1.7977318668087978,253,0.2987451512286987,15.123882625036515,11763,0.2520828562628594
90,219.0675,93.14554507558945,-125.92195492441054,125.92195492441054,57.480892840978484,1.809886837059409,53,-2.553889201768473,15.135910301243328,11772,0.3510908544267295
91,220.7149,93.42527307443463,-127.28962692556537,127.28962692556537,57.67151511998754,1.8153221589812034,185,2.29963586987021,15.141663694356634,11777,0.10369835274286743
92,221.3952,94.10298047773773,-127.29221952226226,127.29221952226226,57.49547394083624,1.8284905151019455,133,0.7777732029512014,15.154446342689193,11787,0.4036979037373385
93,224.007,94.35463754961546,-129.65236245038454,129.65236245038454,57.87871024136948,1.8333803981497585,176,2.0136710619094167,15.15972549064649,11791,0.10093166037586343
94,224.9833,94.72694445806209,-130.25635554193792,130.25635554193792,57.89601074476991,1.8406145967622312,21,-1.9239087043985261,15.166158795852244,11796,0.27614168433865416
95,227.4214,95.01222316496144,-132.40917683503858,132.40917683503858,58.22195133573119,1.8461577730471674,203,2.4025324272790565,15.172169116209336,11801,0.36051846048758307
96,229.3374,95.12731926447098,-134.210080735529,134.210080735529,58.52079980654224,1.8483941753928743,8,-2.243573629892819,15.174132400478234,11802,0.4270531081401714
97,231.2882,95.13353017734137,-136.1546698226586,136.1546698226586,58.86797070609682,1.8485148580239237,110,-2.8333492755284655,15.174822607729688,11802,0.12997649915450893
98,231.9872,95.57029756692882,-136.4169024330712,136.4169024330712,58.80363331816203,1.857001571463945,108,-0.3255945258164025,15.183158294260343,11809,0.24744367608400353
99,233.6934,95.67865232087868,-138.0147476791213,138.0147476791213,59.0580425802018,1.8591069844791086,188,1.9516291784827264,15.185426523327635,11811,0.12080702515231678
100,236.5242,96.17756059889037,-140.34663940110966,140.34663940110966,59.337116202532194,1.8688011413444805,76,-1.4413883666151417,15.194170522726942,11818,0.14017026924739184
